t,   y,   u
0.000000,   0.000003,   -0.000020,   -0.034180,   -0.000134
0.000000,   0.000010,   -0.000024,   -0.042725,   -0.000077
0.000000,   -0.000015,   -0.000016,   -0.026855,   -0.000096
0.000000,   -0.000017,   -0.000009,   -0.030518,   -0.000121
0.000000,   -0.000014,   -0.000050,   -0.034180,   -0.000111
0.000000,   -0.000054,   -0.000032,   -0.034180,   -0.000100
0.000000,   -0.000005,   -0.000012,   -0.026855,   -0.000080
0.000000,   0.000000,   -0.000046,   -0.030518,   -0.000118
0.000000,   -0.000052,   -0.000046,   -0.034180,   -0.000092
0.000000,   0.000009,   -0.000035,   -0.037842,   -0.000126
0.000000,   -0.000003,   -0.000037,   -0.034180,   -0.000111
0.000000,   -0.000008,   -0.000003,   -0.030518,   -0.000111
0.000000,   -0.000006,   -0.000041,   -0.037842,   -0.000108
0.000000,   -0.000003,   -0.000041,   -0.030518,   -0.000096
0.000000,   0.000008,   -0.000013,   -0.030518,   -0.000088
0.000000,   -0.000048,   -0.000014,   -0.046387,   -0.000085
0.000000,   -0.000046,   -0.000040,   -0.034180,   -0.000129
0.000000,   -0.000046,   -0.000047,   -0.034180,   -0.000141
0.000000,   -0.000018,   -0.000034,   -0.046387,   -0.000114
0.000000,   -0.000004,   -0.000032,   -0.037842,   -0.000118
0.000000,   -0.000007,   -0.000020,   -0.023193,   -0.000077
0.000000,   -0.000018,   0.000001,   -0.023193,   -0.000129
0.000000,   -0.000035,   -0.000047,   -0.030518,   -0.000126
0.000000,   0.000003,   -0.000022,   -0.023193,   -0.000141
0.000000,   -0.000006,   -0.000049,   -0.037842,   -0.000103
0.000000,   -0.000026,   -0.000050,   -0.034180,   -0.000111
0.000000,   0.000006,   -0.000010,   -0.037842,   -0.000149
0.000000,   -0.000001,   -0.000036,   -0.030518,   -0.000085
0.000000,   -0.000046,   -0.000033,   -0.023193,   -0.000103
0.000000,   -0.000044,   -0.000012,   -0.034180,   -0.000092
0.000000,   -0.000003,   -0.000019,   -0.030518,   -0.000108
0.000000,   -0.000020,   -0.000051,   -0.034180,   -0.000114
0.000000,   -0.000001,   -0.000013,   -0.037842,   -0.000129
0.000000,   -0.000018,   -0.000043,   -0.034180,   -0.000111
0.000000,   -0.000055,   -0.000046,   -0.030518,   -0.000100
0.000000,   0.000005,   -0.000036,   -0.037842,   -0.000121
0.000000,   -0.000039,   -0.000041,   -0.037842,   -0.000108
0.000000,   -0.000004,   -0.000023,   -0.034180,   -0.000137
0.000000,   -0.000024,   -0.000044,   -0.042725,   -0.000100
0.000000,   -0.000031,   -0.000013,   -0.037842,   -0.000118
0.000000,   -0.000013,   -0.000008,   -0.034180,   -0.000085
0.000000,   -0.000051,   -0.000017,   -0.037842,   -0.000126
0.000000,   0.000006,   -0.000019,   -0.042725,   -0.000092
0.000000,   -0.000044,   -0.000015,   -0.034180,   -0.000092
0.000000,   -0.000034,   -0.000045,   -0.037842,   -0.000092
0.000000,   -0.000053,   -0.000026,   -0.037842,   -0.000092
0.000000,   -0.000048,   -0.000045,   -0.037842,   -0.000134
0.000000,   -0.000051,   -0.000035,   -0.034180,   -0.000088
0.000000,   0.000004,   -0.000025,   -0.034180,   -0.000088
0.000000,   -0.000038,   -0.000000,   -0.034180,   -0.000129
0.000000,   -0.000033,   -0.000005,   -0.034180,   -0.000085
0.000000,   -0.000036,   -0.000050,   -0.034180,   -0.000100
0.000000,   -0.000029,   -0.000057,   -0.030518,   -0.000092
0.000000,   0.000002,   -0.000021,   -0.030518,   -0.000111
