t,   y,   u
0.000000,   0.003998,   49.945068,   0.019776
0.000000,   -0.039261,   49.940186,   0.024598
0.000000,   -0.006531,   49.948730,   0.028547
0.000000,   -0.000046,   49.940186,   0.041477
0.000000,   -0.004852,   49.945068,   0.049067
0.000000,   -0.028580,   49.948730,   0.056891
0.000000,   0.019104,   49.936523,   0.062342
0.000000,   -0.027969,   49.940186,   0.070917
0.000000,   -0.018051,   49.956055,   0.074473
0.000000,   -0.028351,   49.945068,   0.077567
0.000000,   0.025437,   49.945068,   0.080186
0.000000,   -0.005997,   49.952393,   0.082148
0.000000,   -0.006531,   49.945068,   0.084012
0.000000,   0.045883,   49.952393,   0.085984
0.000000,   0.041077,   49.940186,   0.087540
0.000000,   0.007202,   49.948730,   0.089069
0.000000,   0.039398,   49.940186,   0.090159
0.000000,   0.007050,   49.948730,   0.091361
0.000000,   0.052216,   49.945068,   0.092353
0.000000,   0.041306,   49.940186,   0.093339
0.000000,   0.039017,   49.952393,   0.094147
0.000000,   0.032837,   49.948730,   0.095066
0.000000,   0.018723,   49.948730,   0.096680
0.000000,   0.075714,   49.936523,   0.097431
0.000000,   0.074417,   49.932861,   0.098020
0.000000,   0.044510,   49.936523,   0.098621
0.000000,   0.069382,   49.948730,   0.099268
0.000000,   0.055649,   49.948730,   0.099842
0.000000,   0.067093,   49.940186,   0.100236
0.000000,   0.060227,   49.940186,   0.100751
0.000000,   0.110581,   49.948730,   0.101108
0.000000,   0.102493,   49.945068,   0.101566
0.000000,   0.090668,   49.945068,   0.101981
0.000000,   0.119736,   49.948730,   0.102280
0.000000,   0.105545,   49.945068,   0.102524
0.000000,   0.100205,   49.945068,   0.102909
0.000000,   0.081055,   49.936523,   0.103190
0.000000,   0.117447,   49.945068,   0.103461
0.000000,   0.131180,   49.945068,   0.103763
0.000000,   0.146897,   49.936523,   0.104035
0.000000,   0.093491,   49.959717,   0.104270
0.000000,   0.108215,   49.940186,   0.104532
0.000000,   0.105927,   49.945068,   0.104795
0.000000,   0.153229,   49.945068,   0.104990
0.000000,   0.105927,   49.945068,   0.105225
0.000000,   0.156662,   49.948730,   0.105375
0.000000,   0.124542,   49.932861,   0.105659
0.000000,   0.154373,   49.932861,   0.105781
0.000000,   0.149185,   49.929199,   0.106025
0.000000,   0.160858,   49.945068,   0.106183
0.000000,   0.164139,   49.940186,   0.106342
0.000000,   0.128510,   49.945068,   0.106541
0.000000,   0.154373,   49.945068,   0.106681
0.000000,   0.166580,   49.948730,   0.106840
0.000000,   0.190537,   49.940186,   0.106971
0.000000,   0.147125,   49.945068,   0.107169
0.000000,   0.168869,   49.945068,   0.107319
0.000000,   0.182678,   49.929199,   0.107459
0.000000,   0.136215,   49.945068,   0.107599
0.000000,   0.199310,   49.948730,   0.107694
0.000000,   0.176346,   49.945068,   0.107758
0.000000,   0.210068,   49.940186,   0.107920
0.000000,   0.189163,   49.948730,   0.108030
0.000000,   0.166962,   49.945068,   0.108124
0.000000,   0.200302,   49.945068,   0.108228
0.000000,   0.188629,   49.936523,   0.108350
0.000000,   0.181305,   49.936523,   0.108481
0.000000,   0.178253,   49.940186,   0.108558
0.000000,   0.214035,   49.936523,   0.108613
0.000000,   0.187103,   49.948730,   0.108726
