t,   y,   u
81204.000000,   0.214417,   59.937744,   0.076603
81484.000000,   0.183594,   59.934082,   0.089982
82012.000000,   0.217316,   59.923096,   0.095637
82299.000000,   0.220902,   59.937744,   0.099869
82550.000000,   0.212509,   59.934082,   0.104081
82840.000000,   0.226853,   59.930420,   0.107291
83093.000000,   0.225327,   59.937744,   0.110480
83380.000000,   0.233719,   59.934082,   0.112928
83632.000000,   0.230667,   59.930420,   0.115641
83949.000000,   0.244629,   59.930420,   0.117985
84262.000000,   0.243332,   59.937744,   0.119861
84548.000000,   0.261490,   59.934082,   0.121693
84866.000000,   0.215180,   59.926758,   0.123051
85141.000000,   0.214264,   59.934082,   0.124448
85424.000000,   0.228760,   59.930420,   0.125632
85714.000000,   0.227081,   59.926758,   0.126719
86000.000000,   0.224793,   59.930420,   0.127827
86319.000000,   0.235855,   59.930420,   0.128626
86580.000000,   0.251724,   59.937744,   0.129346
86834.000000,   0.285980,   59.930420,   0.130210
87172.000000,   0.287354,   59.926758,   0.130961
87490.000000,   0.266068,   59.930420,   0.131562
87753.000000,   0.276825,   59.937744,   0.132209
88070.000000,   0.319626,   59.934082,   0.133195
88647.000000,   0.333054,   59.926758,   0.133747
88988.000000,   0.307419,   59.934082,   0.134189
89278.000000,   0.299179,   59.949951,   0.134638
89592.000000,   0.328858,   59.934082,   0.134958
89854.000000,   0.327713,   0.358887,   0.131467
90170.000000,   0.307037,   -0.015869,   0.094306
90750.000000,   0.352203,   -0.026855,   0.079276
91088.000000,   0.304138,   -0.037842,   0.070005
91353.000000,   0.320236,   -0.023193,   0.060578
91670.000000,   0.324280,   -0.023193,   0.053821
91944.000000,   0.319626,   -0.019531,   0.047339
92258.000000,   0.340912,   -0.019531,   0.042957
92512.000000,   0.345261,   -0.023193,   0.038154
92828.000000,   0.388138,   -0.023193,   0.034458
93118.000000,   0.381806,   -0.030518,   0.030979
93438.000000,   0.359833,   -0.030518,   0.027985
93754.000000,   0.339920,   -0.023193,   0.025800
94018.000000,   0.336868,   -0.019531,   0.023377
94358.000000,   0.330155,   -0.026855,   0.021418
94672.000000,   0.383560,   -0.015869,   0.020011
94936.000000,   0.369980,   -0.030518,   0.018369
95253.000000,   0.352585,   -0.012207,   0.017026
95570.000000,   0.335190,   -0.019531,   0.015977
96116.000000,   0.330002,   -0.026855,   0.014081
96414.000000,   0.323136,   -0.026855,   0.013141
96754.000000,   0.366928,   -0.015869,   0.012336
97068.000000,   0.358536,   -0.023193,   0.011060
97649.000000,   0.357315,   -0.015869,   0.010355
