t,   y,   u
0.000000,   0.006668,   19.914551,   0.002195
248.000000,   -0.027435,   19.918213,   0.007139
456.000000,   -0.010574,   19.914551,   0.009717
570.000000,   -0.025833,   19.914551,   0.011725
676.000000,   -0.015381,   19.921875,   0.016050
968.000000,   0.009720,   19.921875,   0.018677
1220.000000,   0.025971,   19.918213,   0.020997
1514.000000,   0.028259,   19.914551,   0.022468
1780.000000,   0.016434,   19.914551,   0.023612
2070.000000,   0.046036,   19.921875,   0.024354
2397.000000,   0.063507,   19.929199,   0.024869
2663.000000,   0.082199,   19.921875,   0.025507
3006.000000,   0.100586,   19.918213,   0.026456
3516.000000,   0.130264,   19.910889,   0.027759
4369.000000,   0.106918,   19.918213,   0.028162
4672.000000,   0.134689,   19.921875,   0.028474
5187.000000,   0.139649,   19.918213,   0.028980
5478.000000,   0.140411,   19.925537,   0.029288
6010.000000,   0.163757,   19.925537,   0.029655
6351.000000,   0.177109,   19.918213,   0.029804
6600.000000,   0.184967,   19.914551,   0.029975
6892.000000,   0.180542,   19.921875,   0.030189
7168.000000,   0.200302,   19.921875,   0.030338
7492.000000,   0.196869,   19.914551,   0.030472
7767.000000,   0.218079,   19.918213,   0.030659
8119.000000,   0.200455,   19.914551,   0.030735
8380.000000,   0.231278,   19.910889,   0.030845
8676.000000,   0.232956,   19.910889,   0.030997
9005.000000,   0.209305,   19.910889,   0.031089
9306.000000,   0.236847,   19.929199,   0.031147
9608.000000,   0.212128,   19.914551,   0.031260
9860.000000,   0.250046,   19.907227,   0.031333
10156.000000,   0.243866,   19.907227,   0.031446
10434.000000,   0.243713,   19.914551,   0.031504
10764.000000,   0.240051,   19.921875,   0.031586
11107.000000,   0.266831,   19.918213,   0.031595
11359.000000,   0.238144,   19.914551,   0.031718
11650.000000,   0.272782,   19.918213,   0.031739
11900.000000,   0.248901,   19.910889,   0.031821
12194.000000,   0.279648,   19.918213,   0.031861
12494.000000,   0.265534,   19.910889,   0.031953
12820.000000,   0.282318,   19.910889,   0.031980
13088.000000,   0.282166,   19.918213,   0.032020
13429.000000,   0.281937,   19.918213,   0.032084
13728.000000,   0.286591,   19.925537,   0.032084
13979.000000,   0.272019,   19.925537,   0.032178
14504.000000,   0.276825,   19.918213,   0.032255
14798.000000,   0.295899,   19.914551,   0.032264
15126.000000,   0.298264,   19.910889,   0.032337
15426.000000,   0.293610,   19.914551,   0.032395
15758.000000,   0.281937,   19.910889,   0.032432
16088.000000,   0.319855,   19.914551,   0.032432
16362.000000,   0.312988,   19.918213,   0.032468
16694.000000,   0.291702,   19.918213,   0.032535
16968.000000,   0.295899,   19.907227,   0.032535
17224.000000,   0.297653,   19.918213,   0.032526
17478.000000,   0.324280,   19.914551,   0.032581
17774.000000,   0.320007,   19.914551,   0.032609
18076.000000,   0.335343,   19.918213,   0.032630
18410.000000,   0.306046,   19.918213,   0.032685
18684.000000,   0.318710,   19.914551,   0.032667
18979.000000,   0.311463,   19.921875,   0.032703
19284.000000,   0.338242,   19.914551,   0.032740
19582.000000,   0.340683,   19.914551,   0.032798
19860.000000,   0.318100,   -0.030518,   0.031324
20211.000000,   0.310089,   -0.030518,   0.026240
20460.000000,   0.304520,   -0.026855,   0.021146
20756.000000,   0.315277,   -0.030518,   0.017261
21052.000000,   0.306427,   -0.019531,   0.014457
21339.000000,   0.292465,   -0.030518,   0.012412
21609.000000,   0.306427,   -0.030518,   0.010535
21936.000000,   0.268204,   -0.030518,   0.009156
22236.000000,   0.290405,   -0.026855,   0.008143
22524.000000,   0.261109,   -0.037842,   0.007252
22848.000000,   0.269501,   -0.030518,   0.006660
23101.000000,   0.252869,   -0.023193,   0.006058
23373.000000,   0.224182,   -0.026855,   0.005506
23720.000000,   0.232422,   -0.026855,   0.005131
23982.000000,   0.239288,   -0.023193,   0.004746
24307.000000,   0.223267,   -0.019531,   0.004407
24632.000000,   0.214417,   -0.026855,   0.004154
24904.000000,   0.198929,   -0.019531,   0.003882
25246.000000,   0.203735,   -0.030518,   0.003620
25573.000000,   0.195877,   -0.034180,   0.003470
25843.000000,   0.203354,   -0.030518,   0.003254
26170.000000,   0.180924,   -0.030518,   0.003150
26438.000000,   0.170014,   -0.030518,   0.002991
26784.000000,   0.169251,   -0.026855,   0.002805
27347.000000,   0.154373,   -0.034180,   0.002598
27650.000000,   0.139649,   -0.023193,   0.002494
27899.000000,   0.145142,   -0.030518,   0.002390
28190.000000,   0.156281,   -0.026855,   0.002277
28506.000000,   0.162613,   -0.019531,   0.002204
28832.000000,   0.150559,   -0.030518,   0.002146
29104.000000,   0.117981,   -0.030518,   0.002054
29450.000000,   0.124314,   -0.037842,   0.002006
29704.000000,   0.123551,   -0.023193,   0.001902
29975.000000,   0.141937,   -0.026855,   0.001893
30262.000000,   0.101578,   -0.015869,   0.001789
30535.000000,   0.111115,   -0.026855,   0.001761
30862.000000,   0.116455,   -0.030518,   0.001670
31193.000000,   0.118591,   -0.030518,   0.001639
31467.000000,   0.108978,   -0.034180,   0.001566
31817.000000,   0.108597,   -0.023193,   0.001526
32097.000000,   0.097153,   -0.037842,   0.001462
32425.000000,   0.107834,   -0.026855,   0.001404
32700.000000,   0.091583,   -0.034180,   0.001377
33030.000000,   0.108978,   -0.026855,   0.001359
33282.000000,   0.090286,   -0.023193,   0.001331
33557.000000,   0.089295,   -0.026855,   0.001273
33884.000000,   0.091965,   -0.030518,   0.001209
34159.000000,   0.114548,   -0.026855,   0.001200
34450.000000,   0.120117,   -0.026855,   0.001163
34700.000000,   0.106537,   -0.030518,   0.001124
34992.000000,   0.097382,   -0.034180,   0.001133
35266.000000,   0.099823,   -0.034180,   0.001041
35618.000000,   0.090057,   -0.026855,   0.001069
35890.000000,   0.088532,   -0.026855,   0.001041
36142.000000,   0.100205,   -0.034180,   0.001020
36473.000000,   0.081665,   -0.019531,   0.000974
36774.000000,   0.106308,   -0.030518,   0.000910
37066.000000,   0.095245,   -0.030518,   0.000880
37341.000000,   0.099442,   -0.019531,   0.000870
37690.000000,   0.100586,   -0.034180,   0.000861
37986.000000,   0.081436,   -0.023193,   0.000861
38261.000000,   0.087387,   -0.026855,   0.000852
38795.000000,   0.069992,   -0.030518,   0.000806
38840.000000,   0.105164,   -0.030518,   0.000776
39136.000000,   0.099060,   -0.026855,   0.000767
39664.000000,   0.081818,   -0.030518,   0.000721
39730.000000,   0.109818,   19.656982,   0.000684
40028.000000,   0.082962,   19.925537,   0.004633
40280.000000,   0.076325,   19.921875,   0.011069
40570.000000,   0.104248,   19.907227,   0.015357
40842.000000,   0.087769,   19.910889,   0.018207
41100.000000,   0.096008,   19.918213,   0.020704
41392.000000,   0.111344,   19.914551,   0.022458
41670.000000,   0.108978,   19.914551,   0.023838
41937.000000,   0.149567,   19.921875,   0.025059
42213.000000,   0.165817,   19.914551,   0.025995
42504.000000,   0.161621,   19.918213,   0.026801
42782.000000,   0.158951,   19.914551,   0.027619
43381.000000,   0.198776,   19.914551,   0.028153
43435.000000,   0.202973,   19.914551,   0.028605
43728.000000,   0.193970,   19.918213,   0.029062
44058.000000,   0.228226,   19.918213,   0.029429
44384.000000,   0.204651,   19.925537,   0.029740
44686.000000,   0.219376,   19.925537,   0.030039
45238.000000,   0.229141,   19.910889,   0.030414
45570.000000,   0.270111,   19.918213,   0.030546
45821.000000,   0.257294,   19.925537,   0.030686
46079.000000,   0.258438,   19.921875,   0.030866
46373.000000,   0.282547,   19.921875,   0.031025
46676.000000,   0.277207,   19.910889,   0.031138
47010.000000,   0.292847,   19.921875,   0.031373
47554.000000,   0.280640,   19.921875,   0.031486
47862.000000,   0.311081,   19.910889,   0.031559
48158.000000,   0.295136,   19.918213,   0.031663
48439.000000,   0.303375,   19.914551,   0.031766
48788.000000,   0.321991,   19.918213,   0.031840
49119.000000,   0.337250,   19.918213,   0.031888
49398.000000,   0.327103,   19.921875,   0.032010
49726.000000,   0.304901,   19.921875,   0.032093
50070.000000,   0.338242,   19.921875,   0.032133
50366.000000,   0.350830,   19.918213,   0.032197
50645.000000,   0.342590,   19.925537,   0.032273
