t,   y,   u
0.000000,   0.025055,   49.936523,   0.016324
412.000000,   -0.023544,   49.956055,   0.021812
512.000000,   -0.003479,   49.963379,   0.027198
630.000000,   -0.012482,   49.948730,   0.041093
988.000000,   0.007202,   49.940186,   0.049262
1261.000000,   0.015671,   49.948730,   0.056956
1584.000000,   -0.030258,   49.940186,   0.062247
1848.000000,   0.038788,   49.952393,   0.067615
2190.000000,   -0.026443,   49.945068,   0.071366
2487.000000,   0.015289,   49.945068,   0.074238
2753.000000,   0.002243,   49.945068,   0.077436
3094.000000,   0.000336,   49.945068,   0.079856
3411.000000,   -0.022247,   49.940186,   0.081641
3672.000000,   0.022537,   49.945068,   0.083451
3964.000000,   0.005676,   49.948730,   0.084839
4226.000000,   -0.008285,   49.948730,   0.086490
4569.000000,   0.034973,   49.945068,   0.087748
4864.000000,   0.005905,   49.940186,   0.088734
5128.000000,   0.066178,   49.945068,   0.089869
5454.000000,   0.045883,   49.948730,   0.090864
5796.000000,   0.059616,   49.948730,   0.091584
6060.000000,   0.079147,   49.940186,   0.092289
6345.000000,   0.063507,   49.940186,   0.093488
6906.000000,   0.073273,   49.945068,   0.094025
7196.000000,   0.095017,   49.940186,   0.094568
7488.000000,   0.081284,   49.952393,   0.094990
7754.000000,   0.093491,   49.940186,   0.095441
8096.000000,   0.044357,   49.945068,   0.095750
8347.000000,   0.041077,   49.952393,   0.096125
8638.000000,   0.065033,   49.940186,   0.096445
8926.000000,   0.090439,   49.945068,   0.096754
9220.000000,   0.057709,   49.940186,   0.097092
9539.000000,   0.068848,   49.956055,   0.097346
9826.000000,   0.056030,   2.080078,   0.097092
10122.000000,   0.088761,   -0.019531,   0.081208
10444.000000,   0.070374,   -0.019531,   0.068571
10736.000000,   0.106918,   -0.019531,   0.058222
11030.000000,   0.079147,   -0.019531,   0.049140
11352.000000,   0.077088,   -0.023193,   0.042527
11638.000000,   0.115692,   -0.026855,   0.036606
11954.000000,   0.111496,   -0.019531,   0.031663
12274.000000,   0.111725,   -0.023193,   0.028284
12540.000000,   0.111115,   -0.023193,   0.024879
12856.000000,   0.121414,   -0.023193,   0.021952
13178.000000,   0.097382,   -0.023193,   0.019749
13471.000000,   0.104019,   -0.019531,   0.017853
13762.000000,   0.083344,   -0.023193,   0.016230
14050.000000,   0.100433,   -0.015869,   0.014670
14369.000000,   0.096542,   -0.015869,   0.013386
14670.000000,   0.100968,   -0.015869,   0.012336
14960.000000,   0.107834,   -0.012207,   0.011255
15280.000000,   0.089676,   -0.030518,   0.010486
15568.000000,   0.103256,   -0.019531,   0.009672
15891.000000,   0.098297,   -0.026855,   0.009043
16153.000000,   0.106690,   -0.015869,   0.008423
16476.000000,   0.114395,   -0.023193,   0.007944
16727.000000,   0.083191,   -0.019531,   0.007496
17020.000000,   0.136597,   -0.019531,   0.007102
17286.000000,   0.069000,   -0.019531,   0.006669
17579.000000,   0.122025,   -0.026855,   0.006275
