t,   y,   u
38231.000000,   0.675919,   -0.015869,   0.008500
38556.000000,   0.654480,   -0.034180,   0.008188
38818.000000,   0.640289,   -0.023193,   0.007944
39086.000000,   0.641815,   -0.026855,   0.007618
39380.000000,   0.609161,   -0.015869,   0.007419
39645.000000,   0.602219,   -0.023193,   0.007184
39938.000000,   0.615418,   -0.026855,   0.006858
40282.000000,   0.598023,   -0.030518,   0.006714
40544.000000,   0.575058,   -0.015869,   0.006519
40838.000000,   0.582382,   -0.026855,   0.006275
41160.000000,   0.569717,   -0.030518,   0.006116
41662.000000,   0.552094,   -0.026855,   0.005787
42008.000000,   0.547897,   -0.015869,   0.005610
42352.000000,   0.539887,   -0.030518,   0.005421
42616.000000,   0.553848,   -0.026855,   0.005244
42937.000000,   0.527222,   -0.026855,   0.005121
43230.000000,   0.518982,   -0.026855,   0.004990
43554.000000,   0.531647,   -0.030518,   0.004886
43805.000000,   0.515549,   -0.019531,   0.004755
44100.000000,   0.495865,   -0.034180,   0.004511
44708.000000,   0.493195,   -0.023193,   0.004407
44998.000000,   0.500443,   -0.026855,   0.004313
45265.000000,   0.510971,   -0.023193,   0.004203
45608.000000,   0.483048,   -0.034180,   0.004081
45900.000000,   0.506394,   -0.026855,   0.004023
46166.000000,   0.484574,   -0.026855,   0.003901
46492.000000,   0.483658,   -0.030518,   0.003855
46766.000000,   0.464508,   -0.034180,   0.003760
47089.000000,   0.480530,   -0.026855,   0.003638
47432.000000,   0.475418,   -0.019531,   0.003574
47755.000000,   0.488007,   -0.015869,   0.003480
48048.000000,   0.444977,   -0.019531,   0.003422
48342.000000,   0.478470,   -0.026855,   0.003321
48664.000000,   0.476334,   -0.026855,   0.003177
49249.000000,   0.467560,   -0.015869,   0.003141
49572.000000,   0.438645,   -0.019531,   0.003095
49827.000000,   0.469086,   -0.012207,   0.003000
50151.000000,   0.454514,   -0.026855,   0.002946
50474.000000,   0.454132,   -0.034180,   0.002888
50724.000000,   0.440018,   -0.023193,   0.002869
51020.000000,   0.442459,   -0.030518,   0.002784
51339.000000,   0.422241,   -0.026855,   0.002775
51630.000000,   0.433685,   -0.030518,   0.002701
51922.000000,   0.457184,   -0.023193,   0.002625
52187.000000,   0.425827,   -0.023193,   0.002625
52527.000000,   0.441696,   -0.023193,   0.002552
52824.000000,   0.424683,   -0.030518,   0.002503
53113.000000,   0.445587,   -0.023193,   0.002466
53454.000000,   0.415680,   -0.030518,   0.002466
53722.000000,   0.430634,   -0.023193,   0.002399
54011.000000,   0.441162,   -0.030518,   0.002363
54274.000000,   0.417816,   -0.015869,   0.002317
54596.000000,   0.434067,   -0.023193,   0.002259
54883.000000,   0.436966,   -0.030518,   0.002268
55171.000000,   0.407288,   -0.023193,   0.002250
55493.000000,   0.437729,   -0.023193,   0.002155
55744.000000,   0.435593,   -0.030518,   0.002137
56033.000000,   0.429489,   -0.026855,   0.002119
56356.000000,   0.419724,   -0.026855,   0.002042
56646.000000,   0.437882,   -0.015869,   0.002024
56934.000000,   0.411865,   -0.023193,   0.002064
57454.000000,   0.413773,   -0.026855,   0.001960
57796.000000,   0.420868,   -0.030518,   0.001932
58084.000000,   0.401566,   -0.026855,   0.001923
58374.000000,   0.405533,   -0.023193,   0.001893
58654.000000,   0.409958,   -0.026855,   0.001856
58908.000000,   0.417206,   -0.019531,   0.001829
59201.000000,   0.404236,   -0.023193,   0.001801
59466.000000,   0.433304,   -0.037842,   0.001801
59786.000000,   0.400192,   -0.030518,   0.001761
60050.000000,   0.405380,   -0.030518,   0.001761
60389.000000,   0.400574,   -0.034180,   0.001725
60682.000000,   0.396607,   -0.026855,   0.001649
61264.000000,   0.421097,   -0.023193,   0.001630
61607.000000,   0.409958,   -0.019531,   0.001584
61926.000000,   0.392563,   -0.030518,   0.001603
62190.000000,   0.405914,   -0.030518,   0.001575
62484.000000,   0.401947,   -0.026855,   0.001557
