t,   y,   u
0.000000,   -0.048797,   29.908447,   0.013566
0.000000,   -0.031021,   29.908447,   0.015131
0.000000,   -0.060470,   29.904785,   0.019767
0.000000,   -0.045212,   29.901123,   0.023914
0.000000,   -0.031784,   29.915771,   0.030836
0.000000,   -0.011490,   29.901123,   0.037995
0.000000,   0.007202,   29.908447,   0.044422
0.000000,   0.024063,   29.901123,   0.049027
0.000000,   0.057709,   29.904785,   0.053202
0.000000,   0.088913,   29.904785,   0.056101
0.000000,   0.093109,   29.904785,   0.058420
0.000000,   0.106537,   29.897461,   0.060166
0.000000,   0.166046,   29.915771,   0.061686
0.000000,   0.166962,   29.901123,   0.062849
0.000000,   0.181305,   29.915771,   0.064210
0.000000,   0.223419,   29.888916,   0.065333
0.000000,   0.250961,   29.912109,   0.066151
0.000000,   0.247376,   29.901123,   0.066816
0.000000,   0.299942,   29.904785,   0.067502
0.000000,   0.288269,   29.908447,   0.068027
0.000000,   0.316193,   29.904785,   0.068580
0.000000,   0.350067,   29.901123,   0.069144
0.000000,   0.351593,   29.901123,   0.069538
0.000000,   0.362885,   29.908447,   0.069864
0.000000,   0.376312,   29.912109,   0.070258
0.000000,   0.388748,   29.912109,   0.070493
0.000000,   0.392334,   29.908447,   0.070786
0.000000,   0.422012,   29.901123,   0.071039
0.000000,   0.447495,   29.904785,   0.071302
0.000000,   0.466034,   29.915771,   0.071573
0.000000,   0.462753,   29.901123,   0.071808
0.000000,   0.480911,   29.904785,   0.071995
0.000000,   0.472519,   29.908447,   0.072379
0.000000,   0.509064,   29.912109,   0.072550
0.000000,   0.509293,   29.908447,   0.072709
0.000000,   0.515015,   -0.113525,   0.072379
0.000000,   0.534699,   -0.015869,   0.062641
0.000000,   0.550415,   -0.019531,   0.049845
0.000000,   0.531037,   -0.026855,   0.041007
0.000000,   0.506394,   -0.019531,   0.033661
0.000000,   0.494492,   -0.008545,   0.028577
0.000000,   0.501206,   -0.023193,   0.024534
0.000000,   0.458939,   -0.012207,   0.020658
0.000000,   0.444977,   -0.026855,   0.017917
0.000000,   0.423157,   -0.015869,   0.015525
0.000000,   0.410340,   -0.015869,   0.013865
0.000000,   0.410568,   -0.026855,   0.012430
0.000000,   0.369751,   -0.023193,   0.011173
0.000000,   0.332291,   -0.026855,   0.009324
0.000000,   0.344879,   -0.023193,   0.008546
0.000000,   0.330155,   -0.023193,   0.008002
0.000000,   0.325043,   -0.012207,   0.007392
0.000000,   0.281403,   -0.015869,   0.006922
0.000000,   0.278122,   -0.012207,   0.006528
0.000000,   0.262482,   -0.012207,   0.006135
0.000000,   0.277588,   -0.026855,   0.005823
0.000000,   0.224411,   -0.030518,   0.005356
0.000000,   0.228378,   -0.019531,   0.005112
0.000000,   0.228226,   -0.019531,   0.004886
0.000000,   0.211594,   -0.023193,   0.004642
0.000000,   0.215943,   -0.026855,   0.004456
0.000000,   0.196030,   -0.019531,   0.004258
0.000000,   0.211212,   -0.015869,   0.004072
0.000000,   0.173294,   -0.023193,   0.003742
0.000000,   0.178635,   -0.019531,   0.003620
0.000000,   0.183212,   -0.023193,   0.003452
0.000000,   0.183594,   -0.015869,   0.003330
0.000000,   0.147125,   -0.019531,   0.003086
0.000000,   0.135605,   -0.023193,   0.003000
0.000000,   0.125076,   -0.019531,   0.002915
0.000000,   0.136597,   -0.004883,   0.002805
0.000000,   0.149948,   -0.019531,   0.002701
0.000000,   0.128739,   -0.023193,   0.002616
0.000000,   0.135071,   -0.012207,   0.002521
0.000000,   0.132553,   -0.019531,   0.002476
0.000000,   0.125076,   -0.023193,   0.002381
0.000000,   0.120117,   -0.030518,   0.002326
0.000000,   0.125687,   -0.019531,   0.002241
0.000000,   0.126221,   -0.015869,   0.002186
0.000000,   0.105164,   -0.015869,   0.002155
0.000000,   0.095017,   -0.012207,   0.002100
0.000000,   0.104019,   -0.015869,   0.002054
0.000000,   0.126221,   -0.019531,   0.002033
0.000000,   0.121262,   -0.019531,   0.001932
0.000000,   0.084335,   -0.019531,   0.001911
0.000000,   0.086853,   -0.015869,   0.001838
0.000000,   0.090439,   -0.023193,   0.001838
0.000000,   0.081665,   -0.023193,   0.001761
0.000000,   0.098679,   -0.023193,   0.001716
0.000000,   0.088150,   -0.019531,   0.001697
0.000000,   0.103485,   -0.015869,   0.001584
0.000000,   0.078995,   -0.015869,   0.001584
0.000000,   0.086853,   -0.019531,   0.001566
0.000000,   0.085098,   -0.023193,   0.001490
0.000000,   0.112259,   -0.019531,   0.001444
0.000000,   0.080139,   -0.026855,   0.001417
0.000000,   0.087998,   -0.015869,   0.001395
0.000000,   0.100052,   -0.019531,   0.001340
0.000000,   0.093109,   -0.015869,   0.001313
0.000000,   0.080139,   -0.019531,   0.001313
0.000000,   0.092346,   -0.015869,   0.001246
0.000000,   0.094635,   -0.023193,   0.001218
0.000000,   0.083725,   -0.019531,   0.001200
0.000000,   0.061600,   -0.015869,   0.001209
0.000000,   0.062744,   -0.019531,   0.001151
0.000000,   0.069763,   -0.015869,   0.001142
0.000000,   0.058090,   -0.015869,   0.001087
0.000000,   0.068466,   -0.019531,   0.001069
0.000000,   0.094635,   -0.019531,   0.001020
0.000000,   0.072662,   -0.015869,   0.001020
0.000000,   0.075333,   -0.015869,   0.001002
0.000000,   0.065415,   -0.019531,   0.001011
0.000000,   0.081284,   -0.023193,   0.000992
0.000000,   0.075943,   -0.019531,   0.000910
0.000000,   0.057556,   -0.030518,   0.000928
0.000000,   0.064804,   -0.019531,   0.000889
0.000000,   0.078995,   -0.019531,   0.000880
0.000000,   0.065949,   -0.015869,   0.000861
0.000000,   0.061600,   -0.023193,   0.000861
0.000000,   0.075180,   -0.023193,   0.000825
0.000000,   0.046417,   -0.004883,   0.000815
0.000000,   0.060608,   -0.023193,   0.000825
0.000000,   0.078613,   -0.019531,   0.000797
0.000000,   0.062897,   -0.008545,   0.000739
0.000000,   0.069763,   -0.012207,   0.000739
0.000000,   0.064041,   -0.019531,   0.000776
0.000000,   0.043976,   -0.023193,   0.000739
0.000000,   0.068619,   -0.015869,   0.000675
0.000000,   0.084717,   -0.023193,   0.000675
