sys1_polBas_0002.rec ( 621 Echant/voies ) Période acquisition :100ms
Date :7/7/2023 12:35:40 PM
Temps	y[V]	
19900.000000	1.7966e-004	
20000.000000	1.6867e-004	
20100.000000	1.6452e-004	
20200.000000	1.7784e-004	
20300.000000	1.7554e-004	
20400.000000	1.6282e-004	
20500.000000	1.7449e-004	
20600.000000	1.7947e-004	
20700.000000	1.6531e-004	
20800.000000	1.7132e-004	
20900.000000	1.8090e-004	
21000.000000	1.7154e-004	
21100.000000	1.6747e-004	
21200.000000	1.7003e-004	
21300.000000	1.7690e-004	
21400.000000	1.7509e-004	
21500.000000	1.6128e-004	
21600.000000	1.6792e-004	
21700.000000	1.8086e-004	
21800.000000	1.7396e-004	
21900.000000	1.6769e-004	
22000.000000	1.7056e-004	
22100.000000	1.7898e-004	
22200.000000	1.7898e-004	
22300.000000	1.6131e-004	
22400.000000	1.6784e-004	
22500.000000	1.7573e-004	
22600.000000	1.7347e-004	
22700.000000	1.6992e-004	
22800.000000	1.6479e-004	
22900.000000	1.7705e-004	
23000.000000	1.7637e-004	
23100.000000	1.6826e-004	
23200.000000	1.6875e-004	
23300.000000	1.7535e-004	
23400.000000	1.7392e-004	
23500.000000	1.6864e-004	
23600.000000	1.6701e-004	
23700.000000	1.7622e-004	
23800.000000	1.7339e-004	
23900.000000	1.6973e-004	
24000.000000	1.7418e-004	
24100.000000	1.7535e-004	
24200.000000	1.7732e-004	
24300.000000	1.6426e-004	
24400.000000	1.7098e-004	
24500.000000	1.7350e-004	
24600.000000	1.7388e-004	
24700.000000	1.7169e-004	
24800.000000	1.6520e-004	
24900.000000	1.6792e-004	
25000.000000	1.7456e-004	
25100.000000	1.7456e-004	
25200.000000	1.6656e-004	
25300.000000	1.6679e-004	
25400.000000	1.8324e-004	
25500.000000	1.7060e-004	
25600.000000	1.6648e-004	
25700.000000	1.7969e-004	
25800.000000	1.6339e-004	
25900.000000	1.8788e-004	
26000.000000	1.6162e-004	
26100.000000	1.8026e-004	
26200.000000	1.8604e-004	
26300.000000	1.5320e-004	
26400.000000	2.0355e-004	
26500.000000	1.4852e-004	
26600.000000	1.9634e-004	
26700.000000	1.6781e-004	
26800.000000	1.6879e-004	
26900.000000	1.9445e-004	
27000.000000	1.5935e-004	
27100.000000	1.8785e-004	
27200.000000	1.6999e-004	
27300.000000	1.6999e-004	
27400.000000	1.9192e-004	
27500.000000	1.5607e-004	
27600.000000	1.8943e-004	
27700.000000	1.7441e-004	
27800.000000	1.7196e-004	
27900.000000	1.9245e-004	
28000.000000	1.5180e-004	
28100.000000	1.9774e-004	
28200.000000	1.5358e-004	
28300.000000	1.9589e-004	
28400.000000	1.6430e-004	
28500.000000	1.7215e-004	
28600.000000	1.9026e-004	
28700.000000	1.5520e-004	
28800.000000	1.9641e-004	
28900.000000	1.6690e-004	
29000.000000	1.7490e-004	
29100.000000	1.7634e-004	
29200.000000	1.7290e-004	
29300.000000	1.6377e-004	
29400.000000	1.7203e-004	
29500.000000	1.6928e-004	
29600.000000	1.7471e-004	
29700.000000	1.7452e-004	
29800.000000	1.6618e-004	
29900.000000	1.6864e-004	
30000.000000	1.6660e-004	
30100.000000	1.8181e-004	
30200.000000	1.6818e-004	
30300.000000	1.7030e-004	
30400.000000	1.6765e-004	
30500.000000	1.6686e-004	
30600.000000	1.8075e-004	
30700.000000	1.6954e-004	
30800.000000	1.7528e-004	
30900.000000	1.6294e-004	
31000.000000	1.7037e-004	
31100.000000	1.6977e-004	
31200.000000	1.8068e-004	
31300.000000	1.7079e-004	
31400.000000	1.6799e-004	
31500.000000	1.6637e-004	
31600.000000	1.6535e-004	
31700.000000	1.7818e-004	
31800.000000	1.7592e-004	
31900.000000	1.7483e-004	
32000.000000	1.6177e-004	
32100.000000	1.6837e-004	
32200.000000	1.6313e-004	
32300.000000	1.7951e-004	
32400.000000	1.7071e-004	
32500.000000	1.6720e-004	
32600.000000	1.8985e-004	
32700.000000	1.5924e-004	
32800.000000	1.8528e-004	
32900.000000	1.6965e-004	
33000.000000	1.6905e-004	
33100.000000	1.8773e-004	
33200.000000	1.5475e-004	
33300.000000	1.8381e-004	
33400.000000	1.7856e-004	
33500.000000	1.5037e-004	
33600.000000	1.9981e-004	
33700.000000	1.6384e-004	
33800.000000	1.6660e-004	
33900.000000	1.9347e-004	
34000.000000	1.5214e-004	
34100.000000	1.9143e-004	
34200.000000	1.7834e-004	
34300.000000	1.5090e-004	
34400.000000	1.9196e-004	
34500.000000	1.6864e-004	
34600.000000	1.7203e-004	
34700.000000	1.8853e-004	
34800.000000	1.6011e-004	
34900.000000	1.7298e-004	
35000.000000	1.9792e-004	
35100.000000	1.6463e-004	
35200.000000	1.6822e-004	
35300.000000	1.8596e-004	
35400.000000	1.5931e-004	
35500.000000	1.7985e-004	
35600.000000	1.8807e-004	
35700.000000	1.4950e-004	
35800.000000	1.9430e-004	
35900.000000	1.7124e-004	
36000.000000	1.6460e-004	
36100.000000	1.9132e-004	
36200.000000	1.4607e-004	
36300.000000	1.7883e-004	
36400.000000	1.7879e-004	
36500.000000	1.5754e-004	
36600.000000	1.9672e-004	
36700.000000	1.5712e-004	
36800.000000	1.7332e-004	
36900.000000	1.8366e-004	
37000.000000	1.5418e-004	
37100.000000	1.9366e-004	
37200.000000	1.7339e-004	
37300.000000	1.6362e-004	
37400.000000	1.9075e-004	
37500.000000	1.5041e-004	
37600.000000	1.7618e-004	
37700.000000	1.8313e-004	
37800.000000	1.5712e-004	
37900.000000	1.9185e-004	
38000.000000	1.7007e-004	
38100.000000	1.5709e-004	
38200.000000	1.9219e-004	
38300.000000	1.5731e-004	
38400.000000	1.7049e-004	
38500.000000	1.9139e-004	
38600.000000	1.5931e-004	
38700.000000	1.7992e-004	
38800.000000	1.8366e-004	
38900.000000	1.4954e-004	
39000.000000	1.8573e-004	
39100.000000	1.7011e-004	
39200.000000	1.6531e-004	
39300.000000	1.9290e-004	
39400.000000	1.6562e-004	
39500.000000	1.7856e-004	
39600.000000	1.8135e-004	
39700.000000	1.5705e-004	
39800.000000	1.8951e-004	
39900.000000	1.5603e-004	
40000.000000	1.8060e-004	
40100.000000	1.8415e-004	
40200.000000	1.5331e-004	
40300.000000	1.9532e-004	
40400.000000	1.6003e-004	
40500.000000	1.5573e-004	
40600.000000	1.8622e-004	
40700.000000	1.4059e-004	
40800.000000	1.7316e-004	
40900.000000	1.6414e-004	
41000.000000	1.4463e-004	
41100.000000	1.8260e-004	
41200.000000	1.6513e-004	
41300.000000	1.5086e-004	
41400.000000	1.9558e-004	
41500.000000	1.5943e-004	
41600.000000	1.6852e-004	
41700.000000	1.9290e-004	
41800.000000	1.5539e-004	
41900.000000	1.7943e-004	
42000.000000	1.8498e-004	
42100.000000	1.5207e-004	
42200.000000	1.8403e-004	
42300.000000	1.7082e-004	
42400.000000	1.5588e-004	
42500.000000	1.8728e-004	
42600.000000	1.5690e-004	
42700.000000	1.6958e-004	
42800.000000	1.7569e-004	
42900.000000	1.5127e-004	
43000.000000	1.8098e-004	
43100.000000	1.6822e-004	
43200.000000	1.6192e-004	
43300.000000	1.7845e-004	
43400.000000	1.6011e-004	
43500.000000	1.7188e-004	
43600.000000	1.7845e-004	
43700.000000	1.5848e-004	
43800.000000	1.8728e-004	
43900.000000	1.6886e-004	
44000.000000	1.6177e-004	
44100.000000	1.9185e-004	
44200.000000	1.5980e-004	
44300.000000	1.7192e-004	
44400.000000	1.9343e-004	
44500.000000	1.5309e-004	
44600.000000	1.7403e-004	
44700.000000	1.9260e-004	
44800.000000	1.5165e-004	
44900.000000	1.6690e-004	
45000.000000	1.9275e-004	
45100.000000	1.5033e-004	
45200.000000	1.7683e-004	
45300.000000	1.8547e-004	
45400.000000	1.4939e-004	
45500.000000	1.7486e-004	
45600.000000	1.8566e-004	
45700.000000	1.4882e-004	
45800.000000	1.8090e-004	
45900.000000	1.8388e-004	
46000.000000	1.5048e-004	
46100.000000	1.8437e-004	
46200.000000	1.8041e-004	
46300.000000	1.5527e-004	
46400.000000	1.8939e-004	
46500.000000	1.7305e-004	
46600.000000	1.6430e-004	
46700.000000	1.8860e-004	
46800.000000	1.6682e-004	
46900.000000	1.7875e-004	
47000.000000	1.7766e-004	
47100.000000	1.5614e-004	
47200.000000	1.9570e-004	
47300.000000	1.5203e-004	
47400.000000	1.7675e-004	
47500.000000	1.8041e-004	
47600.000000	1.4505e-004	
47700.000000	1.8328e-004	
47800.000000	1.6550e-004	
47900.000000	1.5701e-004	
48000.000000	1.8415e-004	
48100.000000	1.5935e-004	
48200.000000	1.8083e-004	
48300.000000	1.7852e-004	
48400.000000	1.5924e-004	
48500.000000	1.9404e-004	
48600.000000	1.6984e-004	
48700.000000	1.5524e-004	
48800.000000	1.8811e-004	
48900.000000	1.6686e-004	
49000.000000	1.5641e-004	
49100.000000	1.9894e-004	
49200.000000	1.6569e-004	
49300.000000	1.7158e-004	
49400.000000	1.9675e-004	
49500.000000	1.6324e-004	
49600.000000	1.7181e-004	
49700.000000	1.8302e-004	
49800.000000	1.6237e-004	
49900.000000	1.9177e-004	
50000.000000	1.7116e-004	
50100.000000	1.6430e-004	
50200.000000	1.9562e-004	
50300.000000	1.5482e-004	
50400.000000	1.6441e-004	
50500.000000	1.9785e-004	
50600.000000	1.6641e-004	
50700.000000	1.6350e-004	
50800.000000	1.8924e-004	
50900.000000	1.6045e-004	
51000.000000	1.7471e-004	
51100.000000	1.8985e-004	
51200.000000	1.6690e-004	
51300.000000	1.7135e-004	
51400.000000	1.8419e-004	
51500.000000	1.5561e-004	
51600.000000	1.8358e-004	
51700.000000	1.9396e-004	
51800.000000	1.5237e-004	
51900.000000	1.7192e-004	
52000.000000	1.9577e-004	
52100.000000	1.6388e-004	
52200.000000	1.7003e-004	
52300.000000	1.8936e-004	
52400.000000	1.6905e-004	
52500.000000	1.6682e-004	
52600.000000	1.9592e-004	
52700.000000	1.7528e-004	
52800.000000	1.6079e-004	
52900.000000	1.8830e-004	
53000.000000	1.7343e-004	
53100.000000	1.6328e-004	
53200.000000	1.9147e-004	
53300.000000	1.7283e-004	
53400.000000	1.5577e-004	
53500.000000	1.9472e-004	
53600.000000	1.7996e-004	
53700.000000	1.5142e-004	
53800.000000	1.9117e-004	
53900.000000	1.7566e-004	
54000.000000	1.5860e-004	
54100.000000	1.8766e-004	
54200.000000	1.6539e-004	
54300.000000	1.7154e-004	
54400.000000	1.9626e-004	
54500.000000	1.5399e-004	
54600.000000	1.7215e-004	
54700.000000	1.9147e-004	
54800.000000	1.5584e-004	
54900.000000	1.8328e-004	
55000.000000	1.8362e-004	
55100.000000	1.4980e-004	
55200.000000	1.9196e-004	
55300.000000	1.7634e-004	
55400.000000	1.5905e-004	
55500.000000	1.8788e-004	
55600.000000	1.6626e-004	
55700.000000	1.8245e-004	
55800.000000	1.7403e-004	
55900.000000	1.5501e-004	
56000.000000	1.9540e-004	
56100.000000	1.6520e-004	
56200.000000	1.7426e-004	
56300.000000	1.7951e-004	
56400.000000	1.4992e-004	
56500.000000	1.9336e-004	
56600.000000	1.7192e-004	
56700.000000	1.5844e-004	
56800.000000	1.8792e-004	
56900.000000	1.5626e-004	
57000.000000	1.8052e-004	
57100.000000	1.9279e-004	
57200.000000	1.4674e-004	
57300.000000	1.8588e-004	
57400.000000	1.6969e-004	
57500.000000	1.6882e-004	
57600.000000	1.9068e-004	
57700.000000	1.4693e-004	
57800.000000	1.8705e-004	
57900.000000	1.6799e-004	
58000.000000	1.7411e-004	
58100.000000	1.8426e-004	
58200.000000	1.5233e-004	
58300.000000	1.8705e-004	
58400.000000	1.6426e-004	
58500.000000	1.8532e-004	
58600.000000	1.6954e-004	
58700.000000	1.5818e-004	
58800.000000	1.8762e-004	
58900.000000	1.6124e-004	
59000.000000	1.9275e-004	
59100.000000	1.6656e-004	
59200.000000	1.6479e-004	
59300.000000	1.8551e-004	
59400.000000	1.6418e-004	
59500.000000	1.8739e-004	
59600.000000	1.6350e-004	
59700.000000	1.7203e-004	
59800.000000	1.7641e-004	
59900.000000	1.6962e-004	
60000.000000	1.9558e-004	
60100.000000	1.5822e-004	
60200.000000	1.8366e-004	
60300.000000	1.6384e-004	
60400.000000	1.7664e-004	
60500.000000	1.8286e-004	
60600.000000	1.5678e-004	
60700.000000	1.8630e-004	
60800.000000	1.5860e-004	
60900.000000	1.7075e-004	
61000.000000	1.9030e-004	
61100.000000	1.5867e-004	
61200.000000	1.9234e-004	
61300.000000	1.4573e-004	
61400.000000	1.8143e-004	
61500.000000	1.7373e-004	
61600.000000	1.6988e-004	
61700.000000	1.8970e-004	
61800.000000	1.5535e-004	
61900.000000	1.8464e-004	
62000.000000	1.5795e-004	
