sys1_polBas_0003.rec ( 1332 Echant/voies ) Période acquisition :100ms
Date :7/7/2023 12:36:46 PM
Temps	y[V]	
22000.000000	1.6263e-004	
22100.000000	1.7894e-004	
22200.000000	1.8558e-004	
22300.000000	1.8619e-004	
22400.000000	1.7890e-004	
22500.000000	1.7098e-004	
22600.000000	1.5180e-004	
22700.000000	1.4252e-004	
22800.000000	1.5116e-004	
22900.000000	1.7116e-004	
23000.000000	1.8464e-004	
23100.000000	1.8834e-004	
23200.000000	1.8196e-004	
23300.000000	1.6973e-004	
23400.000000	1.5648e-004	
23500.000000	1.5833e-004	
23600.000000	1.7301e-004	
23700.000000	1.8728e-004	
23800.000000	1.7184e-004	
23900.000000	1.4561e-004	
24000.000000	1.4557e-004	
24100.000000	1.7849e-004	
24200.000000	1.8830e-004	
24300.000000	1.7369e-004	
24400.000000	1.5527e-004	
24500.000000	1.6346e-004	
24600.000000	1.8026e-004	
24700.000000	1.8003e-004	
24800.000000	1.5709e-004	
24900.000000	1.4799e-004	
25000.000000	1.6297e-004	
25100.000000	1.8558e-004	
25200.000000	1.8675e-004	
25300.000000	1.6169e-004	
25400.000000	1.6090e-004	
25500.000000	1.7505e-004	
25600.000000	1.8275e-004	
25700.000000	1.8098e-004	
25800.000000	1.5044e-004	
25900.000000	1.4588e-004	
26000.000000	1.8090e-004	
26100.000000	1.9475e-004	
26200.000000	1.8347e-004	
26300.000000	1.6603e-004	
26400.000000	1.6097e-004	
26500.000000	1.7690e-004	
26600.000000	1.8868e-004	
26700.000000	1.6928e-004	
26800.000000	1.4950e-004	
26900.000000	1.6501e-004	
27000.000000	1.8362e-004	
27100.000000	1.9121e-004	
27200.000000	1.7237e-004	
27300.000000	1.5290e-004	
27400.000000	1.6709e-004	
27500.000000	1.8762e-004	
27600.000000	1.6648e-004	
27700.000000	1.5803e-004	
27800.000000	1.6056e-004	
27900.000000	1.9434e-004	
28000.000000	1.8951e-004	
28100.000000	1.5739e-004	
28200.000000	1.5916e-004	
28300.000000	1.7977e-004	
28400.000000	1.8781e-004	
28500.000000	1.6603e-004	
28600.000000	1.5769e-004	
28700.000000	1.8513e-004	
28800.000000	1.9464e-004	
28900.000000	1.6505e-004	
29000.000000	1.5395e-004	
29100.000000	1.6584e-004	
29200.000000	1.9423e-004	
29300.000000	1.8215e-004	
29400.000000	1.5995e-004	
29500.000000	1.5841e-004	
29600.000000	1.7996e-004	
29700.000000	1.8539e-004	
29800.000000	1.6607e-004	
29900.000000	1.5558e-004	
30000.000000	1.6135e-004	
30100.000000	1.9249e-004	
30200.000000	1.9132e-004	
30300.000000	1.7449e-004	
30400.000000	1.5403e-004	
30500.000000	1.5097e-004	
30600.000000	1.7388e-004	
30700.000000	1.9026e-004	
30800.000000	1.9045e-004	
30900.000000	1.6373e-004	
31000.000000	1.5237e-004	
31100.000000	1.5282e-004	
31200.000000	1.7592e-004	
31300.000000	1.9034e-004	
31400.000000	1.9585e-004	
31500.000000	1.6784e-004	
31600.000000	1.5203e-004	
31700.000000	1.4773e-004	
31800.000000	1.6765e-004	
31900.000000	1.8260e-004	
32000.000000	1.9747e-004	
32100.000000	1.7645e-004	
32200.000000	1.6218e-004	
32300.000000	1.4890e-004	
32400.000000	1.5946e-004	
32500.000000	1.8566e-004	
32600.000000	1.9611e-004	
32700.000000	1.8117e-004	
32800.000000	1.6184e-004	
32900.000000	1.5214e-004	
33000.000000	1.5433e-004	
33100.000000	1.7071e-004	
33200.000000	1.8052e-004	
33300.000000	1.8973e-004	
33400.000000	1.8105e-004	
33500.000000	1.8230e-004	
33600.000000	1.6603e-004	
33700.000000	1.6407e-004	
33800.000000	1.5365e-004	
33900.000000	1.5984e-004	
34000.000000	1.6947e-004	
34100.000000	1.8849e-004	
34200.000000	1.9966e-004	
34300.000000	1.8864e-004	
34400.000000	1.6701e-004	
34500.000000	1.5543e-004	
34600.000000	1.5444e-004	
34700.000000	1.5844e-004	
34800.000000	1.8060e-004	
34900.000000	1.8286e-004	
35000.000000	1.8660e-004	
35100.000000	1.8777e-004	
35200.000000	1.7739e-004	
35300.000000	1.7343e-004	
35400.000000	1.5365e-004	
35500.000000	1.5075e-004	
35600.000000	1.5765e-004	
35700.000000	1.7169e-004	
35800.000000	1.8207e-004	
35900.000000	1.8456e-004	
36000.000000	1.8392e-004	
36100.000000	1.9177e-004	
36200.000000	1.9302e-004	
36300.000000	1.8600e-004	
36400.000000	1.6905e-004	
36500.000000	1.6116e-004	
36600.000000	1.5777e-004	
36700.000000	1.5750e-004	
36800.000000	1.5826e-004	
36900.000000	1.5652e-004	
37000.000000	1.5490e-004	
37100.000000	1.7826e-004	
37200.000000	1.8505e-004	
37300.000000	1.8426e-004	
37400.000000	1.8188e-004	
37500.000000	1.8124e-004	
37600.000000	1.8260e-004	
37700.000000	1.7845e-004	
37800.000000	1.5373e-004	
37900.000000	1.4573e-004	
38000.000000	1.5697e-004	
38100.000000	1.6290e-004	
38200.000000	1.7690e-004	
38300.000000	1.8188e-004	
38400.000000	1.8354e-004	
38500.000000	1.9313e-004	
38600.000000	1.9200e-004	
38700.000000	1.6731e-004	
38800.000000	1.5433e-004	
38900.000000	1.5629e-004	
39000.000000	1.5697e-004	
39100.000000	1.5920e-004	
39200.000000	1.6656e-004	
39300.000000	1.8237e-004	
39400.000000	1.8913e-004	
39500.000000	1.9468e-004	
39600.000000	1.7569e-004	
39700.000000	1.5546e-004	
39800.000000	1.5595e-004	
39900.000000	1.5410e-004	
40000.000000	1.5075e-004	
40100.000000	1.6463e-004	
40200.000000	1.8049e-004	
40300.000000	1.8207e-004	
40400.000000	1.6818e-004	
40500.000000	1.5524e-004	
40600.000000	1.4965e-004	
40700.000000	1.5588e-004	
40800.000000	1.6777e-004	
40900.000000	1.7830e-004	
41000.000000	1.8166e-004	
41100.000000	1.7426e-004	
41200.000000	1.6501e-004	
41300.000000	1.5226e-004	
41400.000000	1.5418e-004	
41500.000000	1.6588e-004	
41600.000000	1.8128e-004	
41700.000000	1.8079e-004	
41800.000000	1.7479e-004	
41900.000000	1.6569e-004	
42000.000000	1.5610e-004	
42100.000000	1.5599e-004	
42200.000000	1.6403e-004	
42300.000000	1.7890e-004	
42400.000000	1.8539e-004	
42500.000000	1.7245e-004	
42600.000000	1.6196e-004	
42700.000000	1.5637e-004	
42800.000000	1.5724e-004	
42900.000000	1.6777e-004	
43000.000000	1.8939e-004	
43100.000000	1.8664e-004	
43200.000000	1.7400e-004	
43300.000000	1.5358e-004	
43400.000000	1.6056e-004	
43500.000000	1.7524e-004	
43600.000000	1.8260e-004	
43700.000000	1.9407e-004	
43800.000000	1.9649e-004	
43900.000000	1.8585e-004	
44000.000000	1.5924e-004	
44100.000000	1.6569e-004	
44200.000000	1.8407e-004	
44300.000000	1.8743e-004	
44400.000000	1.8690e-004	
44500.000000	1.9396e-004	
44600.000000	1.7796e-004	
44700.000000	1.5735e-004	
44800.000000	1.4931e-004	
44900.000000	1.6803e-004	
45000.000000	1.7901e-004	
45100.000000	1.8422e-004	
45200.000000	1.8732e-004	
45300.000000	1.8747e-004	
45400.000000	1.6622e-004	
45500.000000	1.4882e-004	
45600.000000	1.5324e-004	
45700.000000	1.5977e-004	
45800.000000	1.6154e-004	
45900.000000	1.8173e-004	
46000.000000	1.9158e-004	
46100.000000	1.8622e-004	
46200.000000	1.7709e-004	
46300.000000	1.6781e-004	
46400.000000	1.5343e-004	
46500.000000	1.4995e-004	
46600.000000	1.6433e-004	
46700.000000	1.7886e-004	
46800.000000	1.8626e-004	
46900.000000	1.9396e-004	
47000.000000	1.8626e-004	
47100.000000	1.6456e-004	
47200.000000	1.5701e-004	
47300.000000	1.4384e-004	
47400.000000	1.4403e-004	
47500.000000	1.4980e-004	
47600.000000	1.7101e-004	
47700.000000	1.7698e-004	
47800.000000	1.7407e-004	
47900.000000	1.8135e-004	
48000.000000	1.6290e-004	
48100.000000	1.6445e-004	
48200.000000	1.6094e-004	
48300.000000	1.6799e-004	
48400.000000	1.5395e-004	
48500.000000	1.6818e-004	
48600.000000	1.6271e-004	
48700.000000	1.6460e-004	
48800.000000	1.7222e-004	
48900.000000	1.6531e-004	
49000.000000	1.6913e-004	
49100.000000	1.6611e-004	
49200.000000	1.7184e-004	
49300.000000	1.6709e-004	
49400.000000	1.6048e-004	
49500.000000	1.6701e-004	
49600.000000	1.6260e-004	
49700.000000	1.7166e-004	
49800.000000	1.6128e-004	
49900.000000	1.7098e-004	
50000.000000	1.6814e-004	
50100.000000	1.6422e-004	
50200.000000	1.6958e-004	
50300.000000	1.6173e-004	
50400.000000	1.6969e-004	
50500.000000	1.5761e-004	
50600.000000	1.6788e-004	
50700.000000	1.6671e-004	
50800.000000	1.5992e-004	
50900.000000	1.7090e-004	
51000.000000	1.6029e-004	
51100.000000	1.7513e-004	
51200.000000	1.6343e-004	
51300.000000	1.6350e-004	
51400.000000	1.6528e-004	
51500.000000	1.6033e-004	
51600.000000	1.6856e-004	
51700.000000	1.6222e-004	
51800.000000	1.5863e-004	
51900.000000	1.6173e-004	
52000.000000	1.5848e-004	
52100.000000	1.7698e-004	
52200.000000	1.6350e-004	
52300.000000	1.6407e-004	
52400.000000	1.6671e-004	
52500.000000	1.6052e-004	
52600.000000	1.6969e-004	
52700.000000	1.6924e-004	
52800.000000	1.6781e-004	
52900.000000	1.7128e-004	
53000.000000	1.5992e-004	
53100.000000	1.7181e-004	
53200.000000	1.6682e-004	
53300.000000	1.6305e-004	
53400.000000	1.7071e-004	
53500.000000	1.6154e-004	
53600.000000	1.6973e-004	
53700.000000	1.7037e-004	
53800.000000	1.6245e-004	
53900.000000	1.7347e-004	
54000.000000	1.6056e-004	
54100.000000	1.6531e-004	
54200.000000	1.7188e-004	
54300.000000	1.6362e-004	
54400.000000	1.7283e-004	
54500.000000	1.6818e-004	
54600.000000	1.6388e-004	
54700.000000	1.7271e-004	
54800.000000	1.6071e-004	
54900.000000	1.6279e-004	
55000.000000	1.6309e-004	
55100.000000	1.5086e-004	
55200.000000	1.6618e-004	
55300.000000	1.6630e-004	
55400.000000	1.6373e-004	
55500.000000	1.6939e-004	
55600.000000	1.5361e-004	
55700.000000	1.6365e-004	
55800.000000	1.6690e-004	
55900.000000	1.5626e-004	
56000.000000	1.7192e-004	
56100.000000	1.6822e-004	
56200.000000	1.6301e-004	
56300.000000	1.7173e-004	
56400.000000	1.6497e-004	
56500.000000	1.6916e-004	
56600.000000	1.7535e-004	
56700.000000	1.6339e-004	
56800.000000	1.6128e-004	
56900.000000	1.6954e-004	
57000.000000	1.5788e-004	
57100.000000	1.6229e-004	
57200.000000	1.6301e-004	
57300.000000	1.5750e-004	
57400.000000	1.6229e-004	
57500.000000	1.6614e-004	
57600.000000	1.5660e-004	
57700.000000	1.6403e-004	
57800.000000	1.6622e-004	
57900.000000	1.6154e-004	
58000.000000	1.6818e-004	
58100.000000	1.6943e-004	
58200.000000	1.6509e-004	
58300.000000	1.7075e-004	
58400.000000	1.6758e-004	
58500.000000	1.6082e-004	
58600.000000	1.7358e-004	
58700.000000	1.6803e-004	
58800.000000	1.6124e-004	
58900.000000	1.7505e-004	
59000.000000	1.7211e-004	
59100.000000	1.6305e-004	
59200.000000	1.6939e-004	
59300.000000	1.6633e-004	
59400.000000	1.6407e-004	
59500.000000	1.7290e-004	
59600.000000	1.6656e-004	
59700.000000	1.5769e-004	
59800.000000	1.6263e-004	
59900.000000	1.6879e-004	
60000.000000	1.6297e-004	
60100.000000	1.6173e-004	
60200.000000	1.6426e-004	
60300.000000	1.5550e-004	
60400.000000	1.6158e-004	
60500.000000	1.7098e-004	
60600.000000	1.6275e-004	
60700.000000	1.6339e-004	
60800.000000	1.6947e-004	
60900.000000	1.6713e-004	
61000.000000	1.6686e-004	
61100.000000	1.7166e-004	
61200.000000	1.6331e-004	
61300.000000	1.6226e-004	
61400.000000	1.6920e-004	
61500.000000	1.7264e-004	
61600.000000	1.5965e-004	
61700.000000	1.6494e-004	
61800.000000	1.6648e-004	
61900.000000	1.5739e-004	
62000.000000	1.6037e-004	
62100.000000	1.6958e-004	
62200.000000	1.5833e-004	
62300.000000	1.5935e-004	
62400.000000	1.6875e-004	
62500.000000	1.6977e-004	
62600.000000	1.6475e-004	
62700.000000	1.6641e-004	
62800.000000	1.6452e-004	
62900.000000	1.6207e-004	
63000.000000	1.6565e-004	
63100.000000	1.6943e-004	
63200.000000	1.6097e-004	
63300.000000	1.6022e-004	
63400.000000	1.6799e-004	
63500.000000	1.6245e-004	
63600.000000	1.6324e-004	
63700.000000	1.7147e-004	
63800.000000	1.6667e-004	
63900.000000	1.6135e-004	
64000.000000	1.5543e-004	
64100.000000	1.6343e-004	
64200.000000	1.5614e-004	
64300.000000	1.6328e-004	
64400.000000	1.6969e-004	
64500.000000	1.6845e-004	
64600.000000	1.5701e-004	
64700.000000	1.5924e-004	
64800.000000	1.6713e-004	
64900.000000	1.6554e-004	
65000.000000	1.6486e-004	
65100.000000	1.7264e-004	
65200.000000	1.5316e-004	
65300.000000	1.6048e-004	
65400.000000	1.5939e-004	
65500.000000	1.6697e-004	
65600.000000	1.6146e-004	
65700.000000	1.6256e-004	
65800.000000	1.6709e-004	
65900.000000	1.6482e-004	
66000.000000	1.6150e-004	
66100.000000	1.6588e-004	
66200.000000	1.6765e-004	
66300.000000	1.6486e-004	
66400.000000	1.5675e-004	
66500.000000	1.6331e-004	
66600.000000	1.6924e-004	
66700.000000	1.6029e-004	
66800.000000	1.5712e-004	
66900.000000	1.6845e-004	
67000.000000	1.6599e-004	
67100.000000	1.6196e-004	
67200.000000	1.6282e-004	
67300.000000	1.6750e-004	
67400.000000	1.6252e-004	
67500.000000	1.6014e-004	
67600.000000	1.6414e-004	
67700.000000	1.6781e-004	
67800.000000	1.6599e-004	
67900.000000	1.6045e-004	
68000.000000	1.6822e-004	
68100.000000	1.6735e-004	
68200.000000	1.6313e-004	
68300.000000	1.6237e-004	
68400.000000	1.7011e-004	
68500.000000	1.6520e-004	
68600.000000	1.6177e-004	
68700.000000	1.6022e-004	
68800.000000	1.6241e-004	
68900.000000	1.6833e-004	
69000.000000	1.6679e-004	
69100.000000	1.5754e-004	
69200.000000	1.6365e-004	
69300.000000	1.7260e-004	
69400.000000	1.6362e-004	
69500.000000	1.5701e-004	
69600.000000	1.6282e-004	
69700.000000	1.7098e-004	
69800.000000	1.6871e-004	
69900.000000	1.5939e-004	
70000.000000	1.6588e-004	
70100.000000	1.6614e-004	
70200.000000	1.6701e-004	
70300.000000	1.6818e-004	
70400.000000	1.6128e-004	
70500.000000	1.6041e-004	
70600.000000	1.7222e-004	
70700.000000	1.6754e-004	
70800.000000	1.5633e-004	
70900.000000	1.6056e-004	
71000.000000	1.6516e-004	
71100.000000	1.6380e-004	
71200.000000	1.6422e-004	
71300.000000	1.5735e-004	
71400.000000	1.5943e-004	
71500.000000	1.6641e-004	
71600.000000	1.6796e-004	
71700.000000	1.5833e-004	
71800.000000	1.5716e-004	
71900.000000	1.6833e-004	
72000.000000	1.6577e-004	
72100.000000	1.6562e-004	
72200.000000	1.5773e-004	
72300.000000	1.5954e-004	
72400.000000	1.6837e-004	
72500.000000	1.6864e-004	
72600.000000	1.5867e-004	
72700.000000	1.6131e-004	
72800.000000	1.6856e-004	
72900.000000	1.7041e-004	
73000.000000	1.6603e-004	
73100.000000	1.6218e-004	
73200.000000	1.6482e-004	
73300.000000	1.7769e-004	
73400.000000	1.6981e-004	
73500.000000	1.6139e-004	
73600.000000	1.6282e-004	
73700.000000	1.6648e-004	
73800.000000	1.6792e-004	
73900.000000	1.6731e-004	
74000.000000	1.5154e-004	
74100.000000	1.6237e-004	
74200.000000	1.6539e-004	
74300.000000	1.6448e-004	
74400.000000	1.6169e-004	
74500.000000	1.6154e-004	
74600.000000	1.5829e-004	
74700.000000	1.6633e-004	
74800.000000	1.6192e-004	
74900.000000	1.5999e-004	
75000.000000	1.6071e-004	
75100.000000	1.6467e-004	
75200.000000	1.7452e-004	
75300.000000	1.6660e-004	
75400.000000	1.6611e-004	
75500.000000	1.5754e-004	
75600.000000	1.6022e-004	
75700.000000	1.7324e-004	
75800.000000	1.6784e-004	
75900.000000	1.6313e-004	
76000.000000	1.5958e-004	
76100.000000	1.6377e-004	
76200.000000	1.6750e-004	
76300.000000	1.6252e-004	
76400.000000	1.6528e-004	
76500.000000	1.6045e-004	
76600.000000	1.6441e-004	
76700.000000	1.6694e-004	
76800.000000	1.6596e-004	
76900.000000	1.6837e-004	
77000.000000	1.5694e-004	
77100.000000	1.5909e-004	
77200.000000	1.6128e-004	
77300.000000	1.6603e-004	
77400.000000	1.6482e-004	
77500.000000	1.5765e-004	
77600.000000	1.5592e-004	
77700.000000	1.6071e-004	
77800.000000	1.6373e-004	
77900.000000	1.6807e-004	
78000.000000	1.6505e-004	
78100.000000	1.5765e-004	
78200.000000	1.6067e-004	
78300.000000	1.5826e-004	
78400.000000	1.6830e-004	
78500.000000	1.6501e-004	
78600.000000	1.6505e-004	
78700.000000	1.5444e-004	
78800.000000	1.6196e-004	
78900.000000	1.6346e-004	
79000.000000	1.6652e-004	
79100.000000	1.6520e-004	
79200.000000	1.6131e-004	
79300.000000	1.6656e-004	
79400.000000	1.5471e-004	
79500.000000	1.6162e-004	
79600.000000	1.6482e-004	
79700.000000	1.6494e-004	
79800.000000	1.5905e-004	
79900.000000	1.6392e-004	
80000.000000	1.5331e-004	
80100.000000	1.5931e-004	
80200.000000	1.5826e-004	
80300.000000	1.6637e-004	
80400.000000	1.6735e-004	
80500.000000	1.6731e-004	
80600.000000	1.6448e-004	
80700.000000	1.5275e-004	
80800.000000	1.5988e-004	
80900.000000	1.6263e-004	
81000.000000	1.6848e-004	
81100.000000	1.6607e-004	
81200.000000	1.6833e-004	
81300.000000	1.6977e-004	
81400.000000	1.5871e-004	
81500.000000	1.5905e-004	
81600.000000	1.6263e-004	
81700.000000	1.6924e-004	
81800.000000	1.7135e-004	
81900.000000	1.6935e-004	
82000.000000	1.6814e-004	
82100.000000	1.5992e-004	
82200.000000	1.5746e-004	
82300.000000	1.6218e-004	
82400.000000	1.5988e-004	
82500.000000	1.7037e-004	
82600.000000	1.6864e-004	
82700.000000	1.6316e-004	
82800.000000	1.6539e-004	
82900.000000	1.5761e-004	
83000.000000	1.5777e-004	
83100.000000	1.6769e-004	
83200.000000	1.6143e-004	
83300.000000	1.6928e-004	
83400.000000	1.6924e-004	
83500.000000	1.6550e-004	
83600.000000	1.6701e-004	
83700.000000	1.6211e-004	
83800.000000	1.6011e-004	
83900.000000	1.6218e-004	
84000.000000	1.6048e-004	
84100.000000	1.5860e-004	
84200.000000	1.6814e-004	
84300.000000	1.6965e-004	
84400.000000	1.6309e-004	
84500.000000	1.6418e-004	
84600.000000	1.6531e-004	
84700.000000	1.6143e-004	
84800.000000	1.6418e-004	
84900.000000	1.6531e-004	
85000.000000	1.6109e-004	
85100.000000	1.6365e-004	
85200.000000	1.6939e-004	
85300.000000	1.7007e-004	
85400.000000	1.6592e-004	
85500.000000	1.6565e-004	
85600.000000	1.6920e-004	
85700.000000	1.6452e-004	
85800.000000	1.5818e-004	
85900.000000	1.5924e-004	
86000.000000	1.6388e-004	
86100.000000	1.6105e-004	
86200.000000	1.6358e-004	
86300.000000	1.6716e-004	
86400.000000	1.6290e-004	
86500.000000	1.6335e-004	
86600.000000	1.6196e-004	
86700.000000	1.6014e-004	
86800.000000	1.5448e-004	
86900.000000	1.5803e-004	
87000.000000	1.6331e-004	
87100.000000	1.6222e-004	
87200.000000	1.6169e-004	
87300.000000	1.6535e-004	
87400.000000	1.7037e-004	
87500.000000	1.6694e-004	
87600.000000	1.6052e-004	
87700.000000	1.6645e-004	
87800.000000	1.6052e-004	
87900.000000	1.5410e-004	
88000.000000	1.5878e-004	
88100.000000	1.6184e-004	
88200.000000	1.5920e-004	
88300.000000	1.6097e-004	
88400.000000	1.6531e-004	
88500.000000	1.7181e-004	
88600.000000	1.6709e-004	
88700.000000	1.6407e-004	
88800.000000	1.6448e-004	
88900.000000	1.6384e-004	
89000.000000	1.6377e-004	
89100.000000	1.5784e-004	
89200.000000	1.5222e-004	
89300.000000	1.5826e-004	
89400.000000	1.6641e-004	
89500.000000	1.6377e-004	
89600.000000	1.6188e-004	
89700.000000	1.6380e-004	
89800.000000	1.5999e-004	
89900.000000	1.6256e-004	
90000.000000	1.6599e-004	
90100.000000	1.6743e-004	
90200.000000	1.6494e-004	
90300.000000	1.6105e-004	
90400.000000	1.6309e-004	
90500.000000	1.6916e-004	
90600.000000	1.6769e-004	
90700.000000	1.6456e-004	
90800.000000	1.6641e-004	
90900.000000	1.6301e-004	
91000.000000	1.5735e-004	
91100.000000	1.5520e-004	
91200.000000	1.5980e-004	
91300.000000	1.6328e-004	
91400.000000	1.5852e-004	
91500.000000	1.5962e-004	
91600.000000	1.5588e-004	
91700.000000	1.6109e-004	
91800.000000	1.6403e-004	
91900.000000	1.6497e-004	
