t,   y,   u
148263.000000,   0.000935,   59.937744,   0.027180
148500.000000,   0.000990,   59.937744,   0.027161
148652.000000,   0.000935,   59.937744,   0.027211
149064.000000,   0.000942,   59.930420,   0.027229
149298.000000,   0.000949,   59.934082,   0.027218
149717.000000,   0.000965,   59.930420,   0.027260
150130.000000,   0.000950,   59.941406,   0.027275
150820.000000,   0.000998,   59.941406,   0.027301
151230.000000,   0.001026,   59.934082,   0.027301
151570.000000,   0.000979,   59.926758,   0.027332
151839.000000,   0.001028,   59.930420,   0.027313
152156.000000,   0.001046,   59.941406,   0.027321
152290.000000,   0.001040,   59.934082,   0.027351
152646.000000,   0.001024,   59.937744,   0.027358
153319.000000,   0.001006,   59.937744,   0.027427
153708.000000,   0.001051,   59.937744,   0.027416
154392.000000,   0.001052,   59.926758,   0.027461
154484.000000,   0.000989,   59.937744,   0.027484
154755.000000,   0.001060,   59.941406,   0.027472
155156.000000,   0.001024,   59.937744,   0.027517
155446.000000,   0.001060,   59.941406,   0.027495
155891.000000,   0.001075,   59.949951,   0.027551
156575.000000,   0.001036,   59.941406,   0.027567
156640.000000,   0.001036,   59.934082,   0.027582
157239.000000,   0.001084,   59.934082,   0.027609
157599.000000,   0.001028,   59.934082,   0.027646
158365.000000,   0.001091,   59.934082,   0.027632
158468.000000,   0.001076,   59.930420,   0.027688
158704.000000,   0.001039,   59.937744,   0.027704
158846.000000,   0.001101,   59.930420,   0.027681
159192.000000,   0.001116,   59.946289,   0.027697
159542.000000,   0.001079,   59.937744,   0.027753
159864.000000,   0.001055,   59.941406,   0.027745
160305.000000,   0.001080,   59.941406,   0.027776
160708.000000,   0.001150,   59.941406,   0.027776
161088.000000,   0.001095,   59.941406,   0.027803
161686.000000,   0.001138,   59.930420,   0.027798
161772.000000,   0.001137,   59.934082,   0.027825
162042.000000,   0.001078,   59.930420,   0.027871
162390.000000,   0.001101,   59.946289,   0.027855
162490.000000,   0.001092,   59.934082,   0.027882
163161.000000,   0.001166,   59.930420,   0.027897
163446.000000,   0.001150,   59.937744,   0.027909
163875.000000,   0.001117,   59.937744,   0.027488
164216.000000,   0.001167,   59.941406,   0.027393
164669.000000,   0.001153,   59.930420,   0.027404
165041.000000,   0.001104,   59.941406,   0.027423
165390.000000,   0.001163,   59.937744,   0.027256
165730.000000,   0.001152,   59.934082,   0.027236
166444.000000,   0.001137,   59.937744,   0.027198
167075.000000,   0.001127,   59.937744,   0.027241
167304.000000,   0.001196,   59.937744,   0.027260
167808.000000,   0.001214,   59.937744,   0.027225
168226.000000,   0.001149,   59.937744,   0.027241
168570.000000,   0.001198,   59.946289,   0.027241
168908.000000,   0.001192,   59.934082,   0.027294
169564.000000,   0.001223,   59.937744,   0.027301
170306.000000,   0.001206,   59.930420,   0.027351
171030.000000,   0.001209,   59.937744,   0.027382
171755.000000,   0.001178,   59.934082,   0.027393
172150.000000,   0.001275,   59.926758,   0.027373
172832.000000,   0.001262,   59.937744,   0.027411
173198.000000,   0.001200,   59.934082,   0.027445
173612.000000,   0.001251,   59.941406,   0.027472
174254.000000,   0.001229,   59.941406,   0.027510
174670.000000,   0.001278,   59.930420,   0.027484
174909.000000,   0.001235,   59.930420,   0.027506
175324.000000,   0.001234,   59.930420,   0.027560
176014.000000,   0.001238,   59.937744,   0.027578
176408.000000,   0.001280,   59.937744,   0.027567
176789.000000,   0.001287,   59.934082,   0.027578
177128.000000,   0.001241,   59.934082,   0.027635
177470.000000,   0.001286,   59.937744,   0.027612
177743.000000,   0.001314,   59.934082,   0.027605
177865.000000,   0.001257,   59.930420,   0.027650
178101.000000,   0.001305,   59.937744,   0.027639
178250.000000,   0.001269,   59.941406,   0.027692
178630.000000,   0.001339,   59.941406,   0.027666
179276.000000,   0.001265,   59.934082,   0.027711
179635.000000,   0.001316,   59.941406,   0.027745
180030.000000,   0.001319,   59.930420,   0.027760
180704.000000,   0.001328,   59.941406,   0.027803
181110.000000,   0.001339,   59.941406,   0.027810
181790.000000,   0.001354,   59.926758,   0.027825
182498.000000,   0.001358,   59.941406,   0.027866
182735.000000,   0.001375,   59.934082,   0.027875
182851.000000,   0.001313,   59.941406,   0.027947
183158.000000,   0.001357,   59.941406,   0.027938
183823.000000,   0.001324,   59.937744,   0.027654
184453.000000,   0.001326,   59.930420,   0.027646
184591.000000,   0.001379,   59.937744,   0.027605
184931.000000,   0.001347,   59.937744,   0.027601
185270.000000,   0.001401,   59.946289,   0.027574
185544.000000,   0.001373,   59.934082,   0.027563
185952.000000,   0.001356,   59.934082,   0.027571
186242.000000,   0.001402,   59.934082,   0.027556
186646.000000,   0.001369,   59.937744,   0.027616
186983.000000,   0.001417,   59.937744,   0.027585
187071.000000,   0.001417,   59.930420,   0.027590
187344.000000,   0.001365,   59.934082,   0.027632
187755.000000,   0.001387,   59.930420,   0.027635
188074.000000,   0.001364,   59.934082,   0.027657
188476.000000,   0.001366,   59.930420,   0.027673
188870.000000,   0.001412,   59.937744,   0.027670
189210.000000,   0.001418,   59.937744,   0.027692
190220.000000,   0.001382,   59.941406,   0.027772
190610.000000,   0.001408,   59.941406,   0.027783
191256.000000,   0.001400,   59.937744,   0.027832
192012.000000,   0.001463,   59.937744,   0.027803
192309.000000,   0.001471,   59.937744,   0.027821
192658.000000,   0.001464,   59.937744,   0.027855
192797.000000,   0.001425,   59.937744,   0.027882
