t,   y,   u
0.000000,   22.964172,   59.752197
223.000000,   22.475891,   59.752197
378.000000,   21.987610,   59.757080
501.000000,   22.689514,   59.764404
662.000000,   22.262268,   59.757080
1133.000000,   22.094421,   59.752197
1466.000000,   22.292786,   59.752197
1723.000000,   21.835022,   59.757080
2046.000000,   22.750549,   59.748535
2296.000000,   22.720032,   59.752197
2624.000000,   22.613220,   59.760742
2972.000000,   23.696594,   59.752197
3200.000000,   23.223572,   59.760742
3502.000000,   24.001770,   59.757080
3759.000000,   23.452454,   59.757080
4100.000000,   23.879700,   59.757080
4382.000000,   24.245911,   59.752197
4641.000000,   24.535828,   59.748535
4958.000000,   24.200134,   59.748535
5293.000000,   24.017029,   59.757080
5532.000000,   24.612122,   59.752197
5822.000000,   24.627380,   59.757080
6061.000000,   24.978333,   59.752197
6328.000000,   25.710754,   59.752197
6623.000000,   24.871521,   59.752197
6884.000000,   25.115662,   59.752197
7193.000000,   24.688416,   59.752197
7450.000000,   25.817566,   59.757080
7780.000000,   25.909119,   59.760742
8065.000000,   25.634460,   59.752197
8337.000000,   26.031189,   59.752197
8598.000000,   25.237732,   59.752197
8828.000000,   26.076965,   59.757080
9132.000000,   26.214294,   59.748535
9374.000000,   26.183777,   59.757080
9667.000000,   26.153259,   59.744873
9927.000000,   26.549988,   59.757080
10244.000000,   27.099304,   59.752197
10533.000000,   27.267151,   59.760742
10846.000000,   27.068787,   59.744873
11104.000000,   27.053528,   59.748535
11417.000000,   26.977234,   59.757080
11726.000000,   27.862244,   59.748535
11985.000000,   27.953796,   59.744873
12344.000000,   27.236633,   59.757080
12549.000000,   27.526550,   59.748535
12879.000000,   27.358704,   59.757080
13191.000000,   28.091125,   59.757080
13475.000000,   27.602844,   59.757080
13812.000000,   28.152161,   59.741211
14100.000000,   27.709656,   59.748535
14387.000000,   28.167419,   59.760742
14673.000000,   27.892761,   59.757080
14988.000000,   27.694397,   59.760742
15247.000000,   28.930359,   59.752197
15579.000000,   27.953796,   59.752197
15892.000000,   28.991394,   59.744873
16171.000000,   28.640442,   59.752197
16498.000000,   28.579407,   59.752197
16820.000000,   29.327087,   59.764404
17076.000000,   29.769592,   59.744873
17387.000000,   28.747253,   59.757080
17706.000000,   28.991394,   59.748535
17962.000000,   29.388123,   59.760742
18250.000000,   29.388123,   59.752197
18610.000000,   29.372864,   59.757080
18841.000000,   29.830627,   59.741211
19154.000000,   29.525452,   59.752197
19485.000000,   29.937439,   59.748535
19743.000000,   29.479675,   59.752197
20064.000000,   30.181580,   59.748535
20350.000000,   29.403381,   59.757080
20631.000000,   30.456238,   59.757080
20940.000000,   29.922180,   59.744873
21239.000000,   30.105286,   59.752197
21448.000000,   29.861145,   59.757080
21964.000000,   30.761414,   59.752197
22296.000000,   30.425720,   59.757080
22796.000000,   30.898743,   59.757080
22864.000000,   30.364685,   59.752197
23194.000000,   30.303650,   59.748535
23428.000000,   30.990295,   59.752197
23745.000000,   30.685120,   59.752197
24047.000000,   31.493835,   59.752197
24289.000000,   31.356506,   59.752197
24599.000000,   31.158142,   59.752197
24854.000000,   31.692200,   59.752197
25157.000000,   31.692200,   59.748535
25467.000000,   31.264954,   59.748535
25734.000000,   32.485657,   59.748535
26021.000000,   31.524353,   59.757080
26351.000000,   31.829529,   59.748535
26589.000000,   31.814270,   59.752197
26919.000000,   32.439880,   59.748535
27428.000000,   31.737976,   59.760742
27787.000000,   32.867126,   59.757080
28057.000000,   32.317810,   59.752197
28386.000000,   32.348328,   59.760742
28659.000000,   33.111267,   59.748535
28916.000000,   32.409363,   59.752197
29203.000000,   33.172302,   59.744873
29488.000000,   33.538513,   59.748535
29801.000000,   32.485657,   5.351562
30117.000000,   33.660583,   -0.026855
30922.000000,   33.813171,   -0.037842
31148.000000,   33.599548,   -0.030518
31464.000000,   33.019714,   -0.034180
31748.000000,   32.638245,   -0.030518
32038.000000,   33.828430,   -0.037842
32308.000000,   33.004456,   -0.034180
32566.000000,   33.584290,   -0.019531
32813.000000,   33.096008,   -0.037842
33125.000000,   32.485657,   -0.030518
33699.000000,   32.836609,   -0.037842
33759.000000,   32.180481,   -0.030518
34034.000000,   32.394104,   -0.034180
34314.000000,   32.348328,   -0.042725
34622.000000,   32.638245,   -0.030518
34939.000000,   32.836609,   -0.037842
35193.000000,   32.485657,   -0.026855
35522.000000,   31.905823,   -0.037842
35802.000000,   32.546692,   -0.030518
36089.000000,   32.546692,   -0.034180
36612.000000,   32.684021,   -0.026855
36913.000000,   32.043152,   -0.034180
37227.000000,   31.753235,   -0.034180
37575.000000,   31.417542,   -0.034180
37809.000000,   31.539612,   -0.042725
38096.000000,   31.280212,   -0.034180
38328.000000,   31.356506,   -0.037842
38644.000000,   32.134705,   -0.030518
39208.000000,   31.890564,   -0.042725
39540.000000,   31.829529,   -0.034180
39855.000000,   30.898743,   -0.034180
40126.000000,   31.722717,   -0.034180
40417.000000,   31.768494,   -0.030518
40683.000000,   31.371765,   -0.034180
40975.000000,   31.631165,   -0.034180
41292.000000,   31.982117,   -0.034180
41585.000000,   31.234436,   -0.030518
41886.000000,   31.615906,   -0.034180
42151.000000,   31.722717,   -0.023193
42415.000000,   31.234436,   -0.034180
42739.000000,   30.715637,   -0.023193
43053.000000,   30.944519,   -0.042725
43328.000000,   31.417542,   -0.030518
43643.000000,   31.295471,   -0.042725
43923.000000,   31.371765,   -0.026855
44197.000000,   31.402283,   -0.037842
44516.000000,   30.929260,   -0.034180
44748.000000,   31.585388,   -0.037842
45035.000000,   30.471497,   -0.034180
45344.000000,   30.517273,   -0.026855
45606.000000,   31.478577,   -0.026855
45923.000000,   30.837708,   -0.030518
46421.000000,   31.371765,   -0.037842
46509.000000,   31.402283,   -0.026855
46838.000000,   31.295471,   -0.030518
47141.000000,   30.791931,   -0.030518
47422.000000,   30.578308,   -0.034180
48138.000000,   31.036072,   -0.037842
48342.000000,   31.081848,   -0.026855
48604.000000,   31.036072,   -0.030518
48921.000000,   30.852966,   -0.030518
49179.000000,   31.081848,   -0.034180
49462.000000,   30.334167,   -0.037842
50002.000000,   30.456238,   59.748535
50248.000000,   30.059509,   59.748535
50543.000000,   31.295471,   59.760742
50894.000000,   30.669861,   59.760742
51141.000000,   30.578308,   59.744873
51411.000000,   30.624084,   59.752197
51735.000000,   31.402283,   59.757080
52036.000000,   31.158142,   59.744873
52268.000000,   31.631165,   59.748535
52788.000000,   31.615906,   59.757080
52866.000000,   31.478577,   59.757080
53199.000000,   31.936340,   59.752197
53424.000000,   31.799011,   59.752197
53761.000000,   31.921082,   59.744873
54043.000000,   32.149963,   59.757080
54339.000000,   31.829529,   59.744873
54656.000000,   32.210999,   59.752197
54932.000000,   32.439880,   59.748535
55203.000000,   32.836609,   59.757080
55464.000000,   32.806091,   59.752197
55973.000000,   33.096008,   59.744873
56394.000000,   32.806091,   59.757080
56634.000000,   33.157043,   59.760742
56869.000000,   32.806091,   59.752197
57192.000000,   33.782654,   59.760742
57470.000000,   33.736877,   59.748535
57780.000000,   33.981018,   59.752197
58102.000000,   34.515076,   59.748535
58386.000000,   34.270935,   59.748535
58716.000000,   33.507996,   59.752197
59001.000000,   35.018616,   59.757080
59257.000000,   34.942322,   59.757080
59602.000000,   35.247498,   59.757080
59882.000000,   34.774475,   1.697998
60133.000000,   35.445862,   -0.034180
60460.000000,   35.430603,   -0.030518
60936.000000,   35.201721,   -0.026855
61251.000000,   35.613708,   -0.030518
61511.000000,   34.728699,   -0.034180
61849.000000,   35.140686,   -0.034180
62127.000000,   35.583191,   -0.026855
62372.000000,   34.652405,   -0.030518
62707.000000,   35.567932,   -0.037842
62950.000000,   35.079651,   -0.030518
63239.000000,   35.354309,   -0.026855
63575.000000,   35.293274,   -0.042725
64370.000000,   34.774475,   -0.034180
64424.000000,   34.316711,   -0.034180
64666.000000,   34.499817,   -0.030518
64953.000000,   34.255676,   -0.037842
65186.000000,   34.316711,   -0.030518
65476.000000,   34.026794,   -0.037842
65705.000000,   34.637146,   -0.034180
65993.000000,   34.499817,   -0.030518
66227.000000,   34.774475,   -0.026855
66551.000000,   33.828430,   -0.034180
66825.000000,   34.866028,   -0.037842
67154.000000,   34.545593,   -0.030518
67957.000000,   34.652405,   -0.034180
68029.000000,   34.560852,   -0.030518
68291.000000,   33.813171,   -0.034180
68604.000000,   34.682922,   -0.046387
68917.000000,   33.889465,   -0.034180
69250.000000,   33.889465,   -0.030518
69577.000000,   34.499817,   -0.037842
69768.000000,   33.507996,   59.757080
70052.000000,   34.087830,   59.757080
70310.000000,   33.462219,   59.752197
70674.000000,   34.270935,   59.760742
70913.000000,   33.263855,   59.760742
71172.000000,   33.538513,   59.760742
71502.000000,   33.324890,   59.752197
71752.000000,   33.996277,   59.748535
72038.000000,   33.736877,   59.757080
72354.000000,   34.499817,   59.757080
72647.000000,   34.118347,   59.748535
72936.000000,   35.110168,   59.748535
73197.000000,   34.484558,   59.744873
73494.000000,   34.743958,   59.760742
73748.000000,   35.445862,   59.757080
74026.000000,   34.835510,   59.748535
74509.000000,   35.964661,   59.748535
74826.000000,   35.079651,   59.748535
75134.000000,   35.171204,   59.748535
75416.000000,   35.766296,   59.748535
75609.000000,   36.040955,   59.744873
75848.000000,   36.285095,   59.757080
76133.000000,   36.224060,   59.744873
76367.000000,   35.369568,   59.757080
76663.000000,   35.995178,   59.752197
76889.000000,   36.666565,   59.748535
77196.000000,   36.117249,   59.752197
77438.000000,   36.407166,   59.757080
77778.000000,   36.742859,   59.744873
78054.000000,   37.276917,   59.757080
78344.000000,   37.475281,   59.757080
78637.000000,   36.712341,   59.752197
78923.000000,   37.307434,   59.752197
79188.000000,   37.353210,   59.752197
79407.000000,   37.063293,   59.760742
79690.000000,   37.124329,   59.744873
79975.000000,   37.368469,   59.752197
80286.000000,   37.398987,   59.752197
80601.000000,   37.658386,   59.752197
80857.000000,   37.856750,   59.760742
81195.000000,   37.521057,   59.757080
81482.000000,   38.085632,   59.748535
81741.000000,   38.329773,   59.757080
82064.000000,   38.375549,   59.748535
82399.000000,   38.818054,   59.752197
82641.000000,   39.123230,   59.744873
82966.000000,   38.970642,   59.748535
83266.000000,   38.482361,   59.757080
83524.000000,   39.046936,   59.757080
83856.000000,   38.894348,   59.757080
84098.000000,   39.062195,   59.752197
84373.000000,   39.718323,   59.757080
84666.000000,   39.565735,   59.748535
84959.000000,   39.169006,   59.748535
85245.000000,   39.046936,   59.744873
85527.000000,   40.008240,   59.757080
85786.000000,   39.306335,   59.752197
86120.000000,   39.519958,   59.760742
86356.000000,   39.397888,   59.748535
