t,   y,   u
83841.000000,   30.044250,   59.768066
84074.000000,   30.914001,   59.764404
84384.000000,   30.273132,   59.760742
84879.000000,   30.669861,   59.771729
85163.000000,   30.730896,   59.760742
85448.000000,   31.005554,   59.764404
85778.000000,   31.448059,   59.757080
86066.000000,   31.020813,   59.764404
86363.000000,   32.058411,   59.764404
86648.000000,   31.020813,   59.768066
86969.000000,   31.768494,   59.760742
87241.000000,   32.363586,   59.764404
87552.000000,   32.134705,   59.757080
87836.000000,   32.455139,   59.760742
88162.000000,   32.790833,   59.760742
88409.000000,   32.424622,   59.760742
88749.000000,   32.836609,   59.764404
88998.000000,   32.745056,   59.760742
89355.000000,   33.187561,   59.757080
89589.000000,   33.385925,   59.768066
89891.000000,   33.248596,   0.260010
90176.000000,   33.340149,   -0.053711
90484.000000,   32.882385,   -0.037842
90820.000000,   33.584290,   -0.030518
91130.000000,   33.553772,   -0.034180
91391.000000,   32.897644,   -0.026855
91720.000000,   33.752136,   -0.030518
92040.000000,   33.233337,   -0.034180
92294.000000,   33.218079,   -0.034180
92606.000000,   33.355408,   -0.034180
92937.000000,   33.660583,   -0.026855
93197.000000,   33.614807,   -0.034180
93526.000000,   32.287292,   -0.023193
93786.000000,   33.355408,   -0.026855
94108.000000,   33.492737,   -0.026855
94441.000000,   33.096008,   -0.030518
94698.000000,   32.531433,   -0.019531
95024.000000,   32.485657,   -0.034180
95270.000000,   32.607727,   -0.034180
95602.000000,   32.577209,   -0.030518
95919.000000,   32.684021,   -0.042725
96199.000000,   32.912903,   -0.030518
96558.000000,   32.043152,   -0.026855
96785.000000,   32.897644,   -0.034180
97110.000000,   32.943420,   -0.037842
97411.000000,   32.027893,   -0.026855
97678.000000,   31.905823,   -0.023193
98001.000000,   32.241516,   -0.026855
98312.000000,   31.722717,   -0.030518
98601.000000,   32.119446,   -0.026855
98921.000000,   31.860046,   -0.023193
99172.000000,   31.692200,   -0.030518
99505.000000,   31.448059,   -0.030518
99812.000000,   31.753235,   59.768066
100103.000000,   31.783752,   59.768066
100384.000000,   32.439880,   59.764404
100642.000000,   32.226257,   59.768066
101158.000000,   32.043152,   59.768066
101341.000000,   32.531433,   59.757080
101983.000000,   32.302551,   59.760742
102340.000000,   32.653503,   59.768066
102715.000000,   31.982117,   59.764404
103041.000000,   32.546692,   59.757080
103655.000000,   33.096008,   59.760742
103951.000000,   32.684021,   59.768066
104204.000000,   33.126526,   59.757080
104474.000000,   33.965759,   59.760742
104747.000000,   33.401184,   59.752197
105178.000000,   33.080750,   59.757080
105358.000000,   33.843689,   59.752197
105802.000000,   33.721619,   59.757080
106173.000000,   33.858948,   59.757080
106435.000000,   34.118347,   59.760742
106852.000000,   34.499817,   59.760742
107517.000000,   34.148865,   59.768066
107935.000000,   34.499817,   59.757080
108578.000000,   35.384827,   59.760742
108919.000000,   34.682922,   59.768066
109301.000000,   35.964661,   59.768066
109702.000000,   36.071472,   59.757080
110019.000000,   35.308533,   -0.012207
110660.000000,   35.964661,   -0.030518
110964.000000,   36.391907,   -0.034180
111214.000000,   36.178284,   -0.023193
111396.000000,   36.025696,   -0.030518
111624.000000,   36.422424,   -0.023193
111780.000000,   36.056213,   -0.034180
112111.000000,   36.605530,   -0.034180
112724.000000,   36.346130,   -0.023193
113423.000000,   36.025696,   -0.026855
113791.000000,   35.476379,   -0.026855
114042.000000,   35.644226,   -0.034180
114422.000000,   36.147766,   -0.030518
115035.000000,   35.751038,   -0.037842
115329.000000,   35.461121,   -0.026855
115741.000000,   35.628967,   -0.030518
116216.000000,   35.278015,   -0.019531
116705.000000,   35.644226,   -0.034180
117016.000000,   34.576111,   -0.034180
117412.000000,   35.201721,   -0.030518
117800.000000,   34.850769,   -0.026855
118503.000000,   35.400085,   -0.037842
119137.000000,   34.515076,   -0.034180
119412.000000,   34.103088,   -0.034180
119843.000000,   34.423523,   -0.023193
120453.000000,   34.713440,   -0.034180
120859.000000,   34.118347,   -0.034180
121086.000000,   34.026794,   -0.026855
121385.000000,   34.545593,   -0.030518
121599.000000,   35.155945,   -0.034180
121830.000000,   34.148865,   -0.030518
122220.000000,   34.606628,   -0.026855
122616.000000,   34.621887,   -0.030518
123304.000000,   33.874207,   -0.030518
123811.000000,   34.103088,   -0.037842
123982.000000,   34.286194,   -0.034180
124209.000000,   34.377747,   -0.030518
124642.000000,   33.919983,   -0.034180
125265.000000,   34.194641,   -0.023193
125621.000000,   34.225159,   -0.026855
126254.000000,   34.316711,   -0.030518
126498.000000,   33.981018,   -0.030518
126676.000000,   33.706360,   -0.034180
126915.000000,   34.209900,   -0.034180
127631.000000,   33.599548,   -0.037842
128019.000000,   34.408264,   -0.030518
128443.000000,   34.530334,   -0.026855
128760.000000,   33.782654,   -0.026855
129148.000000,   34.667664,   -0.030518
129502.000000,   33.645325,   -0.030518
130132.000000,   33.843689,   59.760742
130800.000000,   34.484558,   59.760742
131542.000000,   34.454041,   59.757080
131746.000000,   34.209900,   59.764404
132224.000000,   34.743958,   59.768066
132582.000000,   35.033875,   59.757080
132914.000000,   35.339050,   59.757080
133298.000000,   34.316711,   59.768066
133465.000000,   34.927063,   59.757080
133918.000000,   35.216980,   59.757080
134244.000000,   35.476379,   59.760742
134942.000000,   35.827332,   59.760742
135146.000000,   36.437683,   59.757080
135624.000000,   36.544495,   59.760742
135982.000000,   36.269836,   59.768066
136245.000000,   36.559753,   59.760742
136660.000000,   37.078552,   59.764404
136825.000000,   37.048035,   59.757080
137278.000000,   37.368469,   59.757080
137605.000000,   37.246399,   59.760742
138084.000000,   37.658386,   59.760742
138420.000000,   37.978821,   59.764404
139040.000000,   37.704163,   59.764404
139677.000000,   38.268738,   49.721680
140177.000000,   37.994080,   -0.037842
140382.000000,   38.665466,   -0.034180
140663.000000,   38.787537,   -0.023193
141323.000000,   38.222961,   -0.026855
141586.000000,   38.161926,   -0.026855
141740.000000,   37.856750,   -0.030518
142359.000000,   38.772278,   -0.042725
142662.000000,   38.650208,   -0.026855
143074.000000,   37.933044,   -0.019531
143404.000000,   38.314514,   -0.034180
143782.000000,   38.619690,   -0.034180
144011.000000,   38.024597,   -0.034180
144453.000000,   37.872009,   -0.034180
145122.000000,   37.643127,   -0.030518
145501.000000,   38.055115,   -0.030518
146122.000000,   37.765198,   -0.037842
146500.000000,   37.170105,   -0.030518
147144.000000,   37.460022,   -0.030518
147427.000000,   37.872009,   -0.030518
147820.000000,   37.276917,   -0.030518
148522.000000,   37.490540,   -0.034180
149184.000000,   37.261658,   -0.034180
149466.000000,   37.353210,   -0.046387
149791.000000,   37.673645,   -0.030518
149921.000000,   37.231140,   -0.034180
150485.000000,   36.803894,   -0.026855
150870.000000,   37.444763,   -0.030518
151457.000000,   36.513977,   -0.030518
151756.000000,   37.292175,   -0.034180
151892.000000,   37.597351,   -0.037842
152155.000000,   37.139587,   -0.026855
152505.000000,   37.215881,   -0.037842
152744.000000,   37.551575,   -0.034180
153244.000000,   36.788635,   -0.023193
153526.000000,   37.170105,   -0.026855
153922.000000,   37.139587,   -0.030518
154622.000000,   37.154846,   -0.030518
154983.000000,   36.895447,   -0.026855
155581.000000,   36.193542,   -0.034180
155786.000000,   36.193542,   -0.030518
156264.000000,   36.819153,   -0.034180
156573.000000,   36.864929,   -0.030518
156961.000000,   37.048035,   -0.026855
157343.000000,   37.154846,   -0.034180
157702.000000,   35.964661,   -0.030518
158265.000000,   36.330872,   -0.034180
158708.000000,   36.987000,   -0.015869
159042.000000,   36.819153,   -0.034180
159684.000000,   36.513977,   -0.030518
160034.000000,   35.995178,   -0.030518
160514.000000,   36.773376,   -0.034180
160926.000000,   36.132507,   -0.034180
161566.000000,   36.864929,   -0.037842
161960.000000,   36.971741,   -0.026855
162528.000000,   35.873108,   -0.034180
163202.000000,   36.040955,   -0.030518
163890.000000,   36.407166,   -0.026855
164381.000000,   36.071472,   -0.034180
164900.000000,   36.391907,   -0.026855
165374.000000,   36.285095,   -0.026855
165787.000000,   36.513977,   -0.030518
166443.000000,   36.224060,   -0.034180
166820.000000,   36.803894,   -0.030518
167100.000000,   36.163025,   -0.034180
167560.000000,   36.620789,   -0.034180
168130.000000,   36.040955,   -0.026855
168561.000000,   36.758118,   -0.026855
168786.000000,   35.796814,   -0.034180
169185.000000,   36.773376,   -0.030518
169880.000000,   36.071472,   -0.042725
170078.000000,   36.407166,   -0.030518
170525.000000,   35.857849,   -0.042725
170897.000000,   35.995178,   -0.019531
171262.000000,   36.498718,   -0.023193
171568.000000,   36.147766,   -0.030518
171936.000000,   35.812073,   -0.026855
172265.000000,   36.101990,   -0.026855
172719.000000,   35.781555,   -0.034180
173354.000000,   36.895447,   -0.034180
173560.000000,   36.636047,   -0.034180
174005.000000,   36.575012,   -0.026855
174988.000000,   35.949402,   -0.037842
175298.000000,   36.468201,   -0.034180
175382.000000,   36.071472,   -0.034180
175946.000000,   36.544495,   -0.034180
176342.000000,   36.346130,   -0.030518
176942.000000,   35.903625,   -0.026855
177499.000000,   35.781555,   -0.026855
177927.000000,   36.163025,   -0.023193
178319.000000,   36.071472,   -0.037842
178680.000000,   35.903625,   -0.030518
179065.000000,   36.636047,   -0.030518
179645.000000,   36.071472,   -0.037842
