t,   y,   u
0.000000,   23.696289,   64.733887
438.000000,   23.437500,   64.733887
536.000000,   23.696289,   64.733887
628.000000,   23.513184,   64.726562
888.000000,   23.330078,   64.730225
1148.000000,   24.001465,   64.726562
1464.000000,   24.245605,   64.733887
2038.000000,   24.550781,   64.733887
2325.000000,   24.123535,   64.722900
2592.000000,   24.597168,   64.730225
2828.000000,   25.451660,   64.738770
3064.000000,   25.802002,   64.726562
3351.000000,   25.771484,   64.730225
3589.000000,   25.679932,   64.726562
3922.000000,   25.543213,   64.726562
4210.000000,   26.076660,   64.733887
4504.000000,   25.527344,   64.730225
4796.000000,   26.519775,   64.722900
5059.000000,   26.519775,   64.715576
5379.000000,   26.046143,   64.722900
5665.000000,   26.306152,   64.730225
5982.000000,   26.672363,   64.733887
6297.000000,   27.480469,   64.726562
6553.000000,   27.694092,   64.733887
6867.000000,   27.968750,   64.719238
7196.000000,   27.374268,   64.733887
7453.000000,   27.221680,   64.730225
7734.000000,   27.679443,   64.726562
8046.000000,   28.564453,   64.733887
8307.000000,   28.548584,   64.733887
8622.000000,   28.900146,   64.719238
8884.000000,   28.823242,   64.726562
9217.000000,   28.701172,   64.722900
9536.000000,   28.823242,   64.726562
9794.000000,   28.731689,   64.730225
10109.000000,   29.677734,   64.730225
10443.000000,   29.144287,   64.733887
10703.000000,   28.564453,   64.719238
11020.000000,   29.541016,   64.726562
11279.000000,   30.059814,   64.730225
11611.000000,   30.303955,   64.722900
11924.000000,   30.532227,   64.730225
12182.000000,   29.876709,   64.719238
12514.000000,   29.388428,   64.730225
12826.000000,   30.074463,   64.733887
13066.000000,   29.693604,   64.738770
13396.000000,   30.776367,   64.722900
13654.000000,   30.364990,   64.715576
13914.000000,   31.478271,   64.738770
14250.000000,   31.066895,   64.726562
14484.000000,   31.356201,   64.733887
14770.000000,   31.311035,   64.730225
15003.000000,   31.555176,   64.726562
15296.000000,   31.936035,   64.738770
15528.000000,   31.630859,   64.733887
15788.000000,   31.738281,   64.730225
16104.000000,   31.921387,   64.726562
16423.000000,   32.149658,   64.738770
16998.000000,   31.463623,   64.733887
17283.000000,   32.393799,   64.726562
17543.000000,   32.104492,   64.742432
17860.000000,   32.623291,   64.730225
18123.000000,   32.119141,   64.738770
18440.000000,   32.867432,   64.722900
18775.000000,   32.501221,   64.722900
19036.000000,   32.867432,   64.722900
19356.000000,   32.806396,   64.726562
19924.000000,   32.668457,   -0.064697
20246.000000,   33.691406,   -0.019531
20579.000000,   33.614502,   -0.030518
21107.000000,   33.034668,   -0.023193
21418.000000,   33.492432,   -0.023193
21664.000000,   33.675537,   -0.015869
21975.000000,   32.912598,   -0.030518
22225.000000,   33.706055,   -0.015869
22508.000000,   33.156738,   -0.012207
22819.000000,   33.187256,   -0.023193
23066.000000,   33.142090,   -0.026855
23349.000000,   32.836914,   -0.026855
23588.000000,   32.882080,   -0.019531
23898.000000,   32.943115,   -0.015869
24227.000000,   32.607422,   -0.023193
24468.000000,   32.515869,   -0.019531
24754.000000,   31.921387,   -0.015869
25004.000000,   31.921387,   -0.023193
25288.000000,   32.698975,   -0.015869
25617.000000,   32.257080,   -0.019531
25930.000000,   31.860352,   -0.019531
26187.000000,   31.707764,   -0.015869
26501.000000,   31.600342,   -0.030518
26833.000000,   32.470703,   -0.012207
27088.000000,   31.951904,   -0.015869
27401.000000,   32.149658,   -0.023193
27720.000000,   31.433105,   -0.015869
28002.000000,   31.921387,   -0.019531
28319.000000,   31.569824,   -0.026855
28634.000000,   32.119141,   -0.015869
29161.000000,   30.975342,   -0.019531
29497.000000,   31.539307,   -0.026855
29726.000000,   31.158447,   -0.004883
29988.000000,   31.158447,   64.730225
30301.000000,   31.982422,   64.733887
30619.000000,   31.569824,   64.730225
30878.000000,   32.043457,   64.730225
31203.000000,   31.813965,   64.738770
31534.000000,   31.921387,   64.733887
31790.000000,   31.433105,   64.730225
32103.000000,   31.600342,   64.730225
32421.000000,   31.844482,   64.719238
32680.000000,   31.494141,   64.726562
33013.000000,   32.332764,   64.730225
33293.000000,   32.531738,   64.733887
33549.000000,   32.196045,   64.722900
33877.000000,   32.073975,   64.730225
34139.000000,   32.973633,   64.722900
34458.000000,   32.882080,   64.726562
34778.000000,   33.675537,   64.730225
35035.000000,   33.706055,   64.730225
35294.000000,   33.004150,   64.719238
35874.000000,   33.477783,   64.722900
35944.000000,   33.935547,   64.726562
36231.000000,   34.454346,   64.730225
36547.000000,   34.179687,   64.726562
36802.000000,   33.583984,   64.733887
37138.000000,   34.652100,   64.730225
37398.000000,   35.003662,   64.733887
37719.000000,   35.034180,   64.730225
37986.000000,   34.438477,   64.730225
38301.000000,   35.598145,   64.730225
38618.000000,   35.354004,   64.722900
38880.000000,   34.820557,   64.733887
39446.000000,   35.858154,   64.730225
39703.000000,   35.919189,   64.730225
40169.000000,   35.964355,   64.738770
40225.000000,   36.635742,   64.719238
40514.000000,   36.239014,   64.726562
