t,   y,   u
0.000000,   -0.000006,   59.946289,   0.001445
444.000000,   0.000038,   59.934082,   0.002640
552.000000,   0.000004,   59.941406,   0.003645
656.000000,   -0.000004,   59.934082,   0.005682
926.000000,   0.000039,   59.934082,   0.007034
1187.000000,   0.000059,   59.930420,   0.008146
1516.000000,   0.000063,   59.941406,   0.008843
1838.000000,   0.000056,   59.923096,   0.009197
2086.000000,   0.000017,   59.934082,   0.009561
2377.000000,   -0.000006,   59.937744,   0.009796
2628.000000,   0.000029,   59.937744,   0.010050
3141.000000,   0.000006,   59.937744,   0.010475
3464.000000,   0.000017,   59.930420,   0.010695
3748.000000,   0.000077,   59.937744,   0.010842
4004.000000,   0.000043,   59.919434,   0.011067
4349.000000,   0.000038,   59.937744,   0.011184
4612.000000,   0.000032,   59.934082,   0.011335
4904.000000,   0.000060,   59.937744,   0.011450
5177.000000,   0.000106,   59.930420,   0.011560
5430.000000,   0.000049,   59.934082,   0.011670
5695.000000,   0.000074,   59.930420,   0.011749
6014.000000,   0.000071,   59.937744,   0.011882
6355.000000,   0.000067,   59.934082,   0.011962
6614.000000,   0.000136,   59.937744,   0.012023
6934.000000,   0.000080,   59.926758,   0.012102
7193.000000,   0.000123,   59.934082,   0.012163
7511.000000,   0.000095,   59.937744,   0.012266
7852.000000,   0.000172,   59.926758,   0.012277
8114.000000,   0.000163,   59.934082,   0.012352
8436.000000,   0.000142,   59.934082,   0.012413
8697.000000,   0.000182,   59.937744,   0.012458
9035.000000,   0.000154,   59.930420,   0.012535
9358.000000,   0.000123,   59.941406,   0.012577
9608.000000,   0.000133,   59.930420,   0.012588
9900.000000,   0.000126,   59.923096,   0.012683
10190.000000,   0.000139,   59.937744,   0.012744
10512.000000,   0.000147,   59.930420,   0.012762
10804.000000,   0.000211,   59.934082,   0.012831
11406.000000,   0.000224,   59.941406,   0.012854
11692.000000,   0.000218,   59.934082,   0.012865
11953.000000,   0.000231,   59.923096,   0.012919
12290.000000,   0.000177,   59.937744,   0.012975
12551.000000,   0.000239,   59.926758,   0.013032
12844.000000,   0.000185,   59.934082,   0.013025
13164.000000,   0.000238,   59.930420,   0.013115
13768.000000,   0.000205,   59.926758,   0.013149
14086.000000,   0.000208,   59.934082,   0.013229
14688.000000,   0.000279,   59.946289,   0.013218
14976.000000,   0.000234,   59.926758,   0.013282
15227.000000,   0.000267,   59.930420,   0.013279
15576.000000,   0.000290,   59.930420,   0.013309
15868.000000,   0.000223,   59.934082,   0.013385
16130.000000,   0.000226,   59.926758,   0.013416
16450.000000,   0.000270,   59.926758,   0.013416
16792.000000,   0.000298,   59.930420,   0.013480
17054.000000,   0.000281,   59.930420,   0.013484
17378.000000,   0.000313,   59.937744,   0.013506
17700.000000,   0.000311,   59.930420,   0.013522
18044.000000,   0.000325,   59.934082,   0.013556
18316.000000,   0.000253,   59.941406,   0.013628
18640.000000,   0.000312,   59.934082,   0.013635
18904.000000,   0.000316,   59.930420,   0.013646
19251.000000,   0.000268,   59.930420,   0.013677
19513.000000,   0.000278,   59.930420,   0.013680
19810.000000,   0.000271,   12.333984,   0.013916
20072.000000,   0.000298,   -0.037842,   0.012037
20414.000000,   0.000315,   -0.015869,   0.008798
20734.000000,   0.000346,   -0.019531,   0.006506
21054.000000,   0.000345,   -0.023193,   0.004969
21368.000000,   0.000302,   -0.023193,   0.004059
21627.000000,   0.000355,   -0.026855,   0.003281
21912.000000,   0.000295,   -0.026855,   0.002675
22226.000000,   0.000349,   -0.023193,   0.002264
22486.000000,   0.000276,   -0.012207,   0.002018
22769.000000,   0.000343,   -0.019531,   0.001748
23028.000000,   0.000287,   -0.015869,   0.001566
23310.000000,   0.000310,   -0.012207,   0.001373
23646.000000,   0.000334,   -0.023193,   0.001251
23904.000000,   0.000356,   -0.023193,   0.001118
24244.000000,   0.000299,   -0.015869,   0.001046
24535.000000,   0.000339,   -0.030518,   0.001005
24850.000000,   0.000308,   -0.023193,   0.000895
25108.000000,   0.000308,   -0.019531,   0.000864
25421.000000,   0.000324,   -0.019531,   0.000808
25686.000000,   0.000292,   -0.012207,   0.000758
25973.000000,   0.000330,   -0.019531,   0.000706
26230.000000,   0.000328,   -0.034180,   0.000671
26550.000000,   0.000243,   -0.015869,   0.000679
26870.000000,   0.000248,   -0.023193,   0.000641
27128.000000,   0.000319,   -0.023193,   0.000607
27470.000000,   0.000249,   -0.026855,   0.000573
27786.000000,   0.000330,   -0.030518,   0.000474
28437.000000,   0.000280,   -0.015869,   0.000497
28776.000000,   0.000249,   -0.019531,   0.000474
29028.000000,   0.000318,   -0.019531,   0.000436
