ti,   y,   u
121839.000000,   41.442719,   49.785461
121907.000000,   40.953827,   49.785461
122017.000000,   41.747589,   49.774780
122112.000000,   41.610260,   49.790039
122211.000000,   42.251587,   49.777832
122328.000000,   41.945343,   49.782410
122413.000000,   41.365814,   49.777832
122512.000000,   41.488037,   49.785461
122612.000000,   41.960449,   49.777832
122712.000000,   42.007141,   49.785461
122812.000000,   41.243591,   49.785461
122931.000000,   41.228485,   49.790039
123018.000000,   41.472931,   49.785461
123112.000000,   42.022247,   49.782410
123212.000000,   41.655579,   49.777832
123312.000000,   41.685791,   49.785461
123432.000000,   42.129364,   49.774780
123512.000000,   41.747589,   49.782410
123612.000000,   41.442719,   49.782410
123712.000000,   42.404022,   49.774780
123812.000000,   41.960449,   49.785461
123912.000000,   42.419128,   49.785461
124035.000000,   41.685791,   49.777832
124112.000000,   42.204895,   49.782410
124218.000000,   42.419128,   49.790039
124312.000000,   42.251587,   49.774780
124411.000000,   42.114258,   49.785461
124512.000000,   41.823120,   49.782410
124635.000000,   42.616882,   49.774780
124712.000000,   41.777802,   49.782410
124812.000000,   41.945343,   49.770203
124911.000000,   42.114258,   49.774780
125012.000000,   42.647095,   49.785461
125133.000000,   42.342224,   49.777832
125214.000000,   42.631989,   49.777832
125311.000000,   41.976929,   49.782410
125413.000000,   42.906647,   49.790039
125511.000000,   42.723999,   49.785461
125612.000000,   43.043976,   49.790039
125712.000000,   42.464447,   49.777832
125832.000000,   42.983551,   49.782410
125911.000000,   41.808014,   49.777832
126013.000000,   42.586670,   49.785461
126112.000000,   42.082672,   49.782410
126219.000000,   42.861328,   49.785461
126331.000000,   42.434235,   49.785461
126413.000000,   42.327118,   49.782410
126512.000000,   42.876434,   49.782410
126612.000000,   43.258209,   49.774780
126711.000000,   42.876434,   49.785461
126813.000000,   43.273315,   49.774780
126912.000000,   42.938232,   49.785461
127011.000000,   42.571564,   49.782410
127112.000000,   43.212891,   49.782410
127213.000000,   43.013763,   49.782410
127311.000000,   42.816010,   49.785461
127426.000000,   42.953339,   49.785461
127512.000000,   42.906647,   49.777832
127612.000000,   42.678680,   49.774780
127711.000000,   43.318634,   49.777832
127812.000000,   42.891541,   49.777832
127932.000000,   43.273315,   49.782410
128012.000000,   42.846222,   49.777832
128111.000000,   43.196411,   49.785461
128212.000000,   42.831116,   49.782410
128312.000000,   43.624878,   49.777832
128419.000000,   42.953339,   49.774780
128512.000000,   43.243103,   49.790039
128612.000000,   43.105774,   49.785461
128712.000000,   42.571564,   49.785461
128811.000000,   43.639984,   49.774780
128912.000000,   42.479553,   49.782410
129014.000000,   43.777313,   49.785461
129136.000000,   42.601776,   49.774780
129212.000000,   42.739105,   49.793091
129312.000000,   42.693787,   49.785461
129412.000000,   43.655090,   49.774780
129524.000000,   42.708893,   49.782410
129612.000000,   42.906647,   49.790039
129712.000000,   43.075562,   49.782410
129812.000000,   43.395538,   49.777832
129912.000000,   43.258209,   49.777832
130012.000000,   43.043976,   49.777832
130112.000000,   43.959961,   49.782410
130240.000000,   43.563080,   49.785461
130306.000000,   43.227997,   49.785461
130412.000000,   43.212891,   49.774780
130512.000000,   43.807526,   49.785461
130612.000000,   43.990173,   49.790039
130729.000000,   43.807526,   49.777832
130813.000000,   43.867950,   49.782410
130911.000000,   42.983551,   49.782410
131012.000000,   43.365326,   49.785461
131111.000000,   43.028870,   49.782410
131236.000000,   44.082184,   49.790039
131311.000000,   43.075562,   49.777832
131411.000000,   43.730621,   49.782410
131540.000000,   43.105774,   49.777832
131611.000000,   43.547974,   49.785461
131712.000000,   43.166199,   49.790039
131812.000000,   44.082184,   49.774780
131927.000000,   43.487549,   49.790039
132012.000000,   43.212891,   49.785461
132112.000000,   44.204407,   49.782410
132212.000000,   43.655090,   49.777832
132319.000000,   44.020386,   49.777832
132441.000000,   43.227997,   49.777832
132512.000000,   43.578186,   49.782410
132611.000000,   43.578186,   49.782410
132712.000000,   44.234619,   49.782410
132812.000000,   43.929749,   49.777832
132911.000000,   43.867950,   49.777832
133012.000000,   44.264832,   49.785461
133113.000000,   44.097290,   49.777832
133213.000000,   43.685303,   49.782410
133311.000000,   43.227997,   49.785461
133412.000000,   44.601288,   49.782410
133529.000000,   44.311523,   49.782410
133613.000000,   44.311523,   49.777832
133712.000000,   44.219513,   49.782410
133811.000000,   44.311523,   49.774780
133913.000000,   44.082184,   49.785461
134036.000000,   43.959961,   49.785461
134115.000000,   44.279938,   49.777832
134212.000000,   43.837738,   49.777832
134306.000000,   44.142609,   49.782410
134412.000000,   44.204407,   49.782410
134512.000000,   44.249725,   49.785461
134612.000000,   44.005280,   49.782410
134713.000000,   44.371948,   49.782410
134812.000000,   44.264832,   49.777832
134911.000000,   44.432373,   49.774780
135012.000000,   44.189301,   49.790039
135118.000000,   43.883057,   49.782410
135234.000000,   44.646606,   49.782410
135312.000000,   43.990173,   49.785461
135411.000000,   45.043488,   49.782410
135513.000000,   44.814148,   49.782410
135630.000000,   44.127502,   49.790039
135706.000000,   44.234619,   49.777832
135812.000000,   44.112396,   49.793091
135933.000000,   45.150604,   49.782410
136012.000000,   44.768829,   49.774780
136113.000000,   45.150604,   49.782410
136212.000000,   44.204407,   49.782410
136325.000000,   44.753723,   49.782410
136412.000000,   45.410156,   49.790039
136515.000000,   44.860840,   49.785461
136613.000000,   45.165710,   49.793091
136712.000000,   44.387054,   49.777832
136835.000000,   45.073700,   49.785461
136911.000000,   44.341736,   49.777832
137012.000000,   44.082184,   49.793091
137111.000000,   45.440369,   49.785461
137212.000000,   44.981689,   49.785461
137311.000000,   45.287933,   49.777832
137412.000000,   45.150604,   49.785461
137513.000000,   44.311523,   49.774780
137611.000000,   45.745239,   49.777832
137712.000000,   45.073700,   49.785461
137811.000000,   44.768829,   49.774780
137918.000000,   44.554596,   49.782410
138035.000000,   45.440369,   49.774780
138112.000000,   44.631500,   49.782410
138211.000000,   44.936371,   49.777832
138312.000000,   44.966583,   49.790039
138428.000000,   45.058594,   49.785461
138512.000000,   45.287933,   49.782410
138612.000000,   44.799042,   49.782410
138711.000000,   44.311523,   49.777832
138842.000000,   45.272827,   49.782410
138912.000000,   44.891052,   49.790039
139025.000000,   44.891052,   49.782410
139112.000000,   45.455475,   49.790039
139211.000000,   45.500793,   49.777832
139311.000000,   45.668335,   49.777832
139412.000000,   44.402161,   49.782410
139512.000000,   44.799042,   49.782410
139629.000000,   44.524384,   49.782410
139713.000000,   45.699921,   49.774780
139811.000000,   45.547485,   49.770203
139912.000000,   45.028381,   49.777832
140018.000000,   45.318146,   49.782410
140137.000000,   44.799042,   49.785461
140212.000000,   45.470581,   49.777832
140318.000000,   44.616394,   49.782410
140412.000000,   44.738617,   49.785461
140512.000000,   45.088806,   49.785461
140616.000000,   45.485687,   49.782410
140734.000000,   45.699921,   49.777832
140812.000000,   44.860840,   49.777832
140912.000000,   45.303040,   49.785461
141012.000000,   45.393677,   49.782410
141112.000000,   44.661713,   49.774780
141220.000000,   45.942993,   49.785461
141333.000000,   45.577698,   49.785461
141412.000000,   45.638123,   49.782410
141512.000000,   45.668335,   49.777832
141612.000000,   45.135498,   49.782410
141712.000000,   45.852356,   49.777832
141812.000000,   45.058594,   49.785461
141936.000000,   45.805664,   49.785461
142015.000000,   45.318146,   49.782410
142111.000000,   45.455475,   49.774780
142212.000000,   45.715027,   49.785461
142312.000000,   45.577698,   49.785461
142412.000000,   45.715027,   49.785461
142512.000000,   45.485687,   49.785461
142612.000000,   45.180817,   49.777832
142712.000000,   45.715027,   49.782410
142812.000000,   45.668335,   49.767151
142934.000000,   45.577698,   49.777832
143014.000000,   45.790558,   49.785461
143111.000000,   45.912781,   49.782410
143238.000000,   46.035004,   49.793091
143311.000000,   45.440369,   49.774780
143413.000000,   46.096802,   49.782410
143530.000000,   45.500793,   49.777832
143613.000000,   45.790558,   49.777832
143712.000000,   45.989685,   49.782410
143811.000000,   46.050110,   49.774780
143912.000000,   45.531006,   49.790039
144036.000000,   46.294556,   49.774780
144112.000000,   46.264343,   49.774780
144212.000000,   46.736755,   49.785461
144311.000000,   45.393677,   49.777832
144412.000000,   45.805664,   49.785461
144525.000000,   45.959473,   49.785461
144612.000000,   45.760345,   49.785461
144712.000000,   46.217651,   49.785461
144814.000000,   46.431885,   49.785461
144911.000000,   45.942993,   49.785461
145012.000000,   46.539001,   49.782410
145124.000000,   46.523895,   49.782410
145236.000000,   45.837250,   49.782410
145312.000000,   45.760345,   49.777832
145412.000000,   45.822144,   49.777832
145512.000000,   46.035004,   49.782410
145612.000000,   46.127014,   49.782410
145712.000000,   46.217651,   49.782410
145811.000000,   46.217651,   49.770203
145912.000000,   45.989685,   49.790039
146012.000000,   46.386566,   49.785461
146112.000000,   46.599426,   49.785461
146212.000000,   45.699921,   49.782410
146334.000000,   47.041626,   49.790039
146415.000000,   46.614532,   49.785461
146512.000000,   46.172333,   49.785461
146611.000000,   46.080322,   49.782410
146727.000000,   45.959473,   49.777832
146835.000000,   47.195435,   49.774780
146912.000000,   46.584320,   49.782410
147012.000000,   46.661224,   49.785461
147111.000000,   46.721649,   49.777832
147212.000000,   46.339874,   49.785461
147324.000000,   46.416779,   49.793091
147412.000000,   46.187439,   49.777832
147512.000000,   47.240753,   49.785461
147611.000000,   46.371460,   49.785461
147712.000000,   46.019897,   49.777832
147812.000000,   47.255859,   49.782410
147926.000000,   46.217651,   49.785461
148012.000000,   46.294556,   49.790039
148113.000000,   46.523895,   49.785461
148212.000000,   46.477203,   49.782410
148312.000000,   46.324768,   49.782410
148433.000000,   46.966095,   49.782410
148513.000000,   46.996307,   49.785461
148612.000000,   46.446991,   49.782410
148705.000000,   47.423401,   49.774780
148812.000000,   46.646118,   49.770203
148916.000000,   47.560730,   49.785461
149012.000000,   46.966095,   49.785461
149112.000000,   46.676331,   49.782410
149212.000000,   47.545624,   49.790039
149311.000000,   46.234131,   49.777832
149412.000000,   46.706543,   49.785461
149514.000000,   46.843872,   49.785461
149636.000000,   47.210541,   49.782410
149712.000000,   47.332764,   49.785461
149812.000000,   47.362976,   49.782410
149911.000000,   46.539001,   49.770203
150029.000000,   46.843872,   49.770203
150107.000000,   46.508789,   49.774780
150212.000000,   47.607422,   49.777832
150311.000000,   46.920776,   49.790039
150412.000000,   47.011414,   49.774780
150514.000000,   47.393188,   49.774780
150612.000000,   47.255859,   49.782410
150729.000000,   47.453613,   49.790039
150812.000000,   47.682953,   49.782410
150912.000000,   46.904297,   49.785461
151012.000000,   47.195435,   49.777832
151112.000000,   47.759857,   49.785461
151233.000000,   46.721649,   49.785461
151313.000000,   47.103424,   49.777832
151411.000000,   47.286072,   49.785461
151512.000000,   47.790070,   49.785461
151627.000000,   47.500305,   49.777832
151712.000000,   47.575836,   49.774780
151812.000000,   47.133636,   49.777832
151911.000000,   47.882080,   49.782410
152012.000000,   47.058105,   49.782410
152111.000000,   48.156738,   49.790039
152212.000000,   47.545624,   49.785461
152312.000000,   47.652740,   49.782410
152412.000000,   47.378082,   49.785461
152512.000000,   47.225647,   49.785461
152612.000000,   47.575836,   49.777832
152712.000000,   47.103424,   49.782410
152829.000000,   47.362976,   49.774780
152912.000000,   47.058105,   49.777832
153012.000000,   47.088318,   49.785461
153111.000000,   47.713165,   49.785461
153212.000000,   47.470093,   49.793091
153334.000000,   47.575836,   49.774780
153411.000000,   47.774963,   49.782410
153525.000000,   47.073212,   49.774780
153611.000000,   48.171844,   49.785461
153712.000000,   48.294067,   49.774780
153811.000000,   47.682953,   49.777832
153918.000000,   48.002930,   49.782410
154035.000000,   47.652740,   49.770203
154112.000000,   47.485199,   49.790039
154212.000000,   47.607422,   49.782410
154311.000000,   47.882080,   49.782410
154424.000000,   47.713165,   49.774780
154538.000000,   47.438507,   49.785461
154611.000000,   47.438507,   49.782410
154712.000000,   47.744751,   49.777832
154812.000000,   48.110046,   49.770203
154911.000000,   48.034515,   49.785461
155012.000000,   48.476715,   49.785461
155112.000000,   48.506927,   49.770203
155212.000000,   47.485199,   49.785461
155311.000000,   48.079834,   49.790039
155412.000000,   47.835388,   49.782410
155517.000000,   47.560730,   49.777832
155629.000000,   48.506927,   49.770203
155706.000000,   47.393188,   49.785461
155812.000000,   47.759857,   49.777832
155911.000000,   48.217163,   49.777832
156017.000000,   48.232269,   49.790039
156137.000000,   48.369598,   49.790039
156212.000000,   48.964233,   49.770203
156312.000000,   47.805176,   49.777832
156439.000000,   48.247375,   49.782410
156505.000000,   48.186951,   49.790039
156612.000000,   48.506927,   49.782410
156734.000000,   47.820282,   49.790039
156812.000000,   48.431396,   49.782410
156912.000000,   48.186951,   49.782410
157013.000000,   48.949127,   49.777832
157112.000000,   48.751373,   49.777832
157219.000000,   48.034515,   49.777832
157306.000000,   47.942505,   49.770203
157416.000000,   47.882080,   49.785461
157512.000000,   47.790070,   49.782410
157612.000000,   48.598938,   49.774780
157724.000000,   48.552246,   49.790039
157812.000000,   48.614044,   49.785461
157912.000000,   48.446503,   49.777832
158012.000000,   48.049622,   49.790039
158112.000000,   47.820282,   49.785461
158212.000000,   49.010925,   49.785461
158330.000000,   48.811798,   49.774780
158412.000000,   48.949127,   49.774780
158518.000000,   48.858490,   49.774780
158612.000000,   48.721161,   49.782410
158711.000000,   48.110046,   49.774780
158814.000000,   48.980713,   49.770203
158937.000000,   48.506927,   49.777832
159012.000000,   48.414917,   49.777832
159111.000000,   49.346008,   49.777832
159212.000000,   49.056244,   49.782410
159312.000000,   48.843384,   49.790039
159413.000000,   49.223785,   49.782410
159533.000000,   48.171844,   49.782410
159613.000000,   48.598938,   49.770203
159712.000000,   48.781586,   49.785461
159812.000000,   49.118042,   49.785461
159927.000000,   49.178467,   49.774780
160014.000000,   48.354492,   3.497925
160111.000000,   48.736267,   -0.177917
160215.000000,   48.156738,   -0.031433
160312.000000,   48.598938,   -0.042114
160412.000000,   49.270477,   -0.016174
160531.000000,   49.026031,   -0.026855
160614.000000,   48.339386,   -0.026855
160712.000000,   48.552246,   -0.023804
160812.000000,   49.255371,   -0.023804
160912.000000,   49.361115,   -0.026855
161012.000000,   49.163361,   -0.016174
161132.000000,   48.537140,   -0.031433
161214.000000,   49.193573,   -0.019226
161312.000000,   49.560242,   -0.023804
161411.000000,   48.811798,   -0.023804
161517.000000,   49.376221,   -0.011597
161633.000000,   48.903809,   -0.034485
161712.000000,   49.560242,   -0.019226
161812.000000,   49.026031,   -0.023804
161911.000000,   48.232269,   -0.019226
162012.000000,   48.689575,   -0.023804
162124.000000,   49.483337,   -0.026855
162212.000000,   49.223785,   -0.011597
162311.000000,   48.506927,   -0.016174
162412.000000,   48.369598,   -0.016174
162517.000000,   48.964233,   -0.023804
162612.000000,   48.354492,   -0.026855
162724.000000,   48.354492,   -0.026855
162838.000000,   48.202057,   -0.016174
162912.000000,   48.949127,   -0.023804
163020.000000,   48.949127,   -0.023804
163106.000000,   49.255371,   -0.023804
163212.000000,   48.781586,   -0.023804
163313.000000,   48.369598,   -0.016174
163412.000000,   48.414917,   -0.016174
163512.000000,   48.766479,   -0.011597
163612.000000,   48.781586,   -0.016174
163711.000000,   48.843384,   -0.008545
163812.000000,   48.858490,   -0.011597
163927.000000,   48.034515,   -0.016174
164015.000000,   48.598938,   -0.016174
164111.000000,   48.873596,   -0.019226
164212.000000,   48.766479,   -0.008545
164311.000000,   48.934021,   -0.016174
164434.000000,   48.034515,   -0.011597
164512.000000,   48.751373,   -0.008545
164612.000000,   48.964233,   -0.023804
164712.000000,   48.369598,   -0.023804
164812.000000,   48.324280,   -0.023804
164918.000000,   48.354492,   -0.023804
165014.000000,   48.843384,   -0.016174
165111.000000,   48.796692,   -0.019226
165241.000000,   47.850494,   -0.026855
165312.000000,   47.942505,   -0.026855
165412.000000,   48.644257,   -0.019226
165512.000000,   47.865601,   -0.023804
165634.000000,   48.049622,   -0.011597
165712.000000,   47.652740,   -0.011597
165812.000000,   48.019409,   -0.016174
165912.000000,   48.034515,   -0.019226
166026.000000,   48.522034,   -0.011597
166112.000000,   48.309174,   -0.016174
166212.000000,   48.277588,   -0.026855
166311.000000,   47.682953,   -0.011597
166412.000000,   47.652740,   -0.026855
166512.000000,   48.019409,   -0.019226
166612.000000,   48.781586,   -0.016174
166712.000000,   48.583832,   -0.016174
166815.000000,   47.972717,   -0.019226
166912.000000,   47.820282,   -0.019226
167012.000000,   47.927399,   -0.016174
167116.000000,   47.759857,   -0.031433
167227.000000,   47.470093,   -0.019226
167312.000000,   47.790070,   -0.019226
167412.000000,   48.369598,   -0.026855
167512.000000,   48.476715,   -0.016174
167613.000000,   47.423401,   -0.019226
167736.000000,   47.972717,   -0.023804
167812.000000,   47.882080,   -0.023804
167912.000000,   47.438507,   -0.019226
168013.000000,   47.423401,   -0.011597
168112.000000,   47.545624,   -0.031433
168211.000000,   47.882080,   -0.011597
168312.000000,   47.912292,   -0.019226
168413.000000,   48.125153,   -0.019226
168512.000000,   48.217163,   -0.019226
168612.000000,   48.277588,   -0.019226
168711.000000,   47.255859,   -0.016174
168820.000000,   47.942505,   -0.011597
168933.000000,   47.423401,   -0.019226
169015.000000,   48.232269,   -0.019226
169114.000000,   47.301178,   -0.026855
169212.000000,   47.728271,   -0.023804
169312.000000,   48.186951,   -0.019226
169413.000000,   48.140259,   -0.026855
169512.000000,   47.835388,   -0.031433
169630.000000,   47.438507,   -0.026855
169711.000000,   47.347870,   -0.019226
169812.000000,   47.301178,   -0.019226
169912.000000,   46.234131,   30.728760
170025.000000,   47.332764,   49.785461
170112.000000,   47.103424,   49.785461
170212.000000,   47.590942,   49.770203
170311.000000,   48.034515,   49.782410
170413.000000,   47.637634,   49.785461
170534.000000,   47.470093,   49.777832
170612.000000,   47.240753,   49.774780
170712.000000,   47.500305,   49.790039
170812.000000,   47.195435,   49.782410
170911.000000,   47.790070,   49.790039
171014.000000,   48.094940,   49.785461
171112.000000,   47.575836,   49.785461
171212.000000,   47.270966,   49.782410
171312.000000,   47.026520,   49.774780
171411.000000,   47.270966,   49.777832
171511.000000,   46.889191,   49.770203
171619.000000,   47.286072,   49.785461
171734.000000,   48.262482,   49.770203
171814.000000,   47.622528,   49.790039
171912.000000,   47.453613,   49.785461
172013.000000,   47.590942,   49.785461
172131.000000,   47.590942,   49.785461
172214.000000,   47.637634,   49.785461
172312.000000,   48.354492,   49.782410
172412.000000,   48.034515,   49.777832
172512.000000,   47.545624,   49.782410
172612.000000,   48.339386,   49.777832
172734.000000,   47.713165,   49.782410
172812.000000,   47.957611,   49.785461
172912.000000,   48.552246,   49.785461
173012.000000,   48.232269,   49.785461
173112.000000,   47.774963,   49.790039
173215.000000,   48.125153,   49.777832
173335.000000,   47.759857,   49.782410
173414.000000,   47.682953,   49.777832
173511.000000,   48.354492,   49.782410
173612.000000,   48.309174,   49.785461
173711.000000,   48.064728,   49.782410
173839.000000,   47.698059,   49.790039
173911.000000,   48.369598,   49.777832
174026.000000,   48.644257,   49.777832
174112.000000,   48.446503,   49.785461
174211.000000,   48.324280,   49.785461
174312.000000,   48.781586,   49.785461
174418.000000,   48.934021,   49.777832
174534.000000,   47.882080,   49.782410
174611.000000,   48.446503,   49.785461
174712.000000,   48.918915,   49.782410
174812.000000,   48.506927,   49.777832
174927.000000,   47.835388,   49.777832
175041.000000,   48.399811,   49.790039
175112.000000,   48.186951,   49.782410
175212.000000,   48.171844,   49.774780
175312.000000,   48.873596,   49.782410
175411.000000,   49.483337,   49.777832
175511.000000,   48.843384,   49.777832
175612.000000,   48.491821,   49.770203
175712.000000,   48.399811,   49.777832
175812.000000,   48.568726,   49.790039
175912.000000,   49.193573,   49.782410
176012.000000,   49.270477,   49.790039
176111.000000,   48.934021,   49.782410
176212.000000,   48.537140,   49.782410
176312.000000,   48.659363,   49.777832
176412.000000,   48.689575,   49.793091
176518.000000,   48.918915,   49.782410
176635.000000,   48.826904,   49.774780
176712.000000,   48.766479,   49.774780
176812.000000,   48.888702,   49.793091
176944.000000,   48.949127,   49.777832
177012.000000,   48.736267,   49.782410
177115.000000,   48.995819,   49.790039
177239.000000,   49.056244,   49.782410
177312.000000,   48.583832,   49.774780
177412.000000,   48.843384,   49.790039
177512.000000,   49.560242,   49.782410
177611.000000,   48.796692,   49.777832
177726.000000,   48.598938,   49.793091
177839.000000,   49.330902,   49.793091
177912.000000,   48.736267,   49.782410
178012.000000,   49.163361,   49.774780
178112.000000,   49.041138,   49.785461
178234.000000,   50.032654,   49.785461
178312.000000,   49.575348,   49.777832
178414.000000,   49.255371,   49.777832
178513.000000,   49.438019,   49.777832
178611.000000,   49.650879,   49.785461
178706.000000,   49.865112,   49.785461
178829.000000,   49.742889,   49.785461
178912.000000,   50.246887,   49.777832
179012.000000,   50.047760,   49.785461
179112.000000,   49.850006,   49.777832
179212.000000,   49.865112,   49.782410
179313.000000,   50.337524,   49.782410
179434.000000,   49.133148,   49.790039
179512.000000,   49.438019,   49.777832
179612.000000,   49.697571,   49.774780
179712.000000,   49.742889,   49.785461
179812.000000,   49.513550,   49.785461
179912.000000,   49.605560,   49.782410
180032.000000,   50.216675,   49.785461
180112.000000,   50.322418,   49.777832
180212.000000,   50.231781,   49.777832
180311.000000,   50.506439,   49.777832
180412.000000,   50.354004,   49.777832
180512.000000,   49.682465,   49.777832
180635.000000,   50.643768,   49.777832
180712.000000,   50.551758,   49.782410
180812.000000,   50.354004,   49.790039
180911.000000,   49.650879,   49.774780
181025.000000,   50.200195,   49.777832
181112.000000,   50.429535,   49.782410
181212.000000,   49.757996,   49.790039
181326.000000,   50.185089,   49.774780
181412.000000,   50.216675,   49.782410
181512.000000,   50.704193,   49.782410
181620.000000,   50.200195,   49.793091
181736.000000,   50.414429,   49.785461
181815.000000,   50.384216,   49.785461
181911.000000,   50.124664,   49.785461
182012.000000,   50.017548,   49.774780
182111.000000,   50.856628,   49.782410
182219.000000,   50.231781,   49.777832
182338.000000,   49.742889,   49.793091
182412.000000,   49.788208,   49.785461
182512.000000,   50.017548,   49.782410
182612.000000,   50.444641,   49.790039
182712.000000,   50.322418,   49.782410
182812.000000,   50.094452,   49.785461
182936.000000,   50.856628,   49.790039
183012.000000,   50.811310,   49.782410
183112.000000,   50.903320,   49.777832
183212.000000,   50.277100,   49.785461
183331.000000,   50.993958,   49.777832
183414.000000,   50.246887,   49.785461
183512.000000,   49.972229,   49.777832
183612.000000,   50.322418,   49.782410
183712.000000,   50.354004,   49.782410
183816.000000,   50.658875,   49.785461
183935.000000,   50.612183,   49.774780
184012.000000,   51.146393,   49.777832
184111.000000,   51.452637,   49.785461
184212.000000,   51.024170,   49.785461
184311.000000,   50.704193,   49.785461
184412.000000,   51.375732,   49.790039
184536.000000,   50.307312,   49.785461
184614.000000,   50.399323,   49.777832
184712.000000,   50.796204,   49.782410
184811.000000,   51.405945,   49.774780
184912.000000,   50.993958,   49.785461
185012.000000,   51.101074,   49.790039
185112.000000,   51.757507,   49.777832
185212.000000,   51.482849,   49.782410
185313.000000,   51.283722,   49.790039
185412.000000,   50.384216,   49.785461
185530.000000,   50.918427,   49.790039
185612.000000,   51.116180,   49.782410
185712.000000,   50.628662,   49.782410
185813.000000,   50.689087,   49.782410
185912.000000,   50.841522,   49.782410
186013.000000,   51.650391,   49.777832
186125.000000,   50.749512,   49.770203
186212.000000,   51.024170,   49.777832
186312.000000,   51.298828,   49.782410
186412.000000,   51.146393,   49.785461
186512.000000,   51.131287,   49.782410
186613.000000,   50.963745,   49.782410
186732.000000,   51.787720,   49.785461
186813.000000,   51.879730,   49.782410
186912.000000,   51.390839,   49.777832
187016.000000,   51.817932,   49.785461
187113.000000,   51.421051,   49.782410
187212.000000,   50.811310,   49.782410
187337.000000,   51.635284,   49.777832
187412.000000,   51.787720,   49.785461
187512.000000,   51.315308,   49.785461
187614.000000,   51.223297,   49.790039
187712.000000,   50.903320,   49.782410
187838.000000,   51.573486,   49.777832
187912.000000,   51.467743,   49.790039
188012.000000,   51.452637,   49.785461
188111.000000,   51.573486,   49.785461
188212.000000,   51.298828,   49.774780
188329.000000,   51.390839,   49.785461
188411.000000,   51.680603,   49.777832
188512.000000,   51.161499,   49.774780
188629.000000,   51.268616,   49.793091
188711.000000,   51.421051,   49.793091
188812.000000,   51.223297,   49.785461
188929.000000,   51.665497,   49.782410
189014.000000,   51.452637,   49.785461
189112.000000,   51.101074,   49.777832
189211.000000,   51.543274,   49.793091
189312.000000,   52.321930,   49.785461
189434.000000,   51.208191,   49.782410
189512.000000,   51.436157,   49.774780
189612.000000,   51.482849,   49.782410
189711.000000,   51.695709,   49.782410
189812.000000,   51.955261,   49.777832
189913.000000,   51.298828,   49.777832
190012.000000,   51.802826,   49.782410
190111.000000,   51.605072,   49.790039
190214.000000,   51.467743,   49.785461
190311.000000,   51.650391,   49.777832
190412.000000,   51.970367,   49.777832
190517.000000,   52.382355,   49.782410
190635.000000,   51.710815,   49.790039
190712.000000,   51.879730,   49.785461
190811.000000,   52.306824,   49.777832
190912.000000,   52.214813,   49.777832
191013.000000,   52.077484,   49.785461
191124.000000,   52.306824,   49.782410
191213.000000,   52.382355,   49.785461
191312.000000,   52.718811,   49.790039
191411.000000,   52.504578,   49.785461
191512.000000,   52.581482,   49.782410
191611.000000,   52.062378,   49.785461
191714.000000,   52.062378,   49.790039
191835.000000,   52.749023,   49.777832
191915.000000,   52.764130,   49.785461
192012.000000,   52.809448,   49.774780
192114.000000,   52.306824,   49.785461
192226.000000,   52.214813,   49.782410
192313.000000,   52.504578,   49.785461
192411.000000,   52.856140,   49.782410
192505.000000,   52.092590,   49.777832
192614.000000,   52.017059,   49.777832
192712.000000,   52.001953,   49.790039
192831.000000,   52.077484,   49.790039
192912.000000,   51.955261,   49.785461
193016.000000,   51.787720,   49.785461
193113.000000,   52.291718,   49.785461
193213.000000,   52.519684,   49.782410
193313.000000,   53.008575,   49.782410
193430.000000,   52.519684,   49.782410
193514.000000,   52.337036,   49.785461
193620.000000,   52.993469,   49.782410
193712.000000,   52.337036,   49.790039
193816.000000,   52.321930,   49.782410
193939.000000,   53.038788,   49.785461
194014.000000,   53.100586,   49.790039
194112.000000,   52.444153,   49.782410
194212.000000,   53.176117,   49.777832
194307.000000,   52.321930,   49.777832
194410.000000,   53.115692,   49.785461
194505.000000,   52.611694,   49.782410
194613.000000,   52.703705,   49.777832
194711.000000,   53.176117,   49.793091
194813.000000,   53.618317,   49.782410
194912.000000,   52.963257,   49.782410
195015.000000,   53.130798,   49.770203
195135.000000,   52.825928,   49.785461
195213.000000,   52.749023,   49.782410
195312.000000,   52.429047,   49.782410
195412.000000,   52.871246,   49.782410
195511.000000,   53.298340,   49.774780
195612.000000,   53.649902,   49.777832
195712.000000,   53.375244,   49.777832
195811.000000,   53.038788,   49.785461
195944.000000,   52.718811,   49.785461
196013.000000,   52.886353,   49.777832
196112.000000,   52.841034,   49.782410
196218.000000,   52.657013,   49.774780
196313.000000,   53.328552,   49.782410
196412.000000,   52.581482,   49.785461
196507.000000,   53.496094,   49.785461
196612.000000,   53.100586,   49.790039
196725.000000,   53.512573,   49.785461
196814.000000,   52.978363,   49.782410
196912.000000,   52.626801,   49.777832
197012.000000,   52.931671,   49.782410
197112.000000,   53.053894,   49.777832
197212.000000,   53.084106,   49.785461
197314.000000,   53.496094,   49.790039
197415.000000,   53.725433,   49.785461
197513.000000,   53.969879,   49.777832
197612.000000,   53.084106,   49.785461
197706.000000,   53.176117,   49.790039
197812.000000,   52.841034,   49.782410
197928.000000,   53.237915,   49.774780
198013.000000,   53.358765,   49.782410
198112.000000,   53.527679,   49.790039
198212.000000,   53.435669,   49.782410
198318.000000,   53.450775,   49.782410
198436.000000,   53.390350,   49.782410
198515.000000,   53.770752,   49.777832
198613.000000,   53.221436,   49.777832
198713.000000,   53.268127,   49.785461
198813.000000,   53.633423,   49.785461
