ti,   y,   u
309212.000000,   60.057678,   49.785461
309313.000000,   59.386139,   49.782410
309412.000000,   59.950562,   49.790039
309512.000000,   59.645691,   49.790039
309611.000000,   59.523468,   49.790039
309719.000000,   59.340820,   49.782410
309834.000000,   60.379028,   49.782410
309913.000000,   59.493256,   49.785461
310044.000000,   60.134583,   2.011719
310137.000000,   60.042572,   -0.185547
310209.000000,   60.072784,   -0.054321
310328.000000,   59.600372,   -0.031433
310413.000000,   59.478149,   -0.019226
310512.000000,   60.271912,   -0.003967
310611.000000,   60.454559,   -0.011597
310713.000000,   60.119476,   -0.019226
310811.000000,   60.332336,   -0.023804
310930.000000,   59.875031,   -0.011597
311014.000000,   59.752808,   -0.019226
311112.000000,   59.722595,   -0.019226
311211.000000,   59.660797,   -0.016174
311318.000000,   60.362549,   -0.019226
311437.000000,   60.271912,   -0.011597
311513.000000,   60.225220,   -0.023804
311617.000000,   59.675903,   -0.016174
311712.000000,   60.332336,   -0.019226
311811.000000,   59.737701,   -0.011597
311917.000000,   60.087891,   -0.019226
312037.000000,   59.950562,   -0.019226
312112.000000,   59.737701,   -0.023804
312211.000000,   59.355927,   -0.019226
312312.000000,   59.920349,   -0.026855
312411.000000,   59.950562,   -0.019226
312519.000000,   59.081268,   -0.023804
312634.000000,   59.920349,   -0.016174
312714.000000,   59.523468,   -0.023804
312812.000000,   59.707489,   -0.026855
312912.000000,   59.890137,   -0.019226
313011.000000,   60.210114,   -0.023804
313106.000000,   60.516357,   -0.023804
313237.000000,   60.104370,   -0.019226
313312.000000,   59.967041,   -0.023804
313411.000000,   59.645691,   -0.023804
313512.000000,   59.570160,   -0.016174
313611.000000,   59.783020,   -0.016174
313736.000000,   59.233704,   -0.019226
313809.000000,   59.325714,   -0.023804
313912.000000,   60.546570,   -0.019226
314011.000000,   60.394135,   -0.023804
314112.000000,   59.798126,   -0.026855
314228.000000,   59.173279,   -0.023804
314313.000000,   59.523468,   -0.016174
314411.000000,   59.478149,   -0.019226
314530.000000,   59.783020,   -0.011597
314612.000000,   60.119476,   -0.019226
314712.000000,   59.371033,   -0.026855
314824.000000,   59.722595,   -0.016174
314942.000000,   59.585266,   -0.016174
315012.000000,   59.248810,   -0.019226
315113.000000,   59.386139,   -0.023804
315211.000000,   59.982147,   -0.019226
315312.000000,   59.585266,   -0.016174
315407.000000,   59.340820,   -0.016174
315512.000000,   59.263916,   -0.031433
315611.000000,   59.493256,   -0.019226
315712.000000,   59.844818,   -0.026855
315811.000000,   59.081268,   -0.019226
315919.000000,   59.340820,   -0.023804
316012.000000,   58.851929,   -0.016174
316138.000000,   59.066162,   -0.019226
316229.000000,   59.478149,   -0.023804
316312.000000,   59.950562,   -0.023804
316412.000000,   59.798126,   -0.019226
316529.000000,   59.020844,   -0.019226
316613.000000,   58.989258,   -0.023804
316712.000000,   59.143066,   -0.019226
316812.000000,   59.325714,   -0.023804
316921.000000,   58.928833,   -0.019226
317015.000000,   59.829712,   -0.011597
317115.000000,   59.386139,   -0.023804
317212.000000,   58.684387,   -0.026855
317311.000000,   58.883514,   -0.016174
317411.000000,   59.386139,   -0.031433
317511.000000,   59.493256,   -0.011597
317614.000000,   59.096375,   -0.019226
317732.000000,   59.233704,   -0.016174
317812.000000,   59.630585,   -0.023804
317911.000000,   59.188385,   -0.011597
318012.000000,   58.776398,   -0.026855
318122.000000,   58.913727,   -0.023804
318238.000000,   59.035950,   -0.026855
318310.000000,   58.989258,   -0.023804
318412.000000,   58.608856,   -0.011597
318511.000000,   59.615479,   -0.023804
318612.000000,   59.263916,   -0.026855
318724.000000,   59.340820,   -0.011597
318813.000000,   59.401245,   -0.019226
318924.000000,   59.081268,   -0.019226
319012.000000,   58.669281,   -0.023804
319111.000000,   58.776398,   -0.019226
319212.000000,   58.654175,   -0.019226
319325.000000,   59.432831,   -0.011597
319413.000000,   59.555054,   -0.019226
319512.000000,   59.371033,   -0.023804
319612.000000,   59.295502,   -0.023804
319712.000000,   58.623962,   -0.019226
319834.000000,   59.645691,   -0.019226
319912.000000,   59.126587,   -0.016174
320011.000000,   58.364410,   -0.023804
320111.000000,   59.432831,   -0.008545
320206.000000,   58.349304,   -0.023804
320372.000000,   58.959045,   -0.016174
320412.000000,   59.295502,   -0.019226
320513.000000,   59.675903,   -0.016174
320612.000000,   59.203491,   -0.008545
320712.000000,   58.898621,   -0.016174
320811.000000,   59.035950,   -0.026855
320918.000000,   58.547058,   -0.026855
321038.000000,   58.424835,   -0.016174
321113.000000,   58.456421,   -0.023804
321212.000000,   59.035950,   -0.008545
321312.000000,   59.417725,   -0.019226
321424.000000,   59.081268,   -0.016174
321537.000000,   59.248810,   -0.023804
321611.000000,   59.417725,   -0.026855
321712.000000,   59.538574,   -0.026855
321841.000000,   58.471527,   -0.026855
321912.000000,   58.349304,   -0.016174
322006.000000,   58.806610,   -0.019226
322120.000000,   59.310608,   -0.008545
322206.000000,   58.287506,   -0.019226
322312.000000,   58.409729,   -0.016174
322409.000000,   59.158173,   -0.019226
322579.000000,   58.486633,   -0.023804
322659.000000,   59.218597,   -0.023804
322756.000000,   58.761292,   -0.011597
322817.000000,   59.263916,   -0.016174
322930.000000,   59.020844,   -0.016174
323048.000000,   58.913727,   -0.019226
323146.000000,   59.111481,   -0.019226
323588.000000,   59.203491,   -0.023804
323612.000000,   58.761292,   -0.019226
323715.000000,   58.424835,   -0.023804
323827.000000,   58.150177,   -0.016174
323939.000000,   59.432831,   -0.016174
324023.000000,   59.081268,   -0.019226
324146.000000,   59.096375,   -0.031433
324270.000000,   58.302612,   -0.019226
324407.000000,   59.325714,   -0.023804
324512.000000,   58.731079,   -0.023804
324612.000000,   58.974152,   -0.023804
324712.000000,   59.310608,   -0.011597
324815.000000,   58.974152,   -0.023804
324939.000000,   58.044434,   -0.019226
325019.000000,   58.531952,   -0.023804
325107.000000,   58.456421,   -0.019226
325212.000000,   58.349304,   -0.023804
325311.000000,   58.821716,   -0.011597
325423.000000,   58.974152,   -0.019226
325536.000000,   58.424835,   -0.016174
325613.000000,   58.501740,   -0.016174
325714.000000,   58.379517,   -0.023804
325812.000000,   58.898621,   -0.019226
325927.000000,   58.334198,   -0.019226
326018.000000,   58.851929,   -0.023804
326110.000000,   58.654175,   -0.031433
326232.000000,   58.165283,   -0.011597
326306.000000,   58.593750,   -0.023804
326412.000000,   58.806610,   -0.023804
326526.000000,   57.982635,   -0.011597
326639.000000,   58.639069,   -0.023804
326714.000000,   59.263916,   -0.019226
326812.000000,   59.158173,   -0.019226
326916.000000,   58.608856,   -0.023804
327015.000000,   58.165283,   -0.023804
327129.000000,   58.334198,   -0.026855
327243.000000,   58.150177,   -0.019226
327316.000000,   57.967529,   -0.023804
327412.000000,   58.394623,   -0.026855
327506.000000,   58.806610,   -0.019226
327614.000000,   58.287506,   -0.019226
327706.000000,   58.257294,   -0.011597
327838.000000,   58.196869,   -0.011597
327916.000000,   58.943939,   -0.016174
328014.000000,   58.699493,   -0.011597
328111.000000,   58.501740,   -0.011597
328232.000000,   58.104858,   -0.019226
328312.000000,   58.196869,   -0.026855
328412.000000,   58.806610,   -0.016174
328507.000000,   57.997742,   -0.011597
328612.000000,   57.952423,   -0.023804
328714.000000,   58.181763,   -0.016174
328832.000000,   58.319092,   -0.016174
328915.000000,   58.272400,   -0.019226
329015.000000,   57.907104,   -0.016174
329136.000000,   58.349304,   -0.016174
329212.000000,   58.836823,   -0.026855
329306.000000,   58.181763,   -0.019226
329429.000000,   58.821716,   -0.016174
329509.000000,   58.684387,   -0.008545
329612.000000,   57.997742,   -0.023804
329706.000000,   57.982635,   -0.031433
329812.000000,   58.776398,   -0.019226
329918.000000,   57.907104,   -0.016174
330013.000000,   58.104858,   -0.023804
330111.000000,   58.242187,   -0.011597
330212.000000,   57.967529,   -0.011597
330306.000000,   58.059540,   -0.019226
330415.000000,   59.035950,   -0.019226
330508.000000,   58.928833,   -0.031433
330615.000000,   57.830200,   -0.019226
330708.000000,   57.860413,   -0.023804
330812.000000,   58.501740,   -0.011597
330911.000000,   57.952423,   -0.026855
331015.000000,   57.875519,   -0.016174
331137.000000,   58.409729,   -0.019226
331213.000000,   57.860413,   -0.016174
331312.000000,   58.135071,   -0.016174
331412.000000,   58.898621,   -0.026855
331512.000000,   57.707977,   -0.016174
331617.000000,   58.104858,   -0.016174
331709.000000,   58.027954,   -0.011597
331811.000000,   58.623962,   -0.016174
331906.000000,   57.692871,   -0.026855
332013.000000,   58.027954,   -0.016174
332112.000000,   58.547058,   -0.016174
332213.000000,   57.890625,   -0.023804
332334.000000,   58.562164,   -0.026855
332412.000000,   57.875519,   -0.023804
332511.000000,   58.150177,   -0.016174
332612.000000,   58.761292,   -0.019226
332723.000000,   58.836823,   -0.026855
332812.000000,   58.302612,   -0.011597
332912.000000,   57.982635,   -0.026855
333013.000000,   58.746185,   -0.016174
333111.000000,   58.669281,   -0.019226
333212.000000,   57.907104,   -0.023804
333328.000000,   57.692871,   -0.031433
333412.000000,   57.875519,   -0.019226
333534.000000,   58.883514,   -0.019226
333612.000000,   58.302612,   -0.026855
333711.000000,   57.495117,   -0.016174
333812.000000,   57.997742,   -0.023804
333929.000000,   58.943939,   -0.011597
334013.000000,   58.409729,   -0.026855
334113.000000,   57.510223,   -0.031433
334211.000000,   58.044434,   -0.019226
334311.000000,   58.746185,   -0.019226
334433.000000,   58.699493,   -0.016174
334512.000000,   58.181763,   -0.023804
334612.000000,   57.937317,   -0.019226
334733.000000,   58.654175,   -0.008545
334812.000000,   58.349304,   -0.019226
334911.000000,   57.875519,   -0.034485
335012.000000,   57.738190,   -0.026855
335107.000000,   58.319092,   -0.016174
335212.000000,   58.654175,   -0.016174
335307.000000,   57.982635,   -0.023804
335412.000000,   58.349304,   -0.016174
335517.000000,   57.555542,   -0.023804
335632.000000,   58.836823,   -0.016174
335707.000000,   58.272400,   -0.019226
335812.000000,   57.723083,   -0.019226
335911.000000,   58.012848,   -0.019226
336030.000000,   58.227081,   -0.016174
336112.000000,   58.806610,   -0.016174
336212.000000,   58.211975,   -0.026855
336310.000000,   57.403107,   -0.016174
336412.000000,   57.875519,   -0.016174
336511.000000,   58.501740,   -0.016174
336612.000000,   58.104858,   -0.031433
336722.000000,   57.967529,   -0.019226
336812.000000,   57.495117,   -0.019226
336911.000000,   57.922211,   -0.019226
337012.000000,   58.776398,   -0.023804
337111.000000,   58.364410,   -0.019226
337233.000000,   58.104858,   -0.026855
337312.000000,   57.875519,   -0.023804
337411.000000,   58.761292,   -0.023804
337511.000000,   58.196869,   -0.031433
337613.000000,   58.379517,   -0.026855
337717.000000,   57.937317,   -0.023804
337812.000000,   57.830200,   -0.023804
337930.000000,   58.027954,   -0.026855
338012.000000,   57.753296,   -0.023804
338112.000000,   58.119965,   -0.016174
338212.000000,   57.677765,   -0.019226
338318.000000,   57.769775,   -0.016174
338437.000000,   58.074646,   -0.019226
338509.000000,   58.242187,   -0.011597
338612.000000,   57.860413,   -0.016174
338711.000000,   58.684387,   -0.011597
338851.000000,   58.471527,   -0.016174
338913.000000,   58.089752,   -0.023804
339012.000000,   57.388000,   -0.016174
339111.000000,   58.135071,   -0.011597
339206.000000,   58.211975,   -0.031433
339308.000000,   57.753296,   -0.011597
339412.000000,   58.104858,   -0.011597
339522.000000,   57.967529,   -0.016174
339612.000000,   57.845306,   -0.023804
339711.000000,   58.456421,   -0.026855
339812.000000,   57.769775,   -0.023804
339911.000000,   57.463531,   -0.026855
340033.000000,   58.181763,   -0.016174
340107.000000,   57.707977,   -0.031433
340212.000000,   58.577271,   -0.011597
340311.000000,   57.585754,   -0.019226
340412.000000,   57.615967,   -0.019226
340534.000000,   58.593750,   -0.019226
340613.000000,   57.707977,   -0.026855
340712.000000,   57.662659,   -0.016174
340843.000000,   58.044434,   -0.023804
340912.000000,   57.875519,   -0.023804
341011.000000,   58.456421,   -0.011597
341112.000000,   58.409729,   -0.008545
341233.000000,   57.403107,   -0.016174
341306.000000,   57.495117,   -0.019226
341412.000000,   57.463531,   -0.026855
341506.000000,   58.516846,   -0.016174
341619.000000,   57.647552,   -0.023804
341734.000000,   58.135071,   -0.023804
341813.000000,   57.418213,   -0.026855
341910.000000,   58.012848,   -0.026855
342012.000000,   58.439941,   -0.019226
342111.000000,   57.830200,   -0.019226
342213.000000,   57.525330,   -0.023804
342307.000000,   58.165283,   -0.019226
342413.000000,   58.242187,   -0.026855
342512.000000,   57.448425,   -0.019226
342612.000000,   57.418213,   -0.019226
342706.000000,   57.555542,   -0.031433
342822.000000,   57.326202,   -0.019226
342906.000000,   58.119965,   -0.019226
343011.000000,   58.334198,   -0.008545
343111.000000,   57.799988,   -0.019226
343213.000000,   58.196869,   -0.016174
343335.000000,   58.211975,   -0.019226
343413.000000,   57.478638,   -0.023804
343512.000000,   58.272400,   -0.023804
343612.000000,   57.615967,   -0.023804
343711.000000,   58.044434,   -0.016174
343806.000000,   57.784882,   -0.019226
343932.000000,   57.723083,   -0.011597
344012.000000,   57.540436,   -0.019226
344111.000000,   58.135071,   -0.023804
344212.000000,   58.012848,   -0.019226
344311.000000,   58.135071,   -0.016174
344419.000000,   58.027954,   -0.019226
344534.000000,   57.433319,   -0.031433
344613.000000,   57.615967,   -0.031433
344712.000000,   58.104858,   -0.016174
344812.000000,   57.707977,   -0.026855
344927.000000,   57.600861,   -0.019226
345048.000000,   58.211975,   -0.011597
345110.000000,   57.952423,   -0.016174
345230.000000,   57.784882,   -0.023804
345312.000000,   58.302612,   -0.019226
345412.000000,   57.952423,   -0.011597
345511.000000,   57.326202,   -0.019226
345612.000000,   57.967529,   -0.026855
345711.000000,   57.235565,   -0.016174
345812.000000,   58.089752,   -0.023804
345911.000000,   58.227081,   -0.019226
346012.000000,   57.540436,   -0.034485
346128.000000,   57.585754,   -0.016174
346213.000000,   57.952423,   -0.019226
346311.000000,   57.525330,   -0.019226
346412.000000,   57.982635,   -0.016174
346517.000000,   58.409729,   -0.019226
346612.000000,   57.967529,   -0.019226
346711.000000,   57.357788,   -0.008545
346813.000000,   57.478638,   -0.023804
346911.000000,   58.196869,   -0.019226
347012.000000,   57.495117,   -0.026855
347110.000000,   57.600861,   -0.026855
347212.000000,   58.104858,   -0.026855
347307.000000,   57.235565,   -0.016174
347412.000000,   57.738190,   -0.023804
347511.000000,   58.242187,   -0.016174
347612.000000,   57.280884,   -0.019226
347720.000000,   57.510223,   -0.019226
347837.000000,   57.280884,   -0.026855
347908.000000,   58.104858,   -0.016174
348012.000000,   57.585754,   -0.019226
348144.000000,   57.952423,   -0.023804
348211.000000,   57.128448,   -0.023804
348317.000000,   58.044434,   -0.019226
348433.000000,   57.784882,   -0.016174
348507.000000,   58.287506,   -0.031433
348611.000000,   57.830200,   -0.023804
348711.000000,   57.098236,   -0.026855
348811.000000,   57.295990,   -0.011597
348925.000000,   57.860413,   -0.016174
349012.000000,   58.074646,   -0.019226
349106.000000,   57.250671,   -0.026855
349212.000000,   57.525330,   -0.023804
349311.000000,   57.388000,   -0.019226
349433.000000,   57.922211,   -0.011597
349513.000000,   57.158661,   -0.019226
349614.000000,   57.418213,   -0.011597
349711.000000,   57.815094,   -0.016174
349812.000000,   58.074646,   -0.016174
349910.000000,   58.287506,   -0.016174
350033.000000,   57.403107,   -0.019226
350112.000000,   57.753296,   -0.019226
350211.000000,   57.815094,   -0.019226
350311.000000,   57.707977,   -0.026855
350412.000000,   58.165283,   -0.019226
350517.000000,   57.372894,   -0.019226
350632.000000,   58.287506,   -0.023804
350707.000000,   57.403107,   -0.026855
350812.000000,   57.158661,   -0.026855
350911.000000,   57.815094,   -0.016174
351013.000000,   58.135071,   -0.016174
351111.000000,   57.311096,   -0.019226
351239.000000,   57.220459,   -0.011597
351313.000000,   57.997742,   -0.016174
351411.000000,   57.692871,   -0.019226
351511.000000,   57.372894,   -0.023804
351612.000000,   58.150177,   -0.023804
351723.000000,   57.510223,   -0.023804
351836.000000,   57.585754,   -0.019226
351908.000000,   57.555542,   -0.019226
352012.000000,   57.403107,   -0.023804
352115.000000,   58.089752,   -0.019226
352232.000000,   57.372894,   -0.016174
352312.000000,   57.692871,   -0.019226
352412.000000,   57.173767,   -0.019226
352537.000000,   57.753296,   -0.019226
352612.000000,   57.982635,   -0.019226
352706.000000,   57.875519,   -0.016174
352832.000000,   57.830200,   -0.023804
352907.000000,   57.585754,   -0.023804
353020.000000,   57.875519,   -0.016174
353106.000000,   58.257294,   -0.016174
353212.000000,   58.089752,   -0.019226
353317.000000,   57.907104,   -0.019226
353437.000000,   57.799988,   -0.019226
353509.000000,   57.235565,   -0.026855
353612.000000,   58.150177,   -0.019226
353711.000000,   57.326202,   -0.023804
353824.000000,   57.738190,   -0.016174
353912.000000,   57.555542,   -0.019226
354012.000000,   57.021332,   -0.031433
354107.000000,   57.907104,   -0.019226
354209.000000,   57.738190,   -0.023804
354312.000000,   57.326202,   -0.019226
354412.000000,   57.173767,   -0.011597
354536.000000,   57.158661,   -0.019226
354613.000000,   57.388000,   -0.019226
354710.000000,   58.059540,   -0.019226
354812.000000,   57.158661,   -0.026855
354906.000000,   57.738190,   -0.019226
355027.000000,   57.707977,   -0.023804
355109.000000,   57.418213,   -0.023804
355212.000000,   57.815094,   -0.016174
355310.000000,   58.027954,   -0.016174
355444.000000,   57.220459,   -0.023804
355512.000000,   57.799988,   -0.016174
355622.000000,   57.707977,   -0.016174
355706.000000,   57.173767,   -0.011597
355809.000000,   57.922211,   -0.016174
355912.000000,   57.723083,   -0.026855
356012.000000,   57.173767,   -0.026855
356111.000000,   57.448425,   -0.023804
356212.000000,   57.220459,   -0.019226
356311.000000,   57.098236,   -0.016174
356411.000000,   57.799988,   -0.023804
356511.000000,   57.647552,   -0.016174
356617.000000,   57.463531,   -0.016174
356737.000000,   57.265778,   -0.016174
356812.000000,   56.960907,   -0.023804
356926.000000,   56.976013,   -0.019226
357012.000000,   57.723083,   -0.026855
357111.000000,   58.044434,   -0.026855
357214.000000,   57.952423,   -0.019226
357360.000000,   57.066650,   -0.016174
357411.000000,   57.647552,   -0.019226
357511.000000,   57.036438,   -0.019226
357612.000000,   57.448425,   -0.016174
357711.000000,   57.203979,   -0.019226
357819.000000,   57.937317,   -0.019226
357912.000000,   57.128448,   -0.026855
358012.000000,   57.632446,   -0.019226
358106.000000,   57.463531,   -0.023804
358212.000000,   57.113342,   -0.026855
358310.000000,   57.784882,   -0.016174
358412.000000,   57.615967,   -0.019226
358532.000000,   57.570648,   -0.023804
358612.000000,   57.158661,   -0.019226
358711.000000,   57.769775,   -0.011597
358811.000000,   57.585754,   -0.023804
358929.000000,   57.220459,   -0.016174
359013.000000,   57.845306,   -0.026855
359111.000000,   57.600861,   -0.011597
359212.000000,   56.868896,   -0.016174
359311.000000,   57.403107,   -0.019226
359419.000000,   57.433319,   -0.019226
359532.000000,   57.235565,   -0.026855
359612.000000,   57.357788,   -0.019226
359710.000000,   57.677765,   -0.008545
359812.000000,   57.006226,   -0.023804
359911.000000,   57.203979,   -0.031433
360012.000000,   57.662659,   -0.019226
360133.000000,   57.615967,   -0.026855
360213.000000,   57.540436,   -0.031433
360311.000000,   57.478638,   -0.016174
360412.000000,   57.738190,   -0.019226
360519.000000,   57.738190,   -0.016174
360636.000000,   57.707977,   -0.023804
360713.000000,   57.021332,   -0.023804
360812.000000,   57.555542,   -0.016174
360911.000000,   57.495117,   -0.019226
361012.000000,   56.823578,   -0.031433
361125.000000,   57.433319,   -0.019226
361213.000000,   57.615967,   -0.016174
361311.000000,   57.203979,   -0.016174
361412.000000,   57.326202,   -0.011597
361511.000000,   57.997742,   -0.023804
361610.000000,   56.639557,   -0.016174
361723.000000,   57.128448,   -0.019226
361812.000000,   56.838684,   -0.023804
361912.000000,   57.692871,   -0.026855
362012.000000,   56.929321,   -0.023804
362111.000000,   57.083130,   -0.016174
362233.000000,   57.692871,   -0.008545
362307.000000,   56.991119,   -0.019226
362412.000000,   56.853790,   -0.023804
362510.000000,   57.632446,   -0.026855
362612.000000,   57.707977,   -0.016174
362711.000000,   56.899109,   -0.026855
362811.000000,   57.372894,   -0.019226
362907.000000,   57.510223,   -0.023804
363013.000000,   57.098236,   -0.016174
363111.000000,   56.899109,   -0.019226
363212.000000,   57.922211,   -0.016174
363307.000000,   57.066650,   -0.011597
363442.000000,   57.860413,   -0.019226
363551.000000,   57.632446,   -0.019226
363606.000000,   57.555542,   -0.023804
363712.000000,   57.220459,   -0.019226
363812.000000,   57.280884,   -0.023804
363937.000000,   57.723083,   -0.016174
364010.000000,   57.662659,   -0.011597
364112.000000,   57.357788,   -0.023804
364244.000000,   56.671143,   -0.019226
364311.000000,   57.510223,   -0.011597
364411.000000,   56.838684,   -0.023804
364514.000000,   57.051544,   -0.019226
364634.000000,   57.083130,   -0.011597
364712.000000,   57.692871,   -0.019226
364810.000000,   57.250671,   -0.026855
364912.000000,   56.823578,   -0.016174
365027.000000,   57.113342,   -0.016174
365113.000000,   57.647552,   -0.016174
365211.000000,   57.265778,   -0.023804
365312.000000,   57.006226,   -0.023804
365406.000000,   57.600861,   -0.011597
365512.000000,   57.173767,   -0.026855
365610.000000,   56.791992,   -0.019226
365712.000000,   57.203979,   -0.016174
365810.000000,   57.997742,   -0.019226
365912.000000,   56.899109,   -0.023804
366011.000000,   57.433319,   -0.023804
366118.000000,   56.761780,   -0.019226
366233.000000,   57.006226,   -0.016174
366313.000000,   56.761780,   -0.019226
366411.000000,   57.632446,   -0.016174
366512.000000,   57.707977,   -0.019226
366628.000000,   56.791992,   -0.019226
366713.000000,   57.632446,   -0.031433
366810.000000,   57.203979,   -0.026855
366912.000000,   56.686249,   -0.023804
367006.000000,   57.113342,   -0.019226
367112.000000,   57.707977,   -0.026855
367206.000000,   57.021332,   -0.016174
367326.000000,   57.357788,   -0.011597
367412.000000,   57.495117,   -0.016174
367512.000000,   57.295990,   -0.019226
367632.000000,   57.083130,   -0.016174
367710.000000,   57.615967,   -0.023804
367826.000000,   57.570648,   -0.019226
367913.000000,   57.220459,   -0.023804
368006.000000,   57.510223,   -0.026855
368111.000000,   56.517334,   -0.034485
368211.000000,   56.899109,   -0.023804
368315.000000,   57.083130,   -0.023804
368413.000000,   56.853790,   -0.023804
368512.000000,   57.570648,   -0.016174
368641.000000,   56.868896,   -0.023804
368712.000000,   57.692871,   -0.023804
368806.000000,   56.548920,   -0.023804
368914.000000,   56.838684,   -0.019226
369037.000000,   56.624451,   -0.011597
369112.000000,   57.326202,   -0.016174
369211.000000,   56.945801,   -0.023804
369313.000000,   57.463531,   -0.023804
369421.000000,   56.746674,   -0.019226
369512.000000,   56.533813,   -0.011597
369612.000000,   57.540436,   -0.023804
369712.000000,   56.716461,   -0.026855
369810.000000,   57.357788,   -0.016174
369912.000000,   57.525330,   -0.011597
370011.000000,   56.853790,   -0.023804
370112.000000,   57.006226,   -0.016174
370206.000000,   57.203979,   -0.023804
370312.000000,   56.548920,   -0.031433
370406.000000,   57.220459,   -0.011597
370512.000000,   57.784882,   -0.023804
370627.000000,   56.776886,   -0.023804
370712.000000,   57.403107,   -0.019226
370810.000000,   57.098236,   -0.016174
370912.000000,   56.533813,   -0.016174
371007.000000,   57.433319,   -0.016174
371134.000000,   56.976013,   -0.023804
371211.000000,   57.098236,   -0.034485
371311.000000,   57.555542,   -0.008545
371411.000000,   56.716461,   -0.011597
371513.000000,   57.113342,   -0.016174
371610.000000,   56.731567,   -0.034485
371751.000000,   56.808472,   -0.023804
371813.000000,   57.311096,   -0.016174
371912.000000,   56.929321,   -0.023804
372006.000000,   57.220459,   -0.016174
372109.000000,   57.021332,   -0.026855
372216.000000,   56.808472,   -0.023804
372337.000000,   57.203979,   -0.019226
372410.000000,   56.776886,   -0.019226
372512.000000,   56.899109,   -0.016174
372606.000000,   57.677765,   -0.023804
372727.000000,   56.791992,   -0.031433
372809.000000,   57.448425,   -0.023804
372912.000000,   57.250671,   -0.019226
373026.000000,   56.396484,   -0.026855
373112.000000,   57.295990,   -0.008545
373210.000000,   56.686249,   -0.023804
373312.000000,   56.853790,   -0.019226
373407.000000,   57.647552,   -0.016174
373512.000000,   56.884003,   -0.019226
373610.000000,   57.006226,   -0.026855
373712.000000,   57.173767,   -0.026855
373806.000000,   57.341309,   -0.026855
373929.000000,   56.517334,   -0.026855
374012.000000,   57.418213,   -0.016174
374112.000000,   57.250671,   -0.023804
374210.000000,   57.098236,   -0.026855
374321.000000,   57.463531,   -0.016174
374411.000000,   56.929321,   -0.016174
374512.000000,   56.731567,   -0.019226
374612.000000,   57.173767,   -0.019226
374712.000000,   57.006226,   -0.023804
374810.000000,   57.158661,   -0.019226
374923.000000,   57.540436,   -0.016174
375037.000000,   57.463531,   -0.008545
375112.000000,   56.716461,   -0.019226
375212.000000,   57.036438,   -0.019226
375310.000000,   56.441803,   -0.023804
375406.000000,   56.502228,   -0.031433
375525.000000,   56.976013,   -0.019226
375613.000000,   57.403107,   -0.031433
375712.000000,   56.746674,   -0.019226
375807.000000,   57.113342,   -0.016174
375910.000000,   56.808472,   -0.031433
376006.000000,   56.289368,   -0.023804
376126.000000,   56.808472,   -0.019226
376208.000000,   57.128448,   -0.016174
376312.000000,   56.319580,   -0.019226
376410.000000,   57.418213,   -0.008545
376513.000000,   57.158661,   -0.031433
376611.000000,   56.502228,   -0.026855
376726.000000,   57.250671,   -0.019226
376808.000000,   56.594238,   -0.019226
376911.000000,   56.701355,   -0.016174
377009.000000,   56.304474,   -0.026855
377115.000000,   56.624451,   -0.019226
377236.000000,   57.203979,   -0.023804
377313.000000,   56.686249,   -0.019226
377416.000000,   56.639557,   -0.019226
377512.000000,   57.311096,   -0.031433
377611.000000,   56.884003,   -0.019226
377717.000000,   57.220459,   -0.016174
377836.000000,   56.991119,   -0.026855
377912.000000,   56.502228,   -0.023804
378011.000000,   57.418213,   -0.023804
378112.000000,   56.823578,   -0.026855
378206.000000,   57.265778,   -0.016174
378323.000000,   57.128448,   -0.023804
378407.000000,   56.197357,   -0.016174
378512.000000,   57.143555,   -0.011597
378606.000000,   56.533813,   -0.016174
378712.000000,   56.776886,   -0.016174
378806.000000,   57.265778,   -0.011597
378912.000000,   56.884003,   -0.019226
379036.000000,   57.311096,   -0.016174
379112.000000,   56.426697,   -0.023804
379210.000000,   56.823578,   -0.011597
379314.000000,   57.128448,   -0.023804
379431.000000,   56.242676,   -0.019226
379513.000000,   57.113342,   -0.023804
379612.000000,   56.716461,   -0.019226
379712.000000,   57.326202,   -0.023804
379811.000000,   57.295990,   -0.019226
379915.000000,   56.991119,   49.703064
380037.000000,   56.349792,   49.782410
380113.000000,   56.441803,   49.793091
380211.000000,   57.341309,   49.790039
380312.000000,   57.173767,   49.785461
380410.000000,   57.220459,   49.785461
380517.000000,   56.929321,   49.774780
380636.000000,   56.686249,   49.777832
380713.000000,   56.929321,   49.785461
380811.000000,   57.280884,   49.793091
380911.000000,   56.853790,   49.785461
381026.000000,   56.701355,   49.785461
381112.000000,   56.609344,   49.782410
381207.000000,   56.654663,   49.790039
381312.000000,   57.478638,   49.790039
381406.000000,   56.945801,   49.790039
381512.000000,   56.411591,   49.777832
381632.000000,   56.396484,   49.793091
381712.000000,   56.823578,   49.790039
381836.000000,   57.051544,   49.785461
381912.000000,   57.540436,   49.785461
382011.000000,   57.083130,   49.790039
382112.000000,   56.716461,   49.774780
382229.000000,   56.517334,   49.777832
382312.000000,   57.203979,   49.790039
382406.000000,   57.937317,   49.782410
382512.000000,   57.158661,   49.785461
382606.000000,   57.235565,   49.777832
382734.000000,   56.868896,   49.777832
382807.000000,   57.615967,   49.782410
382911.000000,   57.632446,   49.785461
383006.000000,   57.280884,   49.793091
383112.000000,   56.899109,   49.785461
383206.000000,   57.662659,   49.790039
383312.000000,   57.647552,   49.785461
