t,   y,   u
30328.000000,   30.715942,   59.744873
30412.000000,   30.761261,   59.741821
30513.000000,   30.974121,   59.744873
30612.000000,   29.723053,   59.741821
30724.000000,   30.119934,   59.741821
30840.000000,   30.593719,   59.729614
30913.000000,   30.639038,   59.737244
31019.000000,   30.531921,   59.734192
31112.000000,   30.272369,   59.737244
31212.000000,   30.227051,   59.734192
31313.000000,   30.150146,   59.749451
31413.000000,   30.166626,   59.734192
31512.000000,   30.303955,   59.741821
31612.000000,   30.089722,   59.734192
31711.000000,   30.135040,   59.737244
31812.000000,   30.715942,   59.741821
31920.000000,   30.181732,   59.734192
32037.000000,   30.303955,   59.734192
32111.000000,   30.319061,   59.737244
32213.000000,   30.272369,   59.741821
32311.000000,   30.104828,   59.737244
32412.000000,   30.303955,   59.737244
32512.000000,   30.761261,   59.729614
32612.000000,   30.684357,   59.737244
32712.000000,   30.639038,   59.741821
32842.000000,   30.868378,   59.734192
32911.000000,   31.295471,   59.729614
33013.000000,   31.355896,   59.737244
33109.000000,   30.776367,   59.734192
33233.000000,   31.615448,   59.726562
33307.000000,   31.752777,   59.734192
33411.000000,   31.493225,   59.741821
33510.000000,   31.935425,   59.729614
33626.000000,   31.782990,   59.737244
33712.000000,   31.417694,   59.734192
33813.000000,   31.280365,   59.737244
33911.000000,   31.447906,   59.737244
34013.000000,   30.959015,   59.741821
34112.000000,   31.203461,   59.741821
34212.000000,   30.990601,   59.741821
34311.000000,   31.493225,   59.741821
34412.000000,   31.371002,   59.729614
34511.000000,   31.677246,   59.737244
34612.000000,   32.194977,   59.734192
34711.000000,   32.226562,   59.734192
34827.000000,   32.439423,   59.737244
34911.000000,   32.179871,   59.749451
35012.000000,   32.210083,   59.729614
35111.000000,   31.463013,   59.744873
35212.000000,   32.332306,   59.734192
35334.000000,   31.859894,   59.737244
35412.000000,   32.089233,   59.737244
35510.000000,   32.698975,   59.729614
35612.000000,   32.210083,   59.734192
35711.000000,   32.531433,   59.741821
35812.000000,   31.630554,   59.729614
35911.000000,   32.668762,   59.734192
36024.000000,   32.194977,   59.741821
36112.000000,   33.003845,   59.741821
36212.000000,   32.790985,   59.741821
36311.000000,   32.424316,   59.734192
36414.000000,   32.790985,   59.737244
36532.000000,   32.531433,   59.737244
36612.000000,   32.881622,   59.737244
36711.000000,   33.202972,   59.744873
36812.000000,   33.018951,   59.737244
36906.000000,   33.400726,   59.734192
37017.000000,   32.317200,   59.741821
37112.000000,   32.469635,   59.741821
37216.000000,   33.308716,   59.744873
37311.000000,   33.278503,   59.737244
37412.000000,   32.881622,   59.729614
37511.000000,   32.851410,   59.741821
37612.000000,   32.744293,   59.744873
37729.000000,   33.308716,   59.744873
37812.000000,   33.782501,   59.734192
37911.000000,   33.126068,   59.741821
38012.000000,   33.690491,   59.734192
38118.000000,   33.462524,   59.741821
38232.000000,   33.446045,   59.744873
38307.000000,   33.430939,   59.734192
38413.000000,   34.179382,   59.744873
38511.000000,   33.385620,   59.744873
38612.000000,   33.522949,   59.737244
38711.000000,   33.614960,   59.741821
38835.000000,   33.599854,   59.729614
38912.000000,   33.797607,   59.741821
39012.000000,   34.149170,   59.741821
39111.000000,   33.752289,   59.729614
39211.000000,   34.438934,   59.744873
39318.000000,   34.224701,   59.741821
39433.000000,   33.477631,   59.726562
39511.000000,   34.164276,   59.734192
39612.000000,   34.209595,   59.729614
39711.000000,   34.362030,   59.734192
39828.000000,   33.827820,   59.737244
39912.000000,   33.874512,   59.729614
40013.000000,   34.484253,   2.953186
40125.000000,   34.561157,   -0.121460
40212.000000,   34.713593,   -0.039062
40311.000000,   34.117584,   -0.042114
40412.000000,   34.209595,   -0.011597
40517.000000,   34.346924,   -0.016174
40613.000000,   34.682007,   -0.031433
40712.000000,   34.346924,   -0.019226
40811.000000,   33.980255,   -0.008545
40912.000000,   34.454041,   -0.019226
41024.000000,   34.819336,   -0.026855
41112.000000,   34.774017,   -0.023804
41213.000000,   34.132690,   -0.016174
41311.000000,   33.842926,   -0.023804
41412.000000,   34.392242,   -0.019226
41511.000000,   34.606476,   -0.023804
41611.000000,   34.301605,   -0.016174
41733.000000,   33.645172,   -0.026855
41813.000000,   33.812714,   -0.019226
41913.000000,   34.362030,   -0.019226
42012.000000,   34.544678,   -0.019226
42111.000000,   34.346924,   -0.016174
42223.000000,   34.377136,   -0.031433
42337.000000,   33.660278,   -0.019226
42412.000000,   33.782501,   -0.019226
42510.000000,   34.132690,   -0.023804
42612.000000,   33.995361,   -0.026855
42732.000000,   34.514465,   -0.023804
42812.000000,   34.164276,   -0.016174
42910.000000,   34.469147,   -0.026855
43032.000000,   33.553162,   -0.016174
43111.000000,   33.797607,   -0.016174
43212.000000,   34.254913,   -0.003967
43311.000000,   33.995361,   -0.019226
43419.000000,   34.042053,   -0.016174
43511.000000,   33.599854,   -0.011597
43612.000000,   33.462524,   -0.019226
43712.000000,   33.522949,   -0.019226
43811.000000,   34.362030,   -0.019226
43927.000000,   34.179382,   -0.023804
44047.000000,   33.645172,   -0.016174
44165.000000,   34.469147,   -0.023804
44223.000000,   33.187866,   -0.026855
44312.000000,   33.614960,   -0.026855
44412.000000,   34.011841,   -0.026855
44512.000000,   33.980255,   -0.023804
44636.000000,   33.446045,   -0.023804
44713.000000,   33.218079,   -0.023804
44811.000000,   33.370514,   -0.008545
44912.000000,   33.797607,   -0.031433
45020.000000,   33.767395,   -0.026855
45125.000000,   33.492737,   -0.023804
45212.000000,   33.782501,   -0.019226
45317.000000,   33.842926,   -0.019226
45410.000000,   33.446045,   -0.026855
45518.000000,   34.042053,   -0.011597
45636.000000,   33.263397,   -0.019226
45713.000000,   33.415833,   -0.019226
45812.000000,   33.325195,   -0.016174
45937.000000,   32.928314,   -0.019226
46018.000000,   33.095856,   -0.019226
46116.000000,   33.599854,   -0.026855
46237.000000,   33.812714,   -0.023804
46312.000000,   34.194489,   -0.011597
46412.000000,   33.568268,   -0.023804
46511.000000,   33.003845,   -0.023804
46612.000000,   33.858032,   -0.026855
46717.000000,   32.943420,   -0.026855
46834.000000,   33.370514,   -0.023804
46912.000000,   33.003845,   -0.016174
47012.000000,   32.913208,   -0.023804
47111.000000,   33.842926,   -0.019226
47228.000000,   33.705597,   -0.023804
47311.000000,   33.263397,   -0.023804
47413.000000,   32.698975,   -0.016174
47512.000000,   32.714081,   -0.026855
47612.000000,   33.355408,   -0.016174
47711.000000,   32.928314,   -0.026855
47822.000000,   33.660278,   -0.016174
47911.000000,   32.698975,   -0.026855
48019.000000,   32.851410,   -0.016174
48111.000000,   33.400726,   -0.016174
48212.000000,   33.950043,   -0.026855
48311.000000,   33.233185,   -0.011597
48429.000000,   32.943420,   -0.023804
48512.000000,   32.622070,   -0.023804
48612.000000,   32.866516,   -0.023804
48711.000000,   33.446045,   -0.011597
48812.000000,   33.492737,   -0.023804
48911.000000,   32.591858,   -0.016174
49019.000000,   33.583374,   -0.016174
49134.000000,   32.622070,   -0.003967
49212.000000,   33.110962,   -0.026855
49312.000000,   33.507843,   -0.019226
49412.000000,   33.430939,   -0.016174
49506.000000,   33.034058,   -0.019226
49623.000000,   32.759399,   -0.023804
49711.000000,   32.866516,   -0.019226
49812.000000,   33.110962,   -0.016174
49911.000000,   33.248291,   -0.019226
50012.000000,   33.263397,   59.734192
50130.000000,   32.424316,   59.737244
50212.000000,   32.469635,   59.744873
50306.000000,   32.881622,   59.737244
50412.000000,   32.851410,   59.726562
50511.000000,   33.446045,   59.737244
50612.000000,   32.394104,   59.737244
50722.000000,   32.454529,   59.737244
50838.000000,   32.653656,   59.729614
50912.000000,   32.516327,   59.734192
51012.000000,   32.516327,   59.737244
51111.000000,   33.065643,   59.737244
51211.000000,   32.806091,   59.729614
51330.000000,   33.278503,   59.741821
51412.000000,   33.080750,   59.734192
51511.000000,   32.744293,   59.737244
51612.000000,   32.241669,   59.734192
51711.000000,   33.095856,   59.737244
51811.000000,   32.683868,   59.737244
51918.000000,   32.439423,   59.741821
52036.000000,   33.034058,   59.734192
52112.000000,   32.958527,   59.737244
52211.000000,   32.683868,   59.741821
52311.000000,   33.340302,   59.744873
52412.000000,   33.919830,   59.729614
52511.000000,   33.675385,   59.737244
52612.000000,   33.141174,   59.734192
52710.000000,   33.233185,   59.734192
52812.000000,   33.187866,   59.744873
52911.000000,   33.340302,   59.737244
53031.000000,   34.164276,   59.737244
53111.000000,   34.149170,   59.729614
53212.000000,   33.355408,   59.744873
53312.000000,   33.370514,   59.729614
53412.000000,   33.492737,   59.737244
53511.000000,   33.614960,   59.729614
53626.000000,   34.102478,   59.741821
53712.000000,   34.666901,   59.737244
53812.000000,   34.469147,   59.734192
53911.000000,   33.950043,   59.737244
54012.000000,   33.934937,   59.734192
54106.000000,   34.254913,   59.729614
54233.000000,   34.011841,   59.744873
54306.000000,   34.286499,   59.734192
54412.000000,   35.170898,   59.737244
54511.000000,   34.728699,   59.734192
54612.000000,   34.499359,   59.737244
54706.000000,   34.346924,   59.734192
54823.000000,   34.209595,   59.741821
54911.000000,   34.072266,   59.741821
55011.000000,   34.682007,   59.734192
55111.000000,   35.278015,   59.726562
55214.000000,   34.743805,   59.734192
55333.000000,   34.636688,   59.734192
55412.000000,   34.286499,   59.729614
55511.000000,   34.438934,   59.729614
55612.000000,   34.454041,   59.734192
55711.000000,   34.499359,   59.729614
55819.000000,   34.194489,   59.741821
55933.000000,   35.445557,   59.729614
56012.000000,   34.666901,   59.737244
56138.000000,   35.003357,   59.729614
56212.000000,   34.682007,   59.737244
56310.000000,   35.063782,   59.737244
56412.000000,   34.819336,   59.737244
56531.000000,   35.887756,   59.737244
56612.000000,   35.475769,   59.737244
56711.000000,   35.430450,   59.737244
56812.000000,   35.460663,   59.741821
56919.000000,   35.490875,   59.744873
57034.000000,   35.887756,   59.734192
57112.000000,   35.842438,   59.737244
57212.000000,   35.445557,   59.729614
57311.000000,   34.956665,   59.729614
57412.000000,   35.567780,   59.737244
57511.000000,   36.055298,   59.737244
57612.000000,   36.101990,   59.734192
57729.000000,   35.522461,   59.741821
57812.000000,   35.430450,   59.729614
57911.000000,   35.705109,   59.741821
58013.000000,   35.460663,   59.744873
58117.000000,   35.231323,   59.726562
58235.000000,   35.735321,   59.729614
58312.000000,   35.720215,   59.729614
58412.000000,   35.934448,   59.741821
58510.000000,   35.979767,   59.737244
58612.000000,   35.597992,   59.741821
58722.000000,   36.421967,   59.737244
58812.000000,   35.934448,   59.741821
58910.000000,   36.711731,   59.741821
59039.000000,   36.346436,   59.737244
59112.000000,   36.651306,   59.741821
59212.000000,   36.711731,   59.741821
59311.000000,   37.016602,   59.737244
59433.000000,   35.872650,   59.734192
59512.000000,   36.025085,   59.734192
59612.000000,   37.078400,   59.737244
59711.000000,   36.604614,   59.741821
59827.000000,   36.544189,   59.737244
59912.000000,   35.979767,   59.741821
60012.000000,   36.071777,   4.364624
60112.000000,   36.452179,   -0.106201
60212.000000,   36.636200,   -0.023804
60311.000000,   37.245941,   -0.042114
60412.000000,   37.475281,   -0.023804
60511.000000,   36.483765,   -0.016174
60633.000000,   36.529083,   -0.026855
60712.000000,   36.421967,   -0.026855
60812.000000,   36.741943,   -0.008545
60906.000000,   36.467285,   -0.023804
61024.000000,   36.421967,   -0.026855
61139.000000,   37.291260,   -0.026855
61212.000000,   37.001495,   -0.016174
61311.000000,   36.818848,   -0.023804
61412.000000,   36.314850,   -0.031433
61511.000000,   36.681519,   -0.023804
61613.000000,   37.307739,   -0.019226
61711.000000,   37.520599,   -0.031433
61811.000000,   37.138824,   -0.019226
61944.000000,   36.651306,   -0.016174
62012.000000,   36.529083,   -0.011597
62110.000000,   37.460175,   -0.026855
62217.000000,   36.833954,   -0.019226
62335.000000,   37.200623,   -0.023804
62412.000000,   36.910858,   -0.019226
62510.000000,   36.544189,   -0.019226
62612.000000,   37.123718,   -0.023804
62728.000000,   36.849060,   -0.019226
62812.000000,   37.368164,   -0.019226
62911.000000,   36.986389,   -0.011597
63012.000000,   36.376648,   -0.019226
63106.000000,   36.329956,   -0.019226
63212.000000,   36.910858,   -0.026855
63306.000000,   37.138824,   -0.023804
63413.000000,   36.636200,   -0.023804
63507.000000,   36.467285,   -0.026855
63611.000000,   36.544189,   -0.026855
63711.000000,   36.636200,   -0.016174
63811.000000,   36.421967,   -0.023804
63924.000000,   36.559296,   -0.023804
64013.000000,   36.269531,   -0.019226
64106.000000,   36.421967,   -0.019226
64212.000000,   37.048187,   -0.023804
64306.000000,   36.910858,   -0.019226
64412.000000,   36.009979,   -0.016174
64507.000000,   35.750427,   -0.023804
64612.000000,   36.621094,   -0.011597
64710.000000,   37.215729,   -0.019226
64812.000000,   36.498871,   -0.026855
64910.000000,   35.949554,   -0.023804
65012.000000,   36.406860,   -0.019226
65122.000000,   35.674896,   -0.023804
65236.000000,   36.621094,   -0.026855
65312.000000,   36.666412,   -0.016174
65412.000000,   36.224213,   -0.019226
65506.000000,   36.025085,   -0.023804
65635.000000,   36.192627,   -0.016174
65712.000000,   36.758423,   -0.016174
65813.000000,   36.421967,   -0.019226
65912.000000,   35.934448,   -0.019226
66012.000000,   35.857544,   -0.023804
66117.000000,   35.949554,   -0.023804
66212.000000,   36.559296,   -0.019226
66319.000000,   36.696625,   -0.023804
66411.000000,   36.269531,   -0.023804
66511.000000,   35.582886,   -0.019226
66612.000000,   35.887756,   -0.019226
66711.000000,   35.720215,   -0.016174
66832.000000,   36.284637,   -0.019226
66906.000000,   35.917969,   -0.016174
67012.000000,   35.690002,   -0.031433
67111.000000,   35.797119,   -0.016174
67220.000000,   35.994873,   -0.026855
67337.000000,   36.040192,   -0.023804
67412.000000,   35.460663,   -0.011597
67506.000000,   35.949554,   -0.023804
67612.000000,   36.529083,   -0.019226
67707.000000,   35.902863,   -0.019226
67811.000000,   35.934448,   -0.023804
67937.000000,   36.132202,   -0.026855
68013.000000,   36.177521,   -0.016174
68111.000000,   35.628204,   -0.023804
68212.000000,   35.552673,   -0.023804
68306.000000,   35.475769,   -0.023804
68423.000000,   36.162415,   -0.023804
68506.000000,   35.705109,   -0.023804
68612.000000,   35.445557,   -0.019226
68711.000000,   36.117096,   -0.011597
68813.000000,   36.162415,   -0.023804
68935.000000,   35.201111,   -0.011597
69013.000000,   35.628204,   -0.019226
69107.000000,   35.140686,   -0.019226
69229.000000,   35.720215,   -0.031433
69312.000000,   35.353546,   -0.016174
69412.000000,   36.025085,   -0.019226
69526.000000,   36.055298,   -0.023804
69612.000000,   35.750427,   -0.019226
69711.000000,   35.353546,   -0.023804
69811.000000,   35.445557,   -0.011597
69906.000000,   36.132202,   -0.026855
70012.000000,   35.247803,   -0.019226
70129.000000,   34.926453,   -0.019226
70212.000000,   35.628204,   -0.016174
70311.000000,   35.994873,   -0.019226
70412.000000,   34.941559,   -0.019226
70518.000000,   35.231323,   -0.023804
70612.000000,   35.415344,   -0.026855
70711.000000,   35.690002,   -0.019226
70835.000000,   35.842438,   -0.023804
70912.000000,   34.941559,   -0.011597
71012.000000,   35.613098,   -0.008545
71111.000000,   36.086884,   -0.019226
71212.000000,   35.308228,   -0.034485
71311.000000,   35.033569,   -0.023804
71412.000000,   35.353546,   -0.016174
71511.000000,   35.674896,   -0.011597
71611.000000,   35.308228,   -0.026855
71711.000000,   35.048676,   -0.023804
71835.000000,   35.857544,   -0.023804
71912.000000,   35.812225,   -0.023804
72012.000000,   35.917969,   -0.034485
72131.000000,   35.353546,   -0.016174
72212.000000,   35.720215,   -0.019226
72311.000000,   34.866028,   -0.031433
72428.000000,   35.216217,   -0.023804
72512.000000,   35.628204,   -0.026855
72612.000000,   35.613098,   -0.016174
72711.000000,   34.789124,   -0.019226
72812.000000,   35.308228,   -0.023804
72913.000000,   34.758911,   -0.011597
73033.000000,   35.155792,   -0.008545
73111.000000,   34.941559,   -0.019226
73212.000000,   35.140686,   -0.023804
73306.000000,   35.323334,   -0.019226
73427.000000,   35.552673,   -0.016174
73512.000000,   34.758911,   -0.019226
73612.000000,   35.445557,   -0.026855
73711.000000,   35.582886,   -0.023804
73812.000000,   34.866028,   -0.011597
73910.000000,   35.170898,   -0.019226
74020.000000,   35.003357,   -0.031433
74106.000000,   35.262909,   -0.019226
74212.000000,   34.651794,   -0.023804
74306.000000,   35.522461,   -0.026855
74412.000000,   35.552673,   -0.016174
74506.000000,   34.666901,   -0.026855
74627.000000,   35.186005,   -0.019226
74712.000000,   35.659790,   -0.023804
74812.000000,   35.170898,   -0.016174
74906.000000,   34.728699,   -0.023804
75013.000000,   35.582886,   -0.026855
75111.000000,   34.835815,   -0.039062
75217.000000,   35.735321,   -0.023804
75336.000000,   35.490875,   -0.016174
75413.000000,   35.323334,   -0.011597
75511.000000,   34.896240,   -0.023804
75612.000000,   35.582886,   -0.023804
