t,   y,   u
0.000000,   21.590576,   59.757080
418.000000,   22.032776,   59.748535
522.000000,   21.590576,   59.748535
886.000000,   22.002563,   59.757080
1120.000000,   21.758118,   59.760742
1440.000000,   21.667480,   59.752197
1700.000000,   22.459869,   59.757080
2034.000000,   22.062988,   59.748535
2294.000000,   21.758118,   59.748535
2608.000000,   22.459869,   59.757080
2846.000000,   22.459869,   59.757080
3134.000000,   22.414551,   59.752197
3393.000000,   23.116302,   59.760742
3654.000000,   23.421173,   59.752197
3944.000000,   23.543396,   59.748535
4261.000000,   23.558502,   59.748535
4546.000000,   23.390961,   59.760742
4840.000000,   23.879852,   59.760742
5156.000000,   24.032288,   59.744873
5418.000000,   23.605194,   59.752197
5754.000000,   23.879852,   59.760742
6037.000000,   24.642029,   59.748535
6296.000000,   23.925171,   59.757080
6627.000000,   24.764252,   59.752197
6860.000000,   25.268250,   59.748535
7367.000000,   25.130920,   59.757080
7667.000000,   24.856262,   59.752197
7900.000000,   25.847778,   59.764404
8218.000000,   25.298462,   59.748535
8534.000000,   25.755768,   59.757080
8820.000000,   25.481110,   59.752197
9110.000000,   25.206451,   59.757080
9368.000000,   25.787354,   59.748535
9686.000000,   26.457520,   59.752197
9939.000000,   26.152649,   -0.023193
10260.000000,   26.611328,   -0.030518
10574.000000,   26.259766,   -0.037842
10871.000000,   26.656647,   -0.026855
11181.000000,   25.832672,   -0.030518
11512.000000,   26.015320,   -0.026855
11793.000000,   26.717072,   -0.030518
12051.000000,   26.869507,   -0.019531
12364.000000,   26.457520,   -0.037842
12624.000000,   26.122437,   -0.034180
12954.000000,   26.092224,   -0.030518
13274.000000,   26.182861,   -0.034180
13534.000000,   26.229553,   -0.023193
13852.000000,   25.787354,   -0.030518
14134.000000,   25.787354,   -0.030518
14394.000000,   25.740662,   -0.037842
14715.000000,   26.305084,   -0.026855
14974.000000,   25.527802,   -0.030518
15307.000000,   25.755768,   -0.026855
15600.000000,   25.238037,   -0.030518
15858.000000,   26.015320,   -0.034180
