File_Record_0005.rec ( 40391 Echant/voies ) Période acquisition :10ms
Date :6/16/2023 4:08:55 PM Fmax 0.7 Hz
t	y	u	
104630.000000	3.6057e+001	-1.1348e-002	
104640.000000	3.6377e+001	-7.5652e-003	
104650.000000	3.5828e+001	-1.5130e-002	
104660.000000	3.6484e+001	-2.2695e-002	
104670.000000	3.6209e+001	-1.5130e-002	
104680.000000	3.6331e+001	-1.1348e-002	
104690.000000	3.6743e+001	-1.5130e-002	
104700.000000	3.6255e+001	-1.1348e-002	
104710.000000	3.6270e+001	-1.8913e-002	
104720.000000	3.5614e+001	-1.8913e-002	
104730.000000	3.5904e+001	-1.8913e-002	
104740.000000	3.5797e+001	-7.5652e-003	
104750.000000	3.5889e+001	-1.5130e-002	
104760.000000	3.6224e+001	-1.1348e-002	
104770.000000	3.5736e+001	-2.6478e-002	
104780.000000	3.6392e+001	-1.1348e-002	
104790.000000	3.6392e+001	-1.8913e-002	
104800.000000	3.6606e+001	-1.5130e-002	
104810.000000	3.6499e+001	-1.8913e-002	
104820.000000	3.6255e+001	-1.8913e-002	
104830.000000	3.6285e+001	-1.8913e-002	
104840.000000	3.5736e+001	-1.8913e-002	
104850.000000	3.6194e+001	-1.8913e-002	
104860.000000	3.6148e+001	-2.2695e-002	
104870.000000	3.5629e+001	-1.1348e-002	
104880.000000	3.6240e+001	-1.8913e-002	
104890.000000	3.5919e+001	-1.8913e-002	
104900.000000	3.6499e+001	-2.2695e-002	
104910.000000	3.6499e+001	-2.2695e-002	
104920.000000	3.6270e+001	-2.6478e-002	
104930.000000	3.6102e+001	-1.5130e-002	
104940.000000	3.5751e+001	-1.8913e-002	
104950.000000	3.6163e+001	-2.6478e-002	
104960.000000	3.5904e+001	-1.8913e-002	
104970.000000	3.5919e+001	-1.1348e-002	
104980.000000	3.6301e+001	-1.1348e-002	
104990.000000	3.5828e+001	-1.5130e-002	
105000.000000	3.6407e+001	-1.5130e-002	
105010.000000	3.6484e+001	-1.5130e-002	
105020.000000	3.6774e+001	-3.0261e-002	
105030.000000	3.6499e+001	-1.1348e-002	
105040.000000	3.6133e+001	-2.6478e-002	
105050.000000	3.6362e+001	-1.5130e-002	
105060.000000	3.5614e+001	-1.8913e-002	
105070.000000	3.6179e+001	-1.5130e-002	
105080.000000	3.5934e+001	-1.5130e-002	
105090.000000	3.5568e+001	-2.2695e-002	
105100.000000	3.6057e+001	-1.1348e-002	
105110.000000	3.5873e+001	-1.1348e-002	
105120.000000	3.6484e+001	-1.1348e-002	
105130.000000	3.6377e+001	-2.2695e-002	
105140.000000	3.6530e+001	-3.4043e-002	
105150.000000	3.6423e+001	-1.8913e-002	
105160.000000	3.5950e+001	-1.8913e-002	
105170.000000	3.6819e+001	2.2245e+001	
105180.000000	3.6011e+001	4.9408e+001	
105190.000000	3.5980e+001	4.9321e+001	
105200.000000	3.5431e+001	4.9344e+001	
105210.000000	3.5767e+001	4.9374e+001	
105220.000000	3.6133e+001	4.9408e+001	
105230.000000	3.5873e+001	4.9431e+001	
105240.000000	3.6194e+001	4.9450e+001	
105250.000000	3.5736e+001	4.9465e+001	
105260.000000	3.6484e+001	4.9480e+001	
105270.000000	3.6285e+001	4.9491e+001	
105280.000000	3.6713e+001	4.9495e+001	
105290.000000	3.6377e+001	4.9503e+001	
105300.000000	3.6316e+001	4.9510e+001	
105310.000000	3.6484e+001	4.9506e+001	
105320.000000	3.6255e+001	4.9506e+001	
105330.000000	3.6362e+001	4.9522e+001	
105340.000000	3.5889e+001	4.9510e+001	
105350.000000	3.6362e+001	4.9522e+001	
105360.000000	3.5843e+001	4.9533e+001	
105370.000000	3.5919e+001	4.9518e+001	
105380.000000	3.5721e+001	4.9522e+001	
105390.000000	3.6270e+001	4.9522e+001	
105400.000000	3.6072e+001	4.9529e+001	
105410.000000	3.5751e+001	4.9533e+001	
105420.000000	3.5812e+001	4.9533e+001	
105430.000000	3.5843e+001	4.9522e+001	
105440.000000	3.6377e+001	4.9533e+001	
105450.000000	3.5950e+001	4.9529e+001	
105460.000000	3.6179e+001	4.9533e+001	
105470.000000	3.6011e+001	4.9533e+001	
105480.000000	3.6606e+001	4.9533e+001	
105490.000000	3.6453e+001	4.9529e+001	
105500.000000	3.6591e+001	4.9544e+001	
105510.000000	3.6423e+001	4.9540e+001	
105520.000000	3.5995e+001	4.9544e+001	
105530.000000	3.6560e+001	4.9533e+001	
105540.000000	3.6087e+001	4.9537e+001	
105550.000000	3.6316e+001	4.9540e+001	
105560.000000	3.5690e+001	4.9548e+001	
105570.000000	3.6301e+001	4.9537e+001	
105580.000000	3.5721e+001	4.9544e+001	
105590.000000	3.5706e+001	4.9540e+001	
105600.000000	3.5797e+001	4.9544e+001	
105610.000000	3.5995e+001	4.9533e+001	
105620.000000	3.6255e+001	4.9544e+001	
105630.000000	3.5690e+001	4.9540e+001	
105640.000000	3.5950e+001	4.9537e+001	
105650.000000	3.6148e+001	4.9537e+001	
105660.000000	3.6591e+001	4.9540e+001	
105670.000000	3.6041e+001	4.9540e+001	
105680.000000	3.6346e+001	4.9529e+001	
105690.000000	3.6087e+001	4.9548e+001	
105700.000000	3.6545e+001	4.9540e+001	
105710.000000	3.6530e+001	4.9540e+001	
105720.000000	3.6377e+001	4.9537e+001	
105730.000000	3.6438e+001	4.9537e+001	
105740.000000	3.6102e+001	4.9544e+001	
105750.000000	3.6499e+001	4.9540e+001	
105760.000000	3.6102e+001	4.9552e+001	
105770.000000	3.6285e+001	4.9544e+001	
105780.000000	3.5522e+001	4.9544e+001	
105790.000000	3.6148e+001	4.9544e+001	
105800.000000	3.5782e+001	4.9544e+001	
105810.000000	3.5797e+001	4.9540e+001	
105820.000000	3.5736e+001	4.9548e+001	
105830.000000	3.5751e+001	4.9540e+001	
105840.000000	3.6301e+001	4.9544e+001	
105850.000000	3.5507e+001	4.9552e+001	
105860.000000	3.6331e+001	4.9540e+001	
105870.000000	3.6377e+001	4.9552e+001	
105880.000000	3.6804e+001	4.9544e+001	
105890.000000	3.6255e+001	4.9548e+001	
105900.000000	3.6102e+001	4.9540e+001	
105910.000000	3.6423e+001	4.9544e+001	
105920.000000	3.6362e+001	4.9544e+001	
105930.000000	3.6514e+001	4.9537e+001	
105940.000000	3.5919e+001	4.9537e+001	
105950.000000	3.6179e+001	4.9533e+001	
105960.000000	3.5904e+001	4.9540e+001	
105970.000000	3.6285e+001	4.9540e+001	
105980.000000	3.5919e+001	4.9537e+001	
105990.000000	3.6102e+001	4.9540e+001	
106000.000000	3.5675e+001	4.9548e+001	
106010.000000	3.6057e+001	4.9544e+001	
106020.000000	3.5934e+001	4.9544e+001	
106030.000000	3.5675e+001	4.9544e+001	
106040.000000	3.5995e+001	4.9540e+001	
106050.000000	3.5934e+001	4.9537e+001	
106060.000000	3.6148e+001	4.9533e+001	
106070.000000	3.5660e+001	4.9548e+001	
106080.000000	3.6392e+001	4.9540e+001	
106090.000000	3.6270e+001	4.9548e+001	
106100.000000	3.6758e+001	4.9544e+001	
106110.000000	3.6316e+001	4.9540e+001	
106120.000000	3.6148e+001	4.9544e+001	
106130.000000	3.6499e+001	4.9548e+001	
106140.000000	3.6377e+001	4.9548e+001	
106150.000000	3.6499e+001	4.9540e+001	
106160.000000	3.5782e+001	4.9540e+001	
106170.000000	3.6087e+001	4.9540e+001	
106180.000000	3.5690e+001	4.9540e+001	
106190.000000	3.6133e+001	4.9537e+001	
106200.000000	3.5889e+001	4.9544e+001	
106210.000000	3.5919e+001	4.9544e+001	
106220.000000	3.5721e+001	4.9540e+001	
106230.000000	3.6057e+001	4.9537e+001	
106240.000000	3.6087e+001	4.9540e+001	
106250.000000	3.5797e+001	4.9544e+001	
106260.000000	3.6102e+001	4.9537e+001	
106270.000000	3.6087e+001	4.9552e+001	
106280.000000	3.6240e+001	4.9544e+001	
106290.000000	3.5736e+001	4.9540e+001	
106300.000000	3.6285e+001	4.9540e+001	
106310.000000	3.6301e+001	4.9544e+001	
106320.000000	3.6758e+001	4.9537e+001	
106330.000000	3.6270e+001	4.9544e+001	
106340.000000	3.6194e+001	4.9548e+001	
106350.000000	3.6575e+001	4.9548e+001	
106360.000000	3.6362e+001	4.9544e+001	
106370.000000	3.6545e+001	4.9537e+001	
106380.000000	3.5873e+001	4.9540e+001	
106390.000000	3.6194e+001	4.9552e+001	
106400.000000	3.5706e+001	4.9544e+001	
106410.000000	3.6118e+001	4.9540e+001	
106420.000000	3.5858e+001	4.9548e+001	
106430.000000	3.5934e+001	4.9548e+001	
106440.000000	3.5934e+001	4.9556e+001	
106450.000000	3.5965e+001	4.9537e+001	
106460.000000	3.6102e+001	4.9537e+001	
106470.000000	3.5812e+001	4.9540e+001	
106480.000000	3.6148e+001	4.9544e+001	
106490.000000	3.6118e+001	4.9540e+001	
106500.000000	3.6331e+001	4.9552e+001	
106510.000000	3.5751e+001	4.9544e+001	
106520.000000	3.6270e+001	4.9544e+001	
106530.000000	3.6346e+001	4.9540e+001	
106540.000000	3.6743e+001	4.9544e+001	
106550.000000	3.6179e+001	4.9552e+001	
106560.000000	3.6285e+001	4.9548e+001	
106570.000000	3.6575e+001	4.9548e+001	
106580.000000	3.6514e+001	4.9548e+001	
106590.000000	3.6728e+001	4.9537e+001	
106600.000000	3.5934e+001	4.0050e+001	
106610.000000	3.6179e+001	3.1562e+001	
106620.000000	3.5751e+001	2.2109e+001	
106630.000000	3.6179e+001	1.7438e+001	
106640.000000	3.5980e+001	1.2203e+001	
106650.000000	3.5797e+001	9.6077e+000	
106660.000000	3.6041e+001	6.6914e+000	
106670.000000	3.5873e+001	5.2427e+000	
106680.000000	3.6469e+001	3.6086e+000	
106690.000000	3.5995e+001	2.7878e+000	
106700.000000	3.6438e+001	1.8648e+000	
106710.000000	3.6560e+001	1.4109e+000	
106720.000000	3.6423e+001	8.7756e-001	
106730.000000	3.6209e+001	6.1656e-001	
106740.000000	3.5660e+001	3.3287e-001	
106750.000000	3.6118e+001	1.7400e-001	
106760.000000	3.5843e+001	-1.1348e-002	
106770.000000	3.6072e+001	-9.0782e-002	
106780.000000	3.6194e+001	-1.8156e-001	
106790.000000	3.5660e+001	-1.6643e-001	
106800.000000	3.6423e+001	-1.0213e-001	
106810.000000	3.6362e+001	-7.5652e-002	
106820.000000	3.6774e+001	-4.1608e-002	
106830.000000	3.6392e+001	-2.2695e-002	
106840.000000	3.6484e+001	3.7826e-003	
106850.000000	3.6499e+001	7.5652e-003	
106860.000000	3.5965e+001	1.8913e-002	
106870.000000	3.6453e+001	7.5652e-003	
106880.000000	3.5919e+001	-1.8913e-002	
106890.000000	3.5965e+001	-2.6478e-002	
106900.000000	3.5751e+001	-4.5391e-002	
106910.000000	3.5736e+001	-3.4043e-002	
106920.000000	3.6209e+001	-1.5130e-002	
106930.000000	3.6102e+001	-7.5652e-003	
106940.000000	3.6667e+001	-1.5130e-002	
106950.000000	3.6163e+001	-7.5652e-003	
106960.000000	3.6209e+001	-1.5130e-002	
106970.000000	3.6621e+001	-1.5130e-002	
106980.000000	3.6133e+001	-3.4043e-002	
106990.000000	3.6423e+001	-3.4043e-002	
107000.000000	3.5950e+001	-3.0261e-002	
107010.000000	3.6011e+001	-1.8913e-002	
107020.000000	3.5812e+001	-1.8913e-002	
107030.000000	3.6163e+001	-7.5652e-003	
107040.000000	3.6606e+001	-1.5130e-002	
107050.000000	3.6057e+001	-1.8913e-002	
107060.000000	3.6636e+001	-1.5130e-002	
107070.000000	3.6285e+001	-2.2695e-002	
107080.000000	3.6484e+001	-1.5130e-002	
107090.000000	3.6774e+001	-1.1348e-002	
107100.000000	3.6392e+001	-7.5652e-003	
107110.000000	3.6331e+001	-1.5130e-002	
107120.000000	3.5721e+001	-1.1348e-002	
107130.000000	3.6163e+001	-1.8913e-002	
107140.000000	3.5873e+001	-2.6478e-002	
107150.000000	3.5919e+001	-3.0261e-002	
107160.000000	3.6377e+001	-1.8913e-002	
107170.000000	3.5843e+001	-2.6478e-002	
107180.000000	3.6392e+001	-1.8913e-002	
107190.000000	3.6346e+001	-1.1348e-002	
107200.000000	3.6667e+001	-1.1348e-002	
107210.000000	3.6621e+001	-1.1348e-002	
107220.000000	3.6453e+001	-2.2695e-002	
107230.000000	3.6423e+001	-1.5130e-002	
107240.000000	3.6026e+001	-1.1348e-002	
107250.000000	3.6499e+001	-1.8913e-002	
107260.000000	3.6102e+001	-1.8913e-002	
107270.000000	3.6057e+001	-7.5652e-003	
107280.000000	3.6194e+001	-1.5130e-002	
107290.000000	3.6011e+001	-1.1348e-002	
107300.000000	3.6438e+001	-2.6478e-002	
107310.000000	3.6469e+001	-1.8913e-002	
107320.000000	3.6835e+001	-1.5130e-002	
107330.000000	3.6484e+001	-1.5130e-002	
107340.000000	3.6316e+001	-1.1348e-002	
107350.000000	3.6560e+001	-2.2695e-002	
107360.000000	3.6041e+001	-1.8913e-002	
107370.000000	3.6346e+001	-1.8913e-002	
107380.000000	3.6026e+001	-1.5130e-002	
107390.000000	3.5889e+001	-1.1348e-002	
107400.000000	3.5995e+001	-2.6478e-002	
107410.000000	3.6194e+001	-1.1348e-002	
107420.000000	3.6667e+001	-1.5130e-002	
107430.000000	3.6270e+001	-7.5652e-003	
107440.000000	3.6774e+001	-1.8913e-002	
107450.000000	3.6530e+001	-1.1348e-002	
107460.000000	3.6514e+001	-2.2695e-002	
107470.000000	3.6850e+001	-7.5652e-003	
107480.000000	3.6499e+001	-1.5130e-002	
107490.000000	3.6453e+001	-2.6478e-002	
107500.000000	3.5950e+001	-1.5130e-002	
107510.000000	3.6194e+001	-2.2695e-002	
107520.000000	3.5873e+001	-1.8913e-002	
107530.000000	3.6026e+001	-1.1348e-002	
107540.000000	3.6392e+001	-7.5652e-003	
107550.000000	3.5919e+001	-1.8913e-002	
107560.000000	3.6423e+001	-1.8913e-002	
107570.000000	3.6270e+001	-2.2695e-002	
107580.000000	3.6697e+001	-1.1348e-002	
107590.000000	3.6713e+001	-7.5652e-003	
107600.000000	3.6392e+001	-1.5130e-002	
107610.000000	3.6469e+001	-1.8913e-002	
107620.000000	3.6011e+001	-1.8913e-002	
107630.000000	3.6484e+001	-7.5652e-003	
107640.000000	3.6179e+001	-2.2695e-002	
107650.000000	3.6163e+001	-1.8913e-002	
107660.000000	3.6423e+001	-1.5130e-002	
107670.000000	3.6011e+001	-1.8913e-002	
107680.000000	3.6530e+001	-1.8913e-002	
107690.000000	3.6575e+001	-1.8913e-002	
107700.000000	3.6926e+001	-2.2695e-002	
107710.000000	3.6575e+001	-1.5130e-002	
107720.000000	3.6545e+001	-2.2695e-002	
107730.000000	3.6575e+001	-1.1348e-002	
107740.000000	3.6102e+001	-1.1348e-002	
107750.000000	3.6575e+001	-1.5130e-002	
107760.000000	3.6041e+001	-1.1348e-002	
107770.000000	3.5919e+001	-1.1348e-002	
107780.000000	3.5858e+001	-2.2695e-002	
107790.000000	3.5965e+001	-1.8913e-002	
107800.000000	3.6423e+001	-7.5652e-003	
107810.000000	3.6331e+001	-1.5130e-002	
107820.000000	3.6819e+001	-1.8913e-002	
107830.000000	3.6453e+001	-2.2695e-002	
107840.000000	3.6438e+001	-1.1348e-002	
107850.000000	3.6957e+001	-1.8913e-002	
107860.000000	3.6560e+001	-1.8913e-002	
107870.000000	3.6667e+001	-2.2695e-002	
107880.000000	3.6285e+001	-1.1348e-002	
107890.000000	3.6331e+001	-1.8913e-002	
107900.000000	3.6026e+001	-1.5130e-002	
107910.000000	3.6301e+001	-2.2695e-002	
107920.000000	3.6743e+001	-1.8913e-002	
107930.000000	3.6102e+001	-2.6478e-002	
107940.000000	3.6621e+001	-2.6478e-002	
107950.000000	3.6362e+001	-1.1348e-002	
107960.000000	3.6758e+001	-1.8913e-002	
107970.000000	3.6789e+001	-1.5130e-002	
107980.000000	3.6636e+001	-1.8913e-002	
107990.000000	3.6530e+001	-1.5130e-002	
108000.000000	3.6026e+001	-1.8913e-002	
108010.000000	3.6377e+001	-2.2695e-002	
108020.000000	3.5904e+001	-2.6478e-002	
108030.000000	3.6819e+001	3.5378e+001	
108040.000000	3.6179e+001	4.9378e+001	
108050.000000	3.6148e+001	4.9325e+001	
108060.000000	3.6087e+001	4.9363e+001	
108070.000000	3.6224e+001	4.9374e+001	
108080.000000	3.6285e+001	4.9416e+001	
108090.000000	3.5889e+001	4.9442e+001	
108100.000000	3.6545e+001	4.9446e+001	
108110.000000	3.6392e+001	4.9472e+001	
108120.000000	3.6926e+001	4.9491e+001	
108130.000000	3.6331e+001	4.9495e+001	
108140.000000	3.6682e+001	4.9487e+001	
108150.000000	3.6758e+001	4.9503e+001	
108160.000000	3.6987e+001	4.9506e+001	
108170.000000	3.6880e+001	4.9510e+001	
108180.000000	3.6407e+001	4.9514e+001	
108190.000000	3.6728e+001	4.9525e+001	
108200.000000	3.6453e+001	4.9522e+001	
108210.000000	3.6926e+001	4.9522e+001	
108220.000000	3.6331e+001	4.9522e+001	
108230.000000	3.6438e+001	4.9529e+001	
108240.000000	3.6179e+001	4.9522e+001	
108250.000000	3.6484e+001	4.9525e+001	
108260.000000	3.6194e+001	4.9529e+001	
108270.000000	3.6331e+001	4.9522e+001	
108280.000000	3.6179e+001	4.9522e+001	
108290.000000	3.6438e+001	4.9529e+001	
108300.000000	3.6255e+001	4.9537e+001	
108310.000000	3.5843e+001	4.9529e+001	
108320.000000	3.6133e+001	4.9525e+001	
108330.000000	3.6270e+001	4.9529e+001	
108340.000000	3.6667e+001	4.9529e+001	
108350.000000	3.6072e+001	4.9540e+001	
108360.000000	3.6499e+001	4.9537e+001	
108370.000000	3.6270e+001	4.9529e+001	
108380.000000	3.7079e+001	4.9533e+001	
108390.000000	3.6758e+001	4.9533e+001	
108400.000000	3.6804e+001	4.9537e+001	
108410.000000	3.6636e+001	4.9540e+001	
108420.000000	3.6621e+001	4.9533e+001	
108430.000000	3.6926e+001	4.9537e+001	
108440.000000	3.6575e+001	4.9533e+001	
108450.000000	3.6758e+001	4.9544e+001	
108460.000000	3.6224e+001	4.9548e+001	
108470.000000	3.6713e+001	4.9544e+001	
108480.000000	3.6331e+001	4.9544e+001	
108490.000000	3.6255e+001	4.9529e+001	
108500.000000	3.6087e+001	4.9540e+001	
108510.000000	3.6652e+001	4.9529e+001	
108520.000000	3.6270e+001	4.9540e+001	
108530.000000	3.6148e+001	4.9537e+001	
108540.000000	3.5889e+001	4.9537e+001	
108550.000000	3.6133e+001	4.9544e+001	
108560.000000	3.6499e+001	4.9540e+001	
108570.000000	3.6026e+001	4.9544e+001	
108580.000000	3.6240e+001	4.9537e+001	
108590.000000	3.5904e+001	4.9540e+001	
108600.000000	3.6652e+001	4.9540e+001	
108610.000000	3.6255e+001	4.9540e+001	
108620.000000	3.7064e+001	4.9537e+001	
108630.000000	3.6469e+001	4.9540e+001	
108640.000000	3.6789e+001	4.9552e+001	
108650.000000	3.6819e+001	4.9548e+001	
108660.000000	3.6804e+001	4.9548e+001	
108670.000000	3.6743e+001	4.9548e+001	
108680.000000	3.6438e+001	4.9548e+001	
108690.000000	3.6911e+001	4.9544e+001	
108700.000000	3.6514e+001	4.9533e+001	
108710.000000	3.6362e+001	4.9548e+001	
108720.000000	3.6087e+001	4.9544e+001	
108730.000000	3.6758e+001	4.9548e+001	
108740.000000	3.6438e+001	4.9540e+001	
108750.000000	3.6407e+001	4.9556e+001	
108760.000000	3.5889e+001	4.9537e+001	
108770.000000	3.6316e+001	4.9548e+001	
108780.000000	3.6102e+001	4.9548e+001	
108790.000000	3.6285e+001	4.9540e+001	
108800.000000	3.6194e+001	4.9537e+001	
108810.000000	3.5904e+001	4.9540e+001	
108820.000000	3.6118e+001	4.9552e+001	
108830.000000	3.6118e+001	4.9548e+001	
108840.000000	3.6758e+001	4.9548e+001	
108850.000000	3.6301e+001	4.9548e+001	
108860.000000	3.6819e+001	4.9544e+001	
108870.000000	3.6606e+001	4.9548e+001	
108880.000000	3.6957e+001	4.9540e+001	
108890.000000	3.6469e+001	4.9537e+001	
108900.000000	3.6667e+001	4.9540e+001	
108910.000000	3.6957e+001	4.9537e+001	
108920.000000	3.6896e+001	4.9540e+001	
108930.000000	3.6652e+001	4.9544e+001	
108940.000000	3.6224e+001	4.9537e+001	
108950.000000	3.6758e+001	4.9548e+001	
108960.000000	3.6499e+001	4.9548e+001	
108970.000000	3.6774e+001	4.9540e+001	
108980.000000	3.6316e+001	4.9537e+001	
108990.000000	3.6484e+001	4.9540e+001	
109000.000000	3.6148e+001	4.9537e+001	
109010.000000	3.6514e+001	4.9552e+001	
109020.000000	3.6270e+001	4.9540e+001	
109030.000000	3.6362e+001	4.9548e+001	
109040.000000	3.6118e+001	4.9544e+001	
109050.000000	3.6270e+001	4.9544e+001	
109060.000000	3.6224e+001	4.9548e+001	
109070.000000	3.5782e+001	4.9548e+001	
109080.000000	3.6438e+001	4.9548e+001	
109090.000000	3.6255e+001	4.9556e+001	
109100.000000	3.6804e+001	4.9548e+001	
109110.000000	3.6179e+001	4.9548e+001	
109120.000000	3.6697e+001	4.9540e+001	
109130.000000	3.6621e+001	4.9540e+001	
109140.000000	3.7140e+001	4.9552e+001	
109150.000000	3.6697e+001	4.9540e+001	
109160.000000	3.6713e+001	4.9552e+001	
109170.000000	3.6743e+001	4.9544e+001	
109180.000000	3.6682e+001	4.9544e+001	
109190.000000	3.6972e+001	4.9548e+001	
109200.000000	3.6575e+001	4.9537e+001	
109210.000000	3.6774e+001	4.9544e+001	
109220.000000	3.6331e+001	4.9548e+001	
109230.000000	3.6728e+001	4.9544e+001	
109240.000000	3.6392e+001	4.9544e+001	
109250.000000	3.6407e+001	4.9548e+001	
109260.000000	3.6179e+001	4.9552e+001	
109270.000000	3.6682e+001	4.9544e+001	
109280.000000	3.6270e+001	4.9540e+001	
109290.000000	3.6087e+001	4.9544e+001	
109300.000000	3.5919e+001	4.9552e+001	
109310.000000	3.6285e+001	4.9548e+001	
109320.000000	3.6438e+001	4.9552e+001	
109330.000000	3.5995e+001	4.9544e+001	
109340.000000	3.6224e+001	4.9544e+001	
109350.000000	3.5995e+001	4.9544e+001	
109360.000000	3.6743e+001	4.9540e+001	
109370.000000	3.6407e+001	4.9548e+001	
109380.000000	3.6896e+001	4.9556e+001	
109390.000000	3.6453e+001	4.9540e+001	
109400.000000	3.6743e+001	4.9540e+001	
109410.000000	3.6652e+001	4.9537e+001	
109420.000000	3.6865e+001	4.9540e+001	
109430.000000	3.6560e+001	4.9537e+001	
109440.000000	3.6758e+001	4.9552e+001	
109450.000000	3.6926e+001	4.9548e+001	
109460.000000	3.6636e+001	3.8492e+001	
109470.000000	3.6621e+001	3.0348e+001	
109480.000000	3.6118e+001	2.1258e+001	
109490.000000	3.6819e+001	1.6764e+001	
109500.000000	3.6407e+001	1.1734e+001	
109510.000000	3.6209e+001	9.2333e+000	
109520.000000	3.5919e+001	6.4342e+000	
109530.000000	3.6163e+001	5.0308e+000	
109540.000000	3.6438e+001	3.4573e+000	
109550.000000	3.6301e+001	2.6705e+000	
109560.000000	3.6804e+001	1.7816e+000	
109570.000000	3.6407e+001	1.3428e+000	
109580.000000	3.6728e+001	8.2838e-001	
109590.000000	3.6865e+001	5.7495e-001	
109600.000000	3.6819e+001	3.0261e-001	
109610.000000	3.6682e+001	1.4752e-001	
109620.000000	3.6224e+001	-2.2695e-002	
109630.000000	3.6850e+001	-9.8347e-002	
109640.000000	3.6331e+001	-1.8535e-001	
109650.000000	3.6652e+001	-1.6265e-001	
109660.000000	3.6346e+001	-9.8347e-002	
109670.000000	3.6087e+001	-6.8086e-002	
109680.000000	3.6362e+001	-3.4043e-002	
109690.000000	3.6346e+001	-2.2695e-002	
109700.000000	3.6972e+001	-3.7826e-003	
109710.000000	3.6530e+001	-3.7826e-003	
109720.000000	3.6987e+001	1.1348e-002	
109730.000000	3.6499e+001	1.1348e-002	
109740.000000	3.6819e+001	-2.2695e-002	
109750.000000	3.7064e+001	-3.4043e-002	
109760.000000	3.6713e+001	-4.9174e-002	
109770.000000	3.6682e+001	-3.0261e-002	
109780.000000	3.6102e+001	-1.1348e-002	
109790.000000	3.6469e+001	-7.5652e-003	
109800.000000	3.6102e+001	0.0000e+000	
109810.000000	3.6346e+001	7.5652e-003	
109820.000000	3.6423e+001	-1.8913e-002	
109830.000000	3.6026e+001	-3.0261e-002	
109840.000000	3.6438e+001	-3.0261e-002	
109850.000000	3.6407e+001	-3.4043e-002	
109860.000000	3.7018e+001	-1.8913e-002	
109870.000000	3.6652e+001	-1.5130e-002	
109880.000000	3.6957e+001	-1.5130e-002	
109890.000000	3.6789e+001	-1.5130e-002	
109900.000000	3.6423e+001	-2.2695e-002	
109910.000000	3.6972e+001	-1.8913e-002	
109920.000000	3.6575e+001	-2.2695e-002	
109930.000000	3.6682e+001	-2.6478e-002	
109940.000000	3.6316e+001	-2.2695e-002	
109950.000000	3.6331e+001	-1.8913e-002	
109960.000000	3.6285e+001	-1.8913e-002	
109970.000000	3.6514e+001	-1.5130e-002	
109980.000000	3.6865e+001	-7.5652e-003	
109990.000000	3.6316e+001	-1.8913e-002	
110000.000000	3.6819e+001	-2.2695e-002	
110010.000000	3.6591e+001	-1.5130e-002	
110020.000000	3.6926e+001	-1.5130e-002	
110030.000000	3.7033e+001	-1.5130e-002	
110040.000000	3.6713e+001	-2.2695e-002	
110050.000000	3.6850e+001	-1.1348e-002	
110060.000000	3.6362e+001	-1.5130e-002	
110070.000000	3.6667e+001	-1.8913e-002	
110080.000000	3.6163e+001	-2.2695e-002	
110090.000000	3.6575e+001	-1.1348e-002	
110100.000000	3.6346e+001	-2.6478e-002	
110110.000000	3.6087e+001	-2.6478e-002	
110120.000000	3.6377e+001	-1.5130e-002	
110130.000000	3.6377e+001	-2.2695e-002	
110140.000000	3.6835e+001	-1.8913e-002	
110150.000000	3.6667e+001	-1.1348e-002	
110160.000000	3.7155e+001	-1.8913e-002	
110170.000000	3.6713e+001	-1.5130e-002	
110180.000000	3.6880e+001	-1.5130e-002	
110190.000000	3.7338e+001	-2.6478e-002	
110200.000000	3.6865e+001	-1.5130e-002	
110210.000000	3.7094e+001	-1.1348e-002	
110220.000000	3.6514e+001	-1.8913e-002	
110230.000000	3.6591e+001	-2.2695e-002	
110240.000000	3.6316e+001	-1.5130e-002	
110250.000000	3.6713e+001	-2.2695e-002	
110260.000000	3.6697e+001	-1.1348e-002	
110270.000000	3.6316e+001	-1.1348e-002	
110280.000000	3.6697e+001	-1.1348e-002	
110290.000000	3.6255e+001	-1.5130e-002	
110300.000000	3.6865e+001	-3.7826e-003	
110310.000000	3.6804e+001	-1.5130e-002	
110320.000000	3.7155e+001	-1.8913e-002	
110330.000000	3.6865e+001	-1.5130e-002	
110340.000000	3.6560e+001	-1.8913e-002	
110350.000000	3.6926e+001	-1.5130e-002	
110360.000000	3.6469e+001	-1.8913e-002	
110370.000000	3.6896e+001	-1.5130e-002	
110380.000000	3.6438e+001	-1.5130e-002	
110390.000000	3.6285e+001	-1.1348e-002	
110400.000000	3.6163e+001	-1.1348e-002	
110410.000000	3.6423e+001	-1.8913e-002	
110420.000000	3.6636e+001	-1.5130e-002	
110430.000000	3.6392e+001	-2.2695e-002	
110440.000000	3.6942e+001	-2.2695e-002	
110450.000000	3.6346e+001	-2.2695e-002	
110460.000000	3.6942e+001	-1.1348e-002	
110470.000000	3.7018e+001	-1.1348e-002	
110480.000000	3.7277e+001	-1.5130e-002	
110490.000000	3.7140e+001	-1.1348e-002	
110500.000000	3.6713e+001	-1.8913e-002	
110510.000000	3.7064e+001	-1.8913e-002	
110520.000000	3.6560e+001	-1.8913e-002	
110530.000000	3.7064e+001	-1.5130e-002	
110540.000000	3.6469e+001	-7.5652e-003	
110550.000000	3.6469e+001	-1.8913e-002	
