File_Record_0001.rec ( 60606 Echant/voies ) Période acquisition :10ms
Date :6/16/2023 2:21:29 PM Fmax 1 Hz
t	y	u	
190100.000000	3.1415e+001	3.4875e+001	
190110.000000	3.0914e+001	3.4873e+001	
190120.000000	3.0643e+001	3.4867e+001	
190130.000000	3.1549e+001	3.4869e+001	
190140.000000	3.1628e+001	3.4873e+001	
190150.000000	3.0829e+001	3.4873e+001	
190160.000000	3.0878e+001	3.4869e+001	
190170.000000	3.1232e+001	3.4873e+001	
190180.000000	3.0994e+001	3.4873e+001	
190190.000000	3.0655e+001	3.4875e+001	
190200.000000	3.0655e+001	3.4875e+001	
190210.000000	3.1149e+001	3.4871e+001	
190220.000000	3.1064e+001	3.4871e+001	
190230.000000	3.1149e+001	3.4875e+001	
190240.000000	3.1210e+001	3.4873e+001	
190250.000000	3.0948e+001	3.4875e+001	
190260.000000	3.1024e+001	3.4875e+001	
190270.000000	3.1561e+001	3.4875e+001	
190280.000000	3.1512e+001	3.4873e+001	
190290.000000	3.0768e+001	3.4871e+001	
190300.000000	3.0679e+001	3.4875e+001	
190310.000000	3.1689e+001	3.4877e+001	
190320.000000	3.1567e+001	3.4867e+001	
190330.000000	3.0698e+001	3.4873e+001	
190340.000000	3.0698e+001	3.4871e+001	
190350.000000	3.1140e+001	3.4873e+001	
190360.000000	3.0991e+001	3.4875e+001	
190370.000000	3.0847e+001	3.4869e+001	
190380.000000	3.0930e+001	3.4871e+001	
190390.000000	3.0963e+001	3.4871e+001	
190400.000000	3.0716e+001	3.4875e+001	
190410.000000	3.1284e+001	3.4875e+001	
190420.000000	3.1400e+001	3.4869e+001	
190430.000000	3.1082e+001	3.4873e+001	
190440.000000	3.0884e+001	3.4869e+001	
190450.000000	3.1418e+001	3.4875e+001	
190460.000000	3.1473e+001	3.4871e+001	
190470.000000	3.0664e+001	3.4869e+001	
190480.000000	3.0832e+001	3.4873e+001	
190490.000000	3.1567e+001	3.4871e+001	
190500.000000	3.1293e+001	3.4867e+001	
190510.000000	3.0591e+001	3.4873e+001	
190520.000000	3.0789e+001	3.4877e+001	
190530.000000	3.0994e+001	3.4869e+001	
190540.000000	3.1042e+001	3.4869e+001	
190550.000000	3.1033e+001	3.4873e+001	
190560.000000	3.1052e+001	3.4877e+001	
190570.000000	3.0798e+001	3.4873e+001	
190580.000000	3.0817e+001	3.4869e+001	
190590.000000	3.1552e+001	3.4869e+001	
190600.000000	3.1677e+001	3.4871e+001	
190610.000000	3.0807e+001	3.4875e+001	
190620.000000	3.0740e+001	3.4867e+001	
190630.000000	3.1454e+001	3.4871e+001	
190640.000000	3.1580e+001	3.4869e+001	
190650.000000	3.0734e+001	3.4871e+001	
190660.000000	3.0710e+001	3.4865e+001	
190670.000000	3.1451e+001	3.4873e+001	
190680.000000	3.1158e+001	3.4867e+001	
190690.000000	3.0701e+001	3.4871e+001	
190700.000000	3.0838e+001	3.4869e+001	
190710.000000	3.1055e+001	3.4869e+001	
190720.000000	3.0984e+001	3.4869e+001	
190730.000000	3.0920e+001	3.4873e+001	
190740.000000	3.1033e+001	3.4875e+001	
190750.000000	3.1036e+001	3.4871e+001	
190760.000000	3.0981e+001	3.4873e+001	
190770.000000	3.1699e+001	3.4867e+001	
190780.000000	3.1552e+001	3.4869e+001	
190790.000000	3.0734e+001	3.4875e+001	
190800.000000	3.0829e+001	3.4869e+001	
190810.000000	3.1390e+001	2.8988e+001	
190820.000000	3.1473e+001	2.2800e+001	
190830.000000	3.0807e+001	1.5923e+001	
190840.000000	3.0688e+001	1.2517e+001	
190850.000000	3.0807e+001	8.7096e+000	
190860.000000	3.0679e+001	6.8231e+000	
190870.000000	3.1229e+001	4.7058e+000	
190880.000000	3.1326e+001	3.6519e+000	
190890.000000	3.0557e+001	2.4615e+000	
190900.000000	3.0569e+001	1.8750e+000	
190910.000000	3.1256e+001	1.2019e+000	
190920.000000	3.1277e+001	8.6731e-001	
190930.000000	3.1061e+001	4.9038e-001	
190940.000000	3.1229e+001	2.9808e-001	
190950.000000	3.1128e+001	8.6538e-002	
190960.000000	3.1110e+001	-2.8846e-002	
190970.000000	3.1699e+001	-1.5000e-001	
190980.000000	3.1714e+001	-1.8654e-001	
190990.000000	3.0872e+001	-1.3077e-001	
191000.000000	3.0899e+001	-9.2308e-002	
191010.000000	3.1262e+001	-5.9615e-002	
191020.000000	3.1174e+001	-3.4615e-002	
191030.000000	3.1317e+001	-2.3077e-002	
191040.000000	3.1421e+001	-7.6923e-003	
191050.000000	3.0624e+001	1.9231e-003	
191060.000000	3.0630e+001	3.8462e-003	
191070.000000	3.1522e+001	1.5385e-002	
191080.000000	3.1375e+001	7.6923e-003	
191090.000000	3.1021e+001	-7.6923e-003	
191100.000000	3.1003e+001	-1.9231e-002	
191110.000000	3.1131e+001	-2.8846e-002	
191120.000000	3.0951e+001	-2.5000e-002	
191130.000000	3.1512e+001	-1.3462e-002	
191140.000000	3.1583e+001	-1.1538e-002	
191150.000000	3.0801e+001	-1.9231e-003	
191160.000000	3.0847e+001	1.9231e-003	
191170.000000	3.1158e+001	-3.8462e-003	
191180.000000	3.1094e+001	-9.6154e-003	
191190.000000	3.0978e+001	-1.1538e-002	
191200.000000	3.1290e+001	-2.1154e-002	
191210.000000	3.0466e+001	-1.5385e-002	
191220.000000	3.0438e+001	-7.6923e-003	
191230.000000	3.1317e+001	-5.7692e-003	
191240.000000	3.1192e+001	-9.6154e-003	
191250.000000	3.0844e+001	-3.8462e-003	
191260.000000	3.0777e+001	-9.6154e-003	
191270.000000	3.0765e+001	-1.3462e-002	
191280.000000	3.0685e+001	-1.7308e-002	
191290.000000	3.1256e+001	-1.3462e-002	
191300.000000	3.1323e+001	-1.3462e-002	
191310.000000	3.0624e+001	-1.1538e-002	
191320.000000	3.0750e+001	-5.7692e-003	
191330.000000	3.1058e+001	-9.6154e-003	
191340.000000	3.1094e+001	-3.8462e-003	
191350.000000	3.1155e+001	-7.6923e-003	
191360.000000	3.1314e+001	-1.1538e-002	
191370.000000	3.0649e+001	-1.5385e-002	
191380.000000	3.0560e+001	-1.5385e-002	
191390.000000	3.1442e+001	-1.1538e-002	
191400.000000	3.1287e+001	-7.6923e-003	
191410.000000	3.0829e+001	-9.6154e-003	
191420.000000	3.0942e+001	-9.6154e-003	
191430.000000	3.0884e+001	-1.1538e-002	
191440.000000	3.0740e+001	-9.6154e-003	
191450.000000	3.1332e+001	-1.3462e-002	
191460.000000	3.1473e+001	-1.1538e-002	
191470.000000	3.0820e+001	-7.6923e-003	
191480.000000	3.0853e+001	-7.6923e-003	
191490.000000	3.1299e+001	-9.6154e-003	
191500.000000	3.1256e+001	-1.9231e-003	
191510.000000	3.1403e+001	-7.6923e-003	
191520.000000	3.1610e+001	-9.6154e-003	
191530.000000	3.0951e+001	-7.6923e-003	
191540.000000	3.0853e+001	-1.1538e-002	
191550.000000	3.1796e+001	-9.6154e-003	
191560.000000	3.1674e+001	-1.3462e-002	
191570.000000	3.1128e+001	-5.7692e-003	
191580.000000	3.1195e+001	-9.6154e-003	
191590.000000	3.1216e+001	-7.6923e-003	
191600.000000	3.1082e+001	-7.6923e-003	
191610.000000	3.1516e+001	-9.6154e-003	
191620.000000	3.1598e+001	-1.1538e-002	
191630.000000	3.0762e+001	-1.3462e-002	
191640.000000	3.0786e+001	-7.6923e-003	
191650.000000	3.1464e+001	-9.6154e-003	
191660.000000	3.1363e+001	-1.1538e-002	
191670.000000	3.1204e+001	-9.6154e-003	
191680.000000	3.1335e+001	-1.3462e-002	
191690.000000	3.0856e+001	-1.1538e-002	
191700.000000	3.0884e+001	-1.7308e-002	
191710.000000	3.1766e+001	-9.6154e-003	
191720.000000	3.1595e+001	-7.6923e-003	
191730.000000	3.0920e+001	-1.3462e-002	
191740.000000	3.1110e+001	-9.6154e-003	
191750.000000	3.1204e+001	-1.3462e-002	
191760.000000	3.1140e+001	-9.6154e-003	
191770.000000	3.1436e+001	-1.1538e-002	
191780.000000	3.1558e+001	-9.6154e-003	
191790.000000	3.0673e+001	-7.6923e-003	
191800.000000	3.0688e+001	-1.7308e-002	
191810.000000	3.1567e+001	2.0223e+001	
191820.000000	3.1128e+001	3.4423e+001	
191830.000000	3.0807e+001	3.4869e+001	
191840.000000	3.0914e+001	3.4867e+001	
191850.000000	3.1140e+001	3.4877e+001	
191860.000000	3.1097e+001	3.4869e+001	
191870.000000	3.1110e+001	3.4875e+001	
191880.000000	3.1039e+001	3.4877e+001	
191890.000000	3.0859e+001	3.4867e+001	
191900.000000	3.0975e+001	3.4877e+001	
191910.000000	3.1790e+001	3.4869e+001	
191920.000000	3.1799e+001	3.4871e+001	
191930.000000	3.0930e+001	3.4871e+001	
191940.000000	3.0841e+001	3.4873e+001	
191950.000000	3.1650e+001	3.4873e+001	
191960.000000	3.1729e+001	3.4875e+001	
191970.000000	3.0832e+001	3.4863e+001	
191980.000000	3.0823e+001	3.4873e+001	
191990.000000	3.1195e+001	3.4871e+001	
192000.000000	3.1082e+001	3.4867e+001	
192010.000000	3.0930e+001	3.4877e+001	
192020.000000	3.1079e+001	3.4873e+001	
192030.000000	3.1070e+001	3.4875e+001	
192040.000000	3.1070e+001	3.4877e+001	
192050.000000	3.1119e+001	3.4873e+001	
192060.000000	3.1207e+001	3.4875e+001	
192070.000000	3.0780e+001	3.4871e+001	
192080.000000	3.1021e+001	3.4869e+001	
192090.000000	3.1888e+001	3.4875e+001	
192100.000000	3.1784e+001	3.4869e+001	
192110.000000	3.0804e+001	3.4873e+001	
192120.000000	3.0939e+001	3.4867e+001	
192130.000000	3.1567e+001	3.4873e+001	
192140.000000	3.1726e+001	3.4875e+001	
192150.000000	3.0856e+001	3.4871e+001	
192160.000000	3.0807e+001	3.4875e+001	
192170.000000	3.1128e+001	3.4865e+001	
192180.000000	3.0991e+001	3.4865e+001	
192190.000000	3.1027e+001	3.4875e+001	
192200.000000	3.1250e+001	3.4873e+001	
192210.000000	3.0893e+001	3.4873e+001	
192220.000000	3.0789e+001	3.4873e+001	
192230.000000	3.1213e+001	3.4873e+001	
192240.000000	3.1314e+001	3.4875e+001	
192250.000000	3.0975e+001	3.4873e+001	
192260.000000	3.0975e+001	3.4873e+001	
192270.000000	3.1891e+001	3.4871e+001	
192280.000000	3.1747e+001	3.4869e+001	
192290.000000	3.0804e+001	3.4867e+001	
192300.000000	3.0807e+001	3.4873e+001	
192310.000000	3.1613e+001	3.4873e+001	
192320.000000	3.1577e+001	3.4869e+001	
192330.000000	3.0743e+001	3.4873e+001	
192340.000000	3.0789e+001	3.4875e+001	
192350.000000	3.1097e+001	3.4867e+001	
192360.000000	3.0981e+001	3.4871e+001	
192370.000000	3.1198e+001	3.4869e+001	
192380.000000	3.1381e+001	3.4871e+001	
192390.000000	3.0975e+001	3.4865e+001	
192400.000000	3.0875e+001	3.4873e+001	
192410.000000	3.1274e+001	3.4873e+001	
192420.000000	3.1366e+001	3.4869e+001	
192430.000000	3.1009e+001	3.4875e+001	
192440.000000	3.0981e+001	3.4871e+001	
192450.000000	3.1836e+001	3.4869e+001	
192460.000000	3.1738e+001	3.4873e+001	
192470.000000	3.0875e+001	3.4871e+001	
192480.000000	3.0991e+001	3.4871e+001	
192490.000000	3.1461e+001	3.4873e+001	
192500.000000	3.1421e+001	3.4875e+001	
192510.000000	3.0887e+001	3.4875e+001	
192520.000000	3.0902e+001	3.4865e+001	
192530.000000	3.1052e+001	3.4867e+001	
192540.000000	3.1000e+001	3.4873e+001	
192550.000000	3.1171e+001	3.4871e+001	
192560.000000	3.1360e+001	3.4871e+001	
192570.000000	3.0838e+001	3.4877e+001	
192580.000000	3.0762e+001	3.4871e+001	
192590.000000	3.1534e+001	3.4871e+001	
192600.000000	3.1631e+001	3.4873e+001	
192610.000000	3.1113e+001	3.4871e+001	
192620.000000	3.0984e+001	3.4873e+001	
192630.000000	3.1784e+001	3.4875e+001	
192640.000000	3.1775e+001	3.4869e+001	
192650.000000	3.0811e+001	3.4871e+001	
192660.000000	3.1021e+001	3.4871e+001	
192670.000000	3.1445e+001	3.4873e+001	
192680.000000	3.1241e+001	3.4873e+001	
192690.000000	3.1033e+001	3.4867e+001	
192700.000000	3.0817e+001	3.4871e+001	
192710.000000	3.0966e+001	3.4873e+001	
192720.000000	3.1049e+001	3.4877e+001	
192730.000000	3.1271e+001	3.4869e+001	
192740.000000	3.1430e+001	3.4869e+001	
192750.000000	3.0722e+001	3.4875e+001	
192760.000000	3.0695e+001	3.4863e+001	
192770.000000	3.1607e+001	3.4871e+001	
192780.000000	3.1686e+001	3.4871e+001	
192790.000000	3.1171e+001	3.4869e+001	
192800.000000	3.1122e+001	3.4871e+001	
192810.000000	3.1564e+001	2.9113e+001	
192820.000000	3.1528e+001	2.2906e+001	
192830.000000	3.0994e+001	1.5987e+001	
192840.000000	3.1192e+001	1.2577e+001	
192850.000000	3.1174e+001	8.7519e+000	
192860.000000	3.0960e+001	6.8519e+000	
192870.000000	3.1342e+001	4.7231e+000	
192880.000000	3.1296e+001	3.6654e+000	
192890.000000	3.0463e+001	2.4712e+000	
192900.000000	3.0731e+001	1.8788e+000	
192910.000000	3.1424e+001	1.2096e+000	
192920.000000	3.1244e+001	8.7308e-001	
192930.000000	3.1064e+001	4.9038e-001	
192940.000000	3.1104e+001	3.0192e-001	
192950.000000	3.0820e+001	8.6538e-002	
192960.000000	3.0676e+001	-2.5000e-002	
192970.000000	3.1512e+001	-1.5000e-001	
192980.000000	3.1503e+001	-1.8846e-001	
192990.000000	3.0896e+001	-1.3077e-001	
193000.000000	3.0975e+001	-9.6154e-002	
193010.000000	3.1119e+001	-5.3846e-002	
193020.000000	3.1253e+001	-3.4615e-002	
193030.000000	3.1454e+001	-1.5385e-002	
193040.000000	3.1732e+001	-7.6923e-003	
193050.000000	3.0905e+001	1.9231e-003	
193060.000000	3.0942e+001	5.7692e-003	
193070.000000	3.1757e+001	9.6154e-003	
193080.000000	3.1580e+001	3.8462e-003	
193090.000000	3.1412e+001	-5.7692e-003	
193100.000000	3.1525e+001	-2.1154e-002	
193110.000000	3.1192e+001	-2.6923e-002	
193120.000000	3.1085e+001	-2.6923e-002	
193130.000000	3.1775e+001	-9.6154e-003	
193140.000000	3.1778e+001	-1.5385e-002	
193150.000000	3.1110e+001	-1.9231e-003	
193160.000000	3.1100e+001	0.0000e+000	
193170.000000	3.1253e+001	1.9231e-003	
193180.000000	3.1201e+001	-7.6923e-003	
193190.000000	3.1573e+001	-1.5385e-002	
193200.000000	3.1573e+001	-1.5385e-002	
193210.000000	3.0801e+001	-1.7308e-002	
193220.000000	3.0869e+001	-1.1538e-002	
193230.000000	3.1641e+001	-5.7692e-003	
193240.000000	3.1512e+001	-1.1538e-002	
193250.000000	3.1235e+001	-5.7692e-003	
193260.000000	3.1235e+001	-7.6923e-003	
193270.000000	3.1171e+001	-1.5385e-002	
193280.000000	3.1049e+001	-1.1538e-002	
193290.000000	3.1738e+001	-1.3462e-002	
193300.000000	3.1723e+001	-1.9231e-002	
193310.000000	3.0887e+001	-1.1538e-002	
193320.000000	3.1113e+001	-1.5385e-002	
193330.000000	3.1299e+001	-3.8462e-003	
193340.000000	3.1253e+001	-5.7692e-003	
193350.000000	3.1357e+001	-1.1538e-002	
193360.000000	3.1396e+001	-1.1538e-002	
193370.000000	3.0728e+001	-1.3462e-002	
193380.000000	3.0682e+001	-7.6923e-003	
193390.000000	3.1543e+001	-1.5385e-002	
193400.000000	3.1360e+001	-1.1538e-002	
193410.000000	3.0844e+001	-3.8462e-003	
193420.000000	3.0927e+001	-7.6923e-003	
193430.000000	3.0942e+001	-1.3462e-002	
193440.000000	3.0798e+001	-1.1538e-002	
193450.000000	3.1378e+001	-1.5385e-002	
193460.000000	3.1384e+001	-1.5385e-002	
193470.000000	3.0667e+001	-7.6923e-003	
193480.000000	3.0762e+001	-1.1538e-002	
193490.000000	3.1207e+001	-9.6154e-003	
193500.000000	3.1183e+001	-1.1538e-002	
193510.000000	3.1244e+001	-9.6154e-003	
193520.000000	3.1314e+001	-5.7692e-003	
193530.000000	3.0826e+001	-1.3462e-002	
193540.000000	3.0713e+001	-1.3462e-002	
193550.000000	3.1641e+001	-9.6154e-003	
193560.000000	3.1613e+001	-5.7692e-003	
193570.000000	3.1003e+001	-7.6923e-003	
193580.000000	3.1116e+001	-1.3462e-002	
193590.000000	3.1171e+001	-7.6923e-003	
193600.000000	3.1049e+001	-9.6154e-003	
193610.000000	3.1430e+001	-5.7692e-003	
193620.000000	3.1589e+001	-1.3462e-002	
193630.000000	3.0734e+001	-1.3462e-002	
193640.000000	3.0765e+001	-9.6154e-003	
193650.000000	3.1369e+001	-1.3462e-002	
193660.000000	3.1235e+001	-9.6154e-003	
193670.000000	3.1125e+001	-9.6154e-003	
193680.000000	3.1390e+001	-1.1538e-002	
193690.000000	3.0948e+001	-1.1538e-002	
193700.000000	3.0704e+001	-9.6154e-003	
193710.000000	3.1677e+001	-9.6154e-003	
193720.000000	3.1702e+001	-9.6154e-003	
193730.000000	3.1067e+001	-1.1538e-002	
193740.000000	3.1235e+001	-9.6154e-003	
193750.000000	3.1302e+001	-1.1538e-002	
193760.000000	3.1418e+001	-9.6154e-003	
193770.000000	3.1830e+001	-9.6154e-003	
193780.000000	3.1879e+001	-9.6154e-003	
193790.000000	3.1055e+001	-9.6154e-003	
193800.000000	3.1128e+001	-7.6923e-003	
193810.000000	3.1870e+001	1.3733e+001	
193820.000000	3.1351e+001	3.6419e+001	
193830.000000	3.1262e+001	3.4867e+001	
193840.000000	3.1192e+001	3.4871e+001	
193850.000000	3.1393e+001	3.4871e+001	
193860.000000	3.1189e+001	3.4869e+001	
193870.000000	3.1641e+001	3.4869e+001	
193880.000000	3.1525e+001	3.4875e+001	
193890.000000	3.0734e+001	3.4873e+001	
193900.000000	3.0551e+001	3.4875e+001	
193910.000000	3.1409e+001	3.4875e+001	
193920.000000	3.1467e+001	3.4875e+001	
193930.000000	3.0869e+001	3.4871e+001	
193940.000000	3.0792e+001	3.4871e+001	
193950.000000	3.1488e+001	3.4871e+001	
193960.000000	3.1644e+001	3.4873e+001	
193970.000000	3.1049e+001	3.4873e+001	
193980.000000	3.1305e+001	3.4869e+001	
193990.000000	3.1534e+001	3.4873e+001	
194000.000000	3.1491e+001	3.4871e+001	
194010.000000	3.1296e+001	3.4867e+001	
194020.000000	3.1348e+001	3.4873e+001	
194030.000000	3.1287e+001	3.4875e+001	
194040.000000	3.1287e+001	3.4869e+001	
194050.000000	3.1564e+001	3.4873e+001	
194060.000000	3.1564e+001	3.4875e+001	
194070.000000	3.0704e+001	3.4873e+001	
194080.000000	3.0695e+001	3.4865e+001	
194090.000000	3.1339e+001	3.4871e+001	
194100.000000	3.1537e+001	3.4871e+001	
194110.000000	3.0939e+001	3.4871e+001	
194120.000000	3.0783e+001	3.4873e+001	
194130.000000	3.1467e+001	3.4867e+001	
194140.000000	3.1683e+001	3.4873e+001	
194150.000000	3.1277e+001	3.4877e+001	
194160.000000	3.1439e+001	3.4875e+001	
194170.000000	3.1488e+001	3.4873e+001	
194180.000000	3.1342e+001	3.4877e+001	
194190.000000	3.1464e+001	3.4875e+001	
194200.000000	3.1467e+001	3.4865e+001	
194210.000000	3.1128e+001	3.4871e+001	
194220.000000	3.1143e+001	3.4875e+001	
194230.000000	3.1738e+001	3.4871e+001	
194240.000000	3.1741e+001	3.4869e+001	
194250.000000	3.0576e+001	3.4867e+001	
194260.000000	3.0646e+001	3.4875e+001	
194270.000000	3.1467e+001	3.4869e+001	
194280.000000	3.1488e+001	3.4873e+001	
194290.000000	3.0988e+001	3.4865e+001	
194300.000000	3.0984e+001	3.4871e+001	
194310.000000	3.1378e+001	3.4867e+001	
194320.000000	3.1418e+001	3.4871e+001	
194330.000000	3.1281e+001	3.4871e+001	
194340.000000	3.1573e+001	3.4871e+001	
194350.000000	3.1351e+001	3.4871e+001	
194360.000000	3.1183e+001	3.4875e+001	
194370.000000	3.1607e+001	3.4871e+001	
194380.000000	3.1677e+001	3.4867e+001	
194390.000000	3.0951e+001	3.4875e+001	
194400.000000	3.1107e+001	3.4869e+001	
194410.000000	3.1705e+001	3.4877e+001	
194420.000000	3.1616e+001	3.4877e+001	
194430.000000	3.0649e+001	3.4875e+001	
194440.000000	3.0695e+001	3.4879e+001	
194450.000000	3.1564e+001	3.4871e+001	
194460.000000	3.1357e+001	3.4873e+001	
194470.000000	3.1204e+001	3.4869e+001	
194480.000000	3.1302e+001	3.4871e+001	
194490.000000	3.1128e+001	3.4869e+001	
194500.000000	3.1134e+001	3.4871e+001	
194510.000000	3.1454e+001	3.4873e+001	
194520.000000	3.1790e+001	3.4869e+001	
194530.000000	3.1305e+001	3.4873e+001	
194540.000000	3.1036e+001	3.4873e+001	
194550.000000	3.1882e+001	3.4875e+001	
194560.000000	3.1827e+001	3.4867e+001	
194570.000000	3.0966e+001	3.4871e+001	
194580.000000	3.1058e+001	3.4873e+001	
194590.000000	3.1738e+001	3.4875e+001	
194600.000000	3.1635e+001	3.4875e+001	
194610.000000	3.0844e+001	3.4873e+001	
194620.000000	3.0753e+001	3.4871e+001	
194630.000000	3.1323e+001	3.4871e+001	
194640.000000	3.1302e+001	3.4871e+001	
194650.000000	3.1314e+001	3.4875e+001	
194660.000000	3.1369e+001	3.4871e+001	
194670.000000	3.1046e+001	3.4871e+001	
194680.000000	3.0951e+001	3.4869e+001	
194690.000000	3.1519e+001	3.4865e+001	
194700.000000	3.1711e+001	3.4875e+001	
194710.000000	3.1195e+001	3.4871e+001	
194720.000000	3.1223e+001	3.4871e+001	
194730.000000	3.1793e+001	3.4865e+001	
194740.000000	3.1750e+001	3.4867e+001	
194750.000000	3.0978e+001	3.4875e+001	
194760.000000	3.1152e+001	3.4871e+001	
194770.000000	3.1607e+001	3.4871e+001	
194780.000000	3.1430e+001	3.4873e+001	
194790.000000	3.0975e+001	3.4869e+001	
194800.000000	3.1000e+001	3.4869e+001	
194810.000000	3.1302e+001	3.4871e+001	
194820.000000	3.1161e+001	3.4869e+001	
194830.000000	3.1427e+001	3.4867e+001	
194840.000000	3.1400e+001	3.4873e+001	
194850.000000	3.0817e+001	3.4871e+001	
194860.000000	3.0862e+001	3.4867e+001	
194870.000000	3.1659e+001	3.4875e+001	
194880.000000	3.1870e+001	3.4873e+001	
194890.000000	3.1226e+001	3.4869e+001	
194900.000000	3.1195e+001	3.4873e+001	
194910.000000	3.1879e+001	3.4867e+001	
194920.000000	3.1830e+001	3.4869e+001	
194930.000000	3.0966e+001	3.4867e+001	
194940.000000	3.1073e+001	3.4873e+001	
194950.000000	3.1598e+001	3.4875e+001	
194960.000000	3.1409e+001	3.4873e+001	
194970.000000	3.1165e+001	3.4873e+001	
194980.000000	3.0988e+001	3.4873e+001	
194990.000000	3.1055e+001	3.4869e+001	
195000.000000	3.1165e+001	3.4863e+001	
195010.000000	3.1500e+001	3.4873e+001	
195020.000000	3.1625e+001	3.4871e+001	
195030.000000	3.0753e+001	3.4869e+001	
195040.000000	3.0850e+001	3.4871e+001	
195050.000000	3.1580e+001	3.4875e+001	
195060.000000	3.1827e+001	3.4871e+001	
195070.000000	3.1161e+001	3.4869e+001	
195080.000000	3.1171e+001	3.4871e+001	
195090.000000	3.1808e+001	3.4871e+001	
195100.000000	3.1775e+001	3.4875e+001	
195110.000000	3.1097e+001	3.4875e+001	
195120.000000	3.1235e+001	3.4869e+001	
195130.000000	3.1412e+001	3.4869e+001	
195140.000000	3.1348e+001	3.4871e+001	
195150.000000	3.1293e+001	3.4871e+001	
195160.000000	3.1235e+001	3.4877e+001	
195170.000000	3.0960e+001	3.4867e+001	
195180.000000	3.0957e+001	3.4869e+001	
195190.000000	3.1598e+001	3.4871e+001	
195200.000000	3.1738e+001	3.4871e+001	
195210.000000	3.0841e+001	3.4875e+001	
195220.000000	3.0743e+001	3.4869e+001	
195230.000000	3.1625e+001	3.4871e+001	
195240.000000	3.1686e+001	3.4877e+001	
195250.000000	3.1241e+001	3.4875e+001	
195260.000000	3.1339e+001	3.4867e+001	
195270.000000	3.1686e+001	3.4873e+001	
195280.000000	3.1665e+001	3.4871e+001	
195290.000000	3.1277e+001	3.4873e+001	
195300.000000	3.1381e+001	3.4873e+001	
195310.000000	3.1369e+001	3.4871e+001	
195320.000000	3.1204e+001	3.4871e+001	
195330.000000	3.1613e+001	3.4873e+001	
195340.000000	3.1516e+001	3.4869e+001	
195350.000000	3.0765e+001	3.4871e+001	
195360.000000	3.0881e+001	3.4867e+001	
195370.000000	3.1577e+001	3.4873e+001	
195380.000000	3.1595e+001	3.4873e+001	
195390.000000	3.0881e+001	3.4869e+001	
195400.000000	3.0862e+001	3.4873e+001	
195410.000000	3.1644e+001	3.4871e+001	
195420.000000	3.1622e+001	3.4871e+001	
195430.000000	3.1357e+001	3.4873e+001	
195440.000000	3.1622e+001	3.4871e+001	
195450.000000	3.1479e+001	3.4875e+001	
195460.000000	3.1427e+001	3.4875e+001	
195470.000000	3.1525e+001	3.4867e+001	
195480.000000	3.1488e+001	3.4869e+001	
195490.000000	3.1268e+001	3.4869e+001	
195500.000000	3.1216e+001	3.4871e+001	
195510.000000	3.1766e+001	3.4873e+001	
195520.000000	3.1766e+001	3.4871e+001	
195530.000000	3.0710e+001	3.4869e+001	
195540.000000	3.0701e+001	3.4867e+001	
195550.000000	3.1552e+001	3.4875e+001	
195560.000000	3.1589e+001	3.4873e+001	
195570.000000	3.1003e+001	3.4869e+001	
195580.000000	3.1055e+001	3.4873e+001	
195590.000000	3.1461e+001	3.4867e+001	
195600.000000	3.1516e+001	3.4871e+001	
195610.000000	3.1451e+001	3.4873e+001	
195620.000000	3.1696e+001	3.4871e+001	
195630.000000	3.1409e+001	3.4869e+001	
195640.000000	3.1232e+001	3.4871e+001	
195650.000000	3.1711e+001	3.4869e+001	
195660.000000	3.1659e+001	3.4867e+001	
195670.000000	3.1134e+001	3.4875e+001	
195680.000000	3.1268e+001	3.4873e+001	
195690.000000	3.1799e+001	3.4871e+001	
195700.000000	3.1747e+001	3.4869e+001	
195710.000000	3.0869e+001	3.4875e+001	
195720.000000	3.0856e+001	3.4871e+001	
195730.000000	3.1403e+001	3.4869e+001	
195740.000000	3.1354e+001	3.4865e+001	
195750.000000	3.1433e+001	3.4873e+001	
195760.000000	3.1522e+001	3.4869e+001	
195770.000000	3.1161e+001	3.4869e+001	
195780.000000	3.1232e+001	3.4873e+001	
195790.000000	3.1659e+001	3.4869e+001	
195800.000000	3.1860e+001	3.4869e+001	
195810.000000	3.1091e+001	2.9448e+001	
195820.000000	3.1140e+001	2.3162e+001	
195830.000000	3.1888e+001	1.6167e+001	
195840.000000	3.1879e+001	1.2721e+001	
195850.000000	3.1213e+001	8.8538e+000	
195860.000000	3.1381e+001	6.9385e+000	
195870.000000	3.1479e+001	4.7846e+000	
195880.000000	3.1259e+001	3.7135e+000	
195890.000000	3.1567e+001	2.5096e+000	
195900.000000	3.1570e+001	1.9115e+000	
195910.000000	3.0762e+001	1.2308e+000	
195920.000000	3.0865e+001	8.9615e-001	
195930.000000	3.1631e+001	5.0577e-001	
195940.000000	3.1461e+001	3.1346e-001	
195950.000000	3.1433e+001	9.8077e-002	
195960.000000	3.1473e+001	-1.5385e-002	
195970.000000	3.1180e+001	-1.3846e-001	
195980.000000	3.0981e+001	-1.8269e-001	
195990.000000	3.1775e+001	-1.3462e-001	
196000.000000	3.1854e+001	-9.4231e-002	
196010.000000	3.1061e+001	-5.5769e-002	
196020.000000	3.1177e+001	-3.8462e-002	
196030.000000	3.1418e+001	-1.3462e-002	
196040.000000	3.1302e+001	-7.6923e-003	
196050.000000	3.1693e+001	5.7692e-003	
196060.000000	3.1668e+001	1.5385e-002	
196070.000000	3.0869e+001	1.3462e-002	
